G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN
20200813OBSS0,20200813,SS,OB,0,B,38,33,3,3,9,1,0,2,1,0,0,0,4,0,1,11,0,1,,,,
20200813OBSS0,20200813,OB,SS,0,T,39,28,2,2,4,0,0,1,1,1,0,1,9,0,0,5,0,0,,,,
20200813SKKT0,20200813,KT,SK,0,B,48,36,5,6,10,2,0,1,1,0,0,1,11,0,0,5,0,1,,,,
20200813SKKT0,20200813,SK,KT,0,T,47,41,10,10,16,1,0,1,0,0,0,2,4,0,0,17,0,0,,,,
20200814KTOB0,20200814,OB,KT,0,B,53,45,3,3,10,0,0,2,2,0,0,0,5,1,0,7,0,0,,,,
20200814KTOB0,20200814,KT,OB,0,T,49,47,4,5,12,2,0,0,2,0,0,0,0,0,0,9,0,0,,,,
20200814LGNC0,20200814,NC,LG,0,B,40,36,4,4,8,3,0,0,1,0,0,0,3,0,1,6,0,0,,,,
20200814LGNC0,20200814,LG,NC,0,T,49,43,10,10,18,2,1,4,0,0,0,0,5,0,0,13,0,1,,,,
20200814SKHT0,20200814,HT,SK,0,B,40,31,6,7,7,2,0,1,0,0,0,0,8,0,2,6,0,1,,,,
20200814SKHT0,20200814,SK,HT,0,T,43,31,6,6,12,1,0,0,1,2,2,1,8,0,0,3,0,1,,,,
20200814SSHH0,20200814,SS,HH,0,T,44,41,10,10,15,4,0,1,2,0,0,0,3,0,0,8,0,0,,,,
20200814SSHH0,20200814,HH,SS,0,B,33,30,1,1,4,1,0,0,0,0,0,0,2,0,1,6,1,0,,,,
20200814WOLT0,20200814,WO,LT,0,T,35,32,1,1,5,2,0,0,0,0,0,0,3,0,0,6,0,0,,,,
20200814WOLT0,20200814,LT,WO,0,B,38,31,5,5,11,2,0,0,0,1,0,1,4,1,0,7,0,0,,,,
20200815KTOB0,20200815,OB,KT,0,B,41,38,7,7,13,2,0,1,3,0,0,0,3,0,1,8,1,0,,,,
20200815KTOB0,20200815,KT,OB,0,T,41,34,4,5,7,2,1,1,1,0,0,0,6,0,0,3,0,1,,,,
20200815LGNC0,20200815,NC,LG,0,B,38,34,4,4,10,0,0,2,0,0,0,1,2,0,2,9,0,0,,,,
20200815LGNC0,20200815,LG,NC,0,T,45,40,11,13,15,4,0,2,0,0,0,1,3,0,0,13,0,0,,,,
20200815SKHT0,20200815,HT,SK,0,B,44,41,10,10,17,2,1,1,0,0,0,0,3,0,0,1,0,0,,,,
20200815SKHT0,20200815,SK,HT,0,T,36,33,3,3,9,2,0,0,0,1,0,0,3,0,0,5,2,0,,,,
20200815SSHH0,20200815,HH,SS,0,B,35,30,0,0,7,0,0,0,1,3,0,0,5,0,0,11,1,0,,,,
20200815SSHH0,20200815,SS,HH,0,T,34,29,2,2,3,0,0,1,0,0,0,0,4,0,0,7,0,1,,,,
20200815WOLT0,20200815,LT,WO,0,B,36,35,1,1,7,0,0,0,0,0,0,0,1,0,0,4,0,0,,,,
20200815WOLT0,20200815,WO,LT,0,T,36,34,3,3,9,4,0,0,0,0,0,0,2,0,0,6,0,1,,,,
20200816KTOB0,20200816,KT,OB,0,T,41,35,4,4,11,5,0,0,1,0,1,1,3,0,0,6,1,0,,,,
20200816KTOB0,20200816,OB,KT,0,B,35,28,1,1,3,1,0,0,1,0,0,0,6,0,1,5,1,0,,,,
20200816LGNC0,20200816,NC,LG,0,B,37,34,5,5,9,5,0,0,0,0,0,0,2,0,1,3,1,1,,,,
20200816LGNC0,20200816,LG,NC,0,T,41,32,6,6,7,0,0,2,0,1,1,0,8,0,0,6,0,0,,,,
20200816SKHT0,20200816,HT,SK,0,B,41,38,7,8,15,2,0,1,0,1,0,0,3,0,0,13,0,0,,,,
20200816SKHT0,20200816,SK,HT,0,T,41,34,5,5,7,2,0,0,0,0,0,0,7,0,0,10,0,0,,,,
20200816SSHH0,20200816,HH,SS,0,B,31,26,3,3,2,1,0,0,0,0,0,0,4,0,2,9,0,0,,,,
20200816SSHH0,20200816,SS,HH,0,T,34,32,2,2,5,1,0,2,1,0,0,0,1,0,0,4,0,1,,,,
20200816WOLT0,20200816,WO,LT,0,T,41,35,5,6,9,5,0,1,1,0,0,1,2,0,0,5,0,1,,,,
20200816WOLT0,20200816,LT,WO,0,B,36,30,3,3,6,1,0,0,3,0,0,1,4,0,4,4,1,0,,,,
20200818HHSK0,20200818,HH,SK,0,T,43,32,3,3,6,2,0,0,0,0,0,0,7,0,0,4,0,0,,,,
20200818HHSK0,20200818,SK,HH,0,B,40,31,8,9,8,2,0,2,0,0,1,1,5,0,6,16,0,0,,,,
20200818HTLG0,20200818,LG,HT,0,B,40,37,6,6,12,1,0,1,1,0,0,1,2,0,0,8,1,0,,,,
20200818HTLG0,20200818,HT,LG,0,T,46,40,5,5,11,2,0,0,0,0,0,0,5,0,0,13,0,1,,,,
20200818KTSS0,20200818,KT,SS,0,T,42,33,5,6,9,1,0,1,0,0,0,1,8,0,0,6,0,2,,,,
20200818KTSS0,20200818,SS,KT,0,B,37,32,2,3,6,3,0,0,0,0,0,1,3,0,1,7,0,0,,,,
20200818OBLT0,20200818,OB,LT,0,T,50,43,7,9,16,2,0,0,1,0,0,1,3,0,0,7,0,1,,,,
20200818OBLT0,20200818,LT,OB,0,B,36,34,2,2,6,0,1,1,0,0,0,0,2,0,2,10,0,2,,,,
20200818WONC0,20200818,NC,WO,0,B,32,27,5,5,7,3,0,1,0,1,1,1,2,0,2,6,1,0,,,,
20200818WONC0,20200818,WO,NC,0,T,35,34,1,1,7,0,0,0,1,0,0,0,0,0,0,4,0,0,,,,
20200819HHSK0,20200819,HH,SK,0,T,43,40,5,6,12,2,0,2,0,0,0,0,3,0,0,4,0,1,,,,
20200819HHSK0,20200819,SK,HH,0,B,57,46,26,26,22,4,0,6,0,1,0,0,10,0,1,8,0,2,,,,
20200819HTLG0,20200819,HT,LG,0,T,36,34,1,1,8,0,0,0,0,0,0,0,2,0,0,3,0,2,,,,
20200819HTLG0,20200819,LG,HT,0,B,45,34,9,10,12,2,2,1,1,0,0,1,9,0,1,9,1,0,,,,
20200819KTSS0,20200819,SS,KT,0,B,38,34,4,4,11,0,0,0,0,0,0,2,2,0,1,8,3,0,,,,
20200819KTSS0,20200819,KT,SS,0,T,37,31,6,6,6,1,0,1,0,0,0,1,4,0,0,7,1,1,,,,
20200819OBLT0,20200819,OB,LT,0,T,33,28,3,3,6,0,0,1,0,1,0,0,4,0,0,3,3,1,,,,
20200819OBLT0,20200819,LT,OB,0,B,35,31,6,7,10,3,0,0,4,0,1,1,1,0,1,6,0,1,,,,
20200819WONC0,20200819,NC,WO,0,B,40,36,4,4,7,1,0,1,0,0,0,0,4,0,2,5,0,1,,,,
20200819WONC0,20200819,WO,NC,0,T,40,35,6,6,8,3,0,1,1,0,0,0,3,0,0,7,0,3,,,,
20200820KTHH0,20200820,HH,KT,0,B,34,29,0,0,2,0,0,0,0,0,0,0,5,1,0,5,0,0,,,,
20200820KTHH0,20200820,KT,HH,0,T,36,31,3,3,6,0,0,1,3,0,0,0,3,0,0,9,0,0,,,,
20200820LGWO0,20200820,LG,WO,0,T,38,36,5,5,9,1,0,1,1,0,0,0,2,0,0,6,1,1,,,,
20200820LGWO0,20200820,WO,LG,0,B,39,31,6,6,8,2,0,0,2,0,0,1,6,0,1,9,0,0,,,,
20200820LTOB0,20200820,LT,OB,0,T,44,36,6,6,11,2,1,1,2,0,1,0,6,0,0,10,0,0,,,,
20200820LTOB0,20200820,OB,LT,0,B,43,40,5,5,14,4,0,0,0,0,0,0,3,1,0,7,1,0,,,,
20200820NCHT0,20200820,HT,NC,0,B,39,33,1,2,5,0,0,0,0,0,0,0,5,0,1,6,0,1,,,,
20200820NCHT0,20200820,NC,HT,0,T,51,45,13,14,21,3,0,1,3,0,1,1,3,0,0,10,0,1,,,,
20200820SSSK0,20200820,SK,SS,0,B,40,35,3,3,11,0,0,2,0,0,0,1,4,0,0,9,1,3,,,,
20200820SSSK0,20200820,SS,SK,0,T,42,35,7,8,9,2,0,0,2,0,0,0,6,0,0,6,0,0,,,,
20200821KTHH0,20200821,HH,KT,0,B,37,35,5,5,11,2,0,1,0,0,0,0,2,0,1,12,0,0,,,,
20200821KTHH0,20200821,KT,HH,0,T,35,30,1,1,4,0,0,1,0,0,0,0,4,0,0,6,1,1,,,,
20200821LGWO0,20200821,LG,WO,0,T,42,36,7,7,10,1,1,2,1,0,0,0,6,0,0,6,0,0,,,,
20200821LGWO0,20200821,WO,LG,0,B,36,33,3,3,6,0,0,1,1,0,0,0,2,0,1,6,0,0,,,,
20200821LTOB0,20200821,LT,OB,0,T,33,31,0,0,3,1,0,0,2,0,0,0,1,0,0,6,0,1,,,,
20200821LTOB0,20200821,OB,LT,0,B,36,31,1,1,5,0,0,0,0,0,1,0,3,2,0,8,0,2,,,,
20200821NCHT0,20200821,NC,HT,0,T,43,38,7,10,10,5,0,1,0,0,0,0,4,0,0,5,0,0,,,,
20200821NCHT0,20200821,HT,NC,0,B,38,34,4,4,9,0,0,2,1,1,1,0,2,0,1,10,0,1,,,,
20200821SSSK0,20200821,SK,SS,0,B,43,32,8,8,12,2,0,0,0,0,0,1,4,1,4,8,0,2,,,,
20200821SSSK0,20200821,SS,SK,0,T,47,37,6,6,11,1,1,2,0,0,0,1,8,0,0,2,1,0,,,,
20200822HHLG0,20200822,LG,HH,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200822HHLG0,20200822,HH,LG,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200822HTWO0,20200822,WO,HT,0,B,37,32,4,4,10,1,0,1,1,0,0,0,5,0,0,10,1,1,,,,
20200822HTWO0,20200822,HT,WO,0,T,37,34,3,3,7,0,0,0,2,0,0,0,3,0,0,6,0,1,,,,
20200822LTSS0,20200822,LT,SS,0,T,42,39,4,5,13,2,0,1,1,0,1,0,2,0,0,5,0,1,,,,
20200822LTSS0,20200822,SS,LT,0,B,38,35,3,3,10,1,0,0,1,0,0,1,2,0,0,5,1,1,,,,
20200822NCKT0,20200822,NC,KT,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200822NCKT0,20200822,KT,NC,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200822OBSK0,20200822,OB,SK,0,T,44,39,6,8,12,1,0,2,2,1,0,0,4,0,0,7,0,0,,,,
20200822OBSK0,20200822,SK,OB,0,B,41,36,1,1,9,2,0,1,0,0,0,0,5,0,1,9,0,1,,,,
20200823HHLG0,20200823,HH,LG,0,T,36,31,4,4,6,1,0,1,0,1,0,1,4,0,0,8,0,0,,,,
20200823HHLG0,20200823,LG,HH,0,B,37,30,3,3,6,1,0,0,0,0,0,0,5,1,1,6,0,1,,,,
20200823HTWO0,20200823,WO,HT,0,B,41,37,5,7,13,2,1,0,1,0,1,0,3,0,1,9,0,0,,,,
20200823HTWO0,20200823,HT,WO,0,T,41,36,8,8,11,0,0,3,0,0,0,1,2,0,0,9,0,0,,,,
20200823LTSS0,20200823,SS,LT,0,B,35,31,0,0,4,0,0,0,0,0,0,0,4,0,0,7,0,1,,,,
20200823LTSS0,20200823,LT,SS,0,T,43,37,10,11,10,2,0,3,1,1,0,0,6,0,0,7,0,0,,,,
20200823NCKT0,20200823,KT,NC,0,B,42,34,10,10,13,2,0,3,0,2,0,0,8,0,1,7,0,0,,,,
20200823NCKT0,20200823,NC,KT,0,T,40,35,1,1,9,2,0,0,0,0,0,0,4,0,0,6,0,0,,,,
20200823OBSK0,20200823,SK,OB,0,B,40,34,1,1,9,1,1,0,0,1,0,1,4,0,3,4,0,1,,,,
20200823OBSK0,20200823,OB,SK,0,T,45,35,8,8,9,0,0,3,3,0,1,0,7,0,0,7,0,0,,,,
20200824HHLG0,20200824,HH,LG,0,T,46,38,5,6,14,1,2,0,0,0,1,2,3,0,0,6,0,2,,,,
20200824HHLG0,20200824,LG,HH,0,B,37,32,3,3,5,1,0,0,1,0,0,0,4,0,1,7,0,1,,,,
20200824NCKT0,20200824,KT,NC,0,B,41,37,8,8,14,1,0,1,1,1,0,0,4,0,1,4,0,0,,,,
20200824NCKT0,20200824,NC,KT,0,T,37,34,1,1,8,0,0,0,1,0,0,0,2,0,0,9,0,0,,,,
20200825HHNC0,20200825,NC,HH,0,B,40,38,11,11,15,3,0,6,1,0,0,0,2,0,2,9,0,0,,,,
20200825HHNC0,20200825,HH,NC,0,T,43,37,3,3,11,1,1,0,0,0,0,0,4,0,0,7,0,0,,,,
20200825HTOB0,20200825,OB,HT,0,B,43,37,10,10,15,1,0,3,0,1,0,0,5,0,2,5,1,1,,,,
20200825HTOB0,20200825,HT,OB,0,T,45,34,8,8,9,2,0,1,2,0,0,0,9,0,0,2,1,0,,,,
20200825LGSS0,20200825,LG,SS,0,T,40,33,3,3,7,1,0,1,1,1,0,0,4,0,0,4,0,0,,,,
20200825LGSS0,20200825,SS,LG,0,B,31,31,4,4,7,1,0,2,0,0,0,0,0,0,3,8,0,1,,,,
20200825SKLT0,20200825,SK,LT,0,T,46,37,10,10,11,3,0,2,1,0,0,0,7,0,0,6,0,2,,,,
20200825SKLT0,20200825,LT,SK,0,B,43,38,8,8,11,1,0,1,0,0,0,1,4,0,2,3,0,1,,,,
20200825WOKT0,20200825,WO,KT,0,T,44,36,3,4,10,0,0,0,0,0,0,0,5,0,0,7,0,0,,,,
20200825WOKT0,20200825,KT,WO,0,B,33,32,1,1,5,2,0,0,0,0,0,0,1,1,1,6,0,2,,,,
20200826HHNC0,20200826,NC,HH,0,B,40,36,9,9,11,2,0,2,1,0,0,0,3,0,4,8,1,2,,,,
20200826HHNC0,20200826,HH,NC,0,T,39,34,5,5,7,1,0,1,0,0,0,0,2,0,0,6,1,2,,,,
20200826HTOB0,20200826,OB,HT,0,B,43,35,5,5,11,1,0,1,0,0,0,2,6,0,0,5,0,0,,,,
20200826HTOB0,20200826,HT,OB,0,T,46,41,7,7,15,1,0,1,0,0,0,0,4,0,0,8,0,0,,,,
20200826LGSS0,20200826,SS,LG,0,B,37,35,5,5,9,0,0,1,0,0,0,0,1,0,1,7,1,0,,,,
20200826LGSS0,20200826,LG,SS,0,T,39,36,8,8,10,1,0,4,0,0,0,0,3,0,0,6,0,1,,,,
20200826SKLT0,20200826,LT,SK,0,B,37,28,3,3,4,0,0,0,0,0,0,0,8,0,1,7,0,0,,,,
20200826SKLT0,20200826,SK,LT,0,T,31,29,1,1,4,0,0,1,1,0,0,0,2,0,0,4,1,0,,,,
20200826WOKT0,20200826,KT,WO,0,B,44,36,5,6,10,2,0,1,0,0,0,0,6,0,0,6,1,0,,,,
20200826WOKT0,20200826,WO,KT,0,T,40,36,5,5,8,0,1,2,1,0,1,0,3,0,0,6,1,0,,,,
20200827HTSK0,20200827,SK,HT,0,B,42,36,10,10,14,4,0,2,1,0,1,1,2,0,2,12,0,0,,,,
20200827HTSK0,20200827,HT,SK,0,T,37,33,3,4,8,2,0,0,0,1,1,0,2,0,0,6,0,0,,,,
20200827KTLG0,20200827,LG,KT,0,B,31,29,1,2,6,0,1,0,1,1,0,0,2,0,2,5,0,0,,,,
20200827KTLG0,20200827,KT,LG,0,T,35,29,0,0,2,1,0,0,0,0,0,0,4,0,0,7,0,1,,,,
20200827OBNC0,20200827,NC,OB,0,B,40,35,7,8,13,2,1,1,0,0,0,0,4,0,1,4,1,0,,,,
20200827OBNC0,20200827,OB,NC,0,T,39,37,2,2,13,6,0,0,0,1,0,0,2,0,0,9,1,1,,,,
20200827SSHH0,20200827,SS,HH,0,T,33,32,0,0,8,0,0,0,1,1,0,0,0,0,0,3,1,0,,,,
20200827SSHH0,20200827,HH,SS,0,B,38,33,7,7,11,1,1,0,0,0,1,0,4,0,1,6,1,1,,,,
20200827WOLT0,20200827,LT,WO,0,B,43,36,5,6,12,2,0,0,0,0,0,1,5,0,2,2,1,2,,,,
20200827WOLT0,20200827,WO,LT,0,T,45,40,11,11,15,5,0,3,2,0,1,0,3,0,0,5,1,0,,,,
20200828HTSK0,20200828,SK,HT,0,B,44,33,7,8,11,2,2,1,0,1,0,0,5,0,2,8,1,1,,,,
20200828HTSK0,20200828,HT,SK,0,T,45,39,11,11,13,0,0,4,0,0,2,0,3,0,0,10,0,0,,,,
20200828KTLG0,20200828,KT,LG,0,T,40,36,5,5,5,1,0,2,1,1,0,0,1,0,0,6,1,0,,,,
20200828KTLG0,20200828,LG,KT,0,B,47,40,5,6,12,3,0,0,0,0,0,0,1,1,1,13,0,0,,,,
20200828OBNC0,20200828,NC,OB,0,B,39,35,3,4,10,1,1,1,0,0,0,0,4,0,2,4,0,1,,,,
20200828OBNC0,20200828,OB,NC,0,T,52,46,11,11,18,1,0,4,0,0,0,0,4,0,0,4,0,0,,,,
20200828SSHH0,20200828,HH,SS,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200828SSHH0,20200828,SS,HH,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200828WOLT0,20200828,WO,LT,0,T,44,36,7,8,11,3,0,2,2,1,0,1,6,0,0,3,0,0,,,,
20200828WOLT0,20200828,LT,WO,0,B,40,37,4,4,12,2,0,2,2,0,0,0,2,1,1,7,1,1,,,,
20200829HHLT0,20200829,HH,LT,0,T,40,38,6,7,11,0,1,2,0,0,0,0,2,0,0,5,0,0,,,,
20200829HHLT0,20200829,LT,HH,0,B,40,33,9,9,11,3,0,4,1,0,0,1,4,0,0,13,0,1,,,,
20200829KTHT0,20200829,KT,HT,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200829KTHT0,20200829,HT,KT,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200829OBLG0,20200829,OB,LG,0,T,38,35,5,5,11,3,0,1,2,1,0,0,3,0,0,13,0,0,,,,
20200829OBLG0,20200829,LG,OB,0,B,38,37,5,5,10,2,0,2,0,0,0,0,1,0,0,3,0,0,,,,
20200829SKNC0,20200829,SK,NC,0,T,37,35,5,5,9,0,0,2,0,0,0,0,2,0,0,4,0,2,,,,
20200829SKNC0,20200829,NC,SK,0,B,39,35,8,9,14,3,0,2,1,3,0,0,2,1,1,5,0,0,,,,
20200829SSWO0,20200829,WO,SS,0,B,35,30,4,4,8,2,0,0,0,0,0,1,3,0,0,10,1,1,,,,
20200829SSWO0,20200829,SS,WO,0,T,40,37,5,5,10,2,0,0,1,0,0,0,2,0,0,3,0,0,,,,
20200830HHLT0,20200830,LT,HH,0,B,37,34,5,6,10,3,0,0,2,0,0,0,3,0,0,6,0,1,,,,
20200830HHLT0,20200830,HH,LT,0,T,35,33,2,2,6,1,0,0,1,0,0,0,2,0,0,6,0,1,,,,
20200830KTHT1,20200830,KT,HT,1,T,46,34,8,8,7,2,0,1,0,1,0,0,11,0,0,8,0,1,,,,
20200830KTHT1,20200830,HT,KT,1,B,40,33,5,5,10,1,0,0,0,0,0,1,3,0,1,7,1,2,,,,
20200830KTHT2,20200830,KT,HT,2,T,41,37,4,5,10,1,1,1,1,0,0,1,3,0,0,1,0,1,,,,
20200830KTHT2,20200830,HT,KT,2,B,38,34,7,7,10,2,0,1,1,0,0,0,4,0,0,10,0,1,,,,
20200830OBLG0,20200830,OB,LG,0,T,32,31,1,1,7,1,0,0,0,1,0,0,0,0,0,6,1,1,,,,
20200830OBLG0,20200830,LG,OB,0,B,37,30,4,4,8,2,0,1,2,0,1,0,5,1,1,5,0,0,,,,
20200830SKNC0,20200830,SK,NC,0,T,37,33,4,4,7,1,0,3,0,0,0,0,3,0,0,5,0,1,,,,
20200830SKNC0,20200830,NC,SK,0,B,38,28,6,7,7,2,1,0,0,0,1,1,6,1,1,7,0,0,,,,
20200830SSWO0,20200830,WO,SS,0,B,37,34,3,3,11,1,1,0,3,1,0,0,3,0,0,5,1,0,,,,
20200830SSWO0,20200830,SS,WO,0,T,37,34,2,2,10,0,0,0,2,0,1,1,1,0,0,4,0,1,,,,
20200901HHOB0,20200901,HH,OB,0,T,29,29,0,0,3,0,0,0,0,0,0,0,0,0,0,5,1,0,,,,
20200901HHOB0,20200901,OB,HH,0,B,36,33,4,4,10,2,0,0,1,0,0,1,2,0,0,9,1,0,,,,
20200901LGSK0,20200901,LG,SK,0,T,49,38,12,13,11,3,0,3,0,0,0,1,7,0,0,8,0,0,,,,
20200901LGSK0,20200901,SK,LG,0,B,42,35,5,5,10,0,0,0,1,0,0,1,5,2,1,10,1,1,,,,
20200901LTKT0,20200901,LT,KT,0,T,35,29,2,2,6,1,0,0,0,1,0,0,6,0,0,7,0,0,,,,
20200901LTKT0,20200901,KT,LT,0,B,41,37,10,11,14,2,0,2,2,0,0,0,3,0,0,3,1,0,,,,
20200901NCWO0,20200901,NC,WO,0,T,38,32,5,5,10,2,0,1,0,1,0,2,4,0,0,7,0,0,,,,
20200901NCWO0,20200901,WO,NC,0,B,35,33,2,2,6,2,0,0,0,0,0,0,2,0,0,10,0,1,,,,
20200901SSHT0,20200901,SS,HT,0,T,31,30,0,0,4,0,0,0,0,0,0,0,1,0,0,9,2,0,,,,
20200901SSHT0,20200901,HT,SS,0,B,40,31,6,6,9,2,0,1,0,1,0,0,9,0,0,5,0,1,,,,
20200902HHOB0,20200902,HH,OB,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200902HHOB0,20200902,OB,HH,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200902LGSK0,20200902,SK,LG,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200902LGSK0,20200902,LG,SK,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200902LTKT0,20200902,KT,LT,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200902LTKT0,20200902,LT,KT,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200902NCWO0,20200902,NC,WO,0,T,38,34,4,4,9,4,0,1,0,0,0,0,2,0,0,7,0,0,,,,
20200902NCWO0,20200902,WO,NC,0,B,41,31,6,6,7,2,0,0,1,0,0,0,7,0,5,5,0,0,,,,
20200902SSHT0,20200902,SS,HT,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200902SSHT0,20200902,HT,SS,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200903HTLT0,20200903,LT,HT,0,B,33,30,3,3,5,2,0,0,1,1,0,0,2,0,1,7,0,0,,,,
20200903HTLT0,20200903,HT,LT,0,T,38,36,4,4,10,1,0,2,0,0,1,0,1,0,0,6,0,0,,,,
20200903NCLG0,20200903,NC,LG,0,T,43,40,4,5,16,2,0,0,3,0,0,0,2,0,0,8,1,2,,,,
20200903NCLG0,20200903,LG,NC,0,B,35,32,6,6,9,1,0,1,0,1,1,0,2,0,1,11,1,2,,,,
20200903OBSS0,20200903,OB,SS,0,T,41,38,8,10,10,3,1,3,1,0,0,0,3,0,0,6,1,3,,,,
20200903OBSS0,20200903,SS,OB,0,B,41,35,11,11,16,5,1,1,1,1,1,1,4,0,0,4,2,2,,,,
20200903SKKT0,20200903,KT,SK,0,B,38,34,6,6,12,3,0,0,1,1,0,0,4,0,0,2,1,0,,,,
20200903SKKT0,20200903,SK,KT,0,T,37,32,2,2,8,1,0,0,1,0,0,0,5,0,0,6,0,0,,,,
20200903WOHH0,20200903,WO,HH,0,T,40,34,6,6,9,0,0,1,2,1,0,1,5,0,0,8,0,1,,,,
20200903WOHH0,20200903,HH,WO,0,B,44,38,3,5,11,2,0,1,0,1,0,0,4,0,2,8,0,0,,,,
20200904HTLT1,20200904,HT,LT,1,T,40,34,5,6,8,3,0,1,0,0,1,0,3,0,0,10,1,0,,,,
20200904HTLT1,20200904,LT,HT,1,B,36,29,3,3,5,0,0,0,0,0,0,1,5,0,2,7,1,1,,,,
20200904HTLT2,20200904,HT,LT,2,T,40,37,7,7,10,2,0,1,1,0,0,0,3,0,0,4,0,0,,,,
20200904HTLT2,20200904,LT,HT,2,B,38,34,7,9,14,0,0,2,1,0,0,1,2,0,1,11,3,0,,,,
20200904NCLG0,20200904,NC,LG,0,T,55,46,5,5,13,1,0,0,3,1,0,1,2,0,0,14,0,1,,,,
20200904NCLG0,20200904,LG,NC,0,B,57,46,5,5,13,1,1,0,2,0,2,0,6,1,3,15,0,1,,,,
20200904OBSS0,20200904,SS,OB,0,B,48,37,12,12,16,3,0,2,1,0,0,2,9,0,0,12,2,0,,,,
20200904OBSS0,20200904,OB,SS,0,T,38,32,4,5,8,1,0,0,0,0,0,1,5,0,0,3,1,1,,,,
20200904SKKT1,20200904,SK,KT,1,T,35,32,2,2,5,0,0,1,0,0,0,0,2,0,0,7,0,1,,,,
20200904SKKT1,20200904,KT,SK,1,B,38,35,9,10,13,3,0,3,2,2,0,0,3,0,1,6,0,0,,,,
20200904SKKT2,20200904,SK,KT,2,T,36,34,5,5,10,2,0,2,0,1,0,1,0,0,0,3,0,0,,,,
20200904SKKT2,20200904,KT,SK,2,B,43,33,7,7,9,2,0,2,0,0,0,1,9,0,0,6,0,0,,,,
20200904WOHH0,20200904,WO,HH,0,T,36,32,1,1,6,1,0,0,2,0,0,0,4,0,0,7,0,1,,,,
20200904WOHH0,20200904,HH,WO,0,B,40,30,7,7,10,1,0,0,0,1,2,0,7,0,0,8,0,0,,,,
20200905HTHH0,20200905,HT,HH,0,T,44,36,5,5,13,4,0,0,0,1,0,0,6,0,0,11,0,1,,,,
20200905HTHH0,20200905,HH,HT,0,B,37,33,4,4,8,2,0,1,0,0,0,1,3,0,0,5,1,0,,,,
20200905KTWO0,20200905,KT,WO,0,T,44,37,8,8,11,1,0,2,0,0,0,0,5,0,0,7,0,0,,,,
20200905KTWO0,20200905,WO,KT,0,B,32,32,1,1,5,1,0,0,0,0,0,0,0,0,1,8,0,1,,,,
20200905LGLT0,20200905,LT,LG,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200905LGLT0,20200905,LG,LT,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200905NCSS0,20200905,SS,NC,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200905NCSS0,20200905,NC,SS,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
20200905SKOB0,20200905,SK,OB,0,T,32,30,1,1,5,0,0,1,0,0,0,0,1,0,0,5,0,0,,,,
20200905SKOB0,20200905,OB,SK,0,B,38,29,5,5,6,1,0,0,0,1,0,0,9,0,1,7,0,0,,,,
20200906HTHH0,20200906,HT,HH,0,T,41,35,8,8,10,5,0,1,0,1,1,1,3,0,0,13,0,0,,,,
20200906HTHH0,20200906,HH,HT,0,B,36,36,4,4,10,1,0,2,0,0,0,0,0,0,1,9,0,1,,,,
20200906KTWO0,20200906,WO,KT,0,B,38,34,7,7,9,2,0,2,0,1,0,0,3,1,2,6,0,1,,,,
20200906KTWO0,20200906,KT,WO,0,T,45,38,7,8,12,2,0,0,0,0,0,1,3,0,0,10,1,0,,,,
20200906LGLT0,20200906,LG,LT,0,T,44,42,6,7,14,4,0,2,0,0,0,0,0,0,0,4,0,1,,,,
20200906LGLT0,20200906,LT,LG,0,B,33,29,1,1,3,1,0,0,0,0,0,0,4,1,0,8,0,1,,,,
