G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,P_ID,START_CK,RELIEF_CK,CG_CK,QUIT_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT,H1,CUM_HIT,CUM_AB,CUM_H1,CUM_H2,CUM_H3,CUM_HR,CUM_BB,CUM_HP,CUM_SF,CUM_CS,CUM_GD,CUM_SB,CUM_SH,CUM_IB,CUM_KK,CUM_PA,wBB,wHBP,w1B,w2B,w3B,wHR,AVG,SLG,IsoP,OBP,OPS,RC,XR,wOBA,BABIP
20190406HHLT0,20190406,HH,LT,0,T,67703,0,1,0,1, ,0,4,20,5,5,1,1,0,0,0,0,0,0,0,0,0,1,13,13,87,    L  W   L  W      L    W W      L L    W     W   L ,1,331,18.0,11.0,108.0,483,3,1884,417,2,8,3708417,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0015923566878980893,7873.733014861996,7873.731422505308,0,0,0,0,0,0
20190406HHLT0,20190406,LT,HH,0,B,69539,0,1,0,0, ,0,3,25,5,4,1,1,0,0,1,0,0,0,1,0,0,2,12,12,109,  S  W  L   SW   W       L     W  L   L   L     W W       L  ,9,332,19.0,18.0,119.0,503,4,1926,442,1,9,4314108,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0020768431983385254,8959.970404984424,8959.968328141225,0,0,0,0,0,0
20190406HHLT0,20190406,LT,HH,0,B,69550,1,0,0,0, ,0,15,98,24,21,7,1,0,1,2,0,0,1,2,0,0,9,12,13,118,   S  W  L   SW   W       L     W  L   L   L     W W       L  ,9,347,20.0,19.0,126.0,527,4,2024,463,1,11,4383658,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.001976284584980237,8663.601778656126,8663.599802371542,0,0,0,0,0,0
20190406HHLT0,20190406,HH,LT,0,T,73738,0,1,0,0, ,0,4,19,4,3,0,0,0,0,0,0,0,0,1,0,0,0,13,13,87,     L  W   L  W      L    W W      L L    W     W   L ,1,335,18.0,11.0,108.0,487,3,1903,420,2,8,3782155,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0015764582238570678,7950.114555964267,7950.112979506043,0,0,0,0,0,0
20190406HHLT0,20190406,HH,LT,0,T,73801,0,1,0,0,L,0,1,12,4,1,0,0,0,0,1,0,0,0,3,1,0,0,13,13,87,L     L  W   L  W      L    W W      L L    W     W   L ,1,336,18.0,11.0,108.0,491,3,1915,421,2,9,3855956,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.001566579634464752,8054.452219321149,8054.450652741514,0,0,0,0,0,0
20190406HHLT0,20190406,LT,HH,0,B,75321,0,1,0,1,S,0,3,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,13,118,S   S  W  L   SW   W       L     W  L   L   L     W W       L  ,9,350,20.0,19.0,126.0,530,4,2034,466,1,11,4458979,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0019665683382497543,8769.133235004916,8769.131268436578,0,0,0,0,0,0
20190406HHLT0,20190406,LT,HH,0,B,76225,0,1,0,0,W,0,3,11,4,4,1,1,0,0,0,0,0,0,0,0,0,0,13,13,118,WS   S  W  L   SW   W       L     W  L   L   L     W W       L  ,9,353,21.0,19.0,127.0,534,4,2045,470,1,11,4535204,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0019559902200488996,8871.06161369193,8871.059657701711,0,0,0,0,0,0
20190406LGKT0,20190406,LG,KT,0,T,60140,0,1,0,0, ,0,3,24,4,4,1,0,0,0,0,0,0,0,0,0,0,0,12,12,100,   W  L  W   L W      L S W   L L    S  W   W SW ,4,329,19.0,5.0,73.0,440,1,1676,382,1,7,3404076,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0005966587112171838,8124.528042959427,8124.527446300715,0,0,0,0,0,0
20190406LGKT0,20190406,LG,KT,0,T,61101,1,0,0,0,L,0,18,92,24,20,2,0,0,0,0,0,0,0,3,0,1,4,12,13,104,L   W  L  W   L W      L S W   L L    S  W   W SW ,4,347,19.0,5.0,75.0,464,1,1768,402,1,7,3465177,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0005656108597285068,7840.007352941177,7840.006787330317,0,0,0,0,0,0
20190406LGKT0,20190406,KT,LG,0,B,65058,0,1,0,0, ,1,4,32,7,6,3,0,0,1,0,0,0,0,1,0,0,0,12,12,80,  L   L  L  L      L W  WS  L L  L        L  L ,4,312,19.0,18.0,107.0,464,4,1809,403,2,8,3178507,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.002211166390270868,7028.446102819237,7028.443891652847,0,0,0,0,0,0
20190406LGKT0,20190406,KT,LG,0,B,65062,0,1,0,1,S,0,5,31,5,4,0,0,0,0,0,1,0,0,1,0,0,0,13,12,80,S  L   L  L  L      L W  WS  L L  L        L  L ,4,317,19.0,18.0,107.0,469,5,1840,407,2,8,3243569,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.002717391304347826,7051.473369565218,7051.470652173914,0,0,0,0,0,0
20190406LGKT0,20190406,LG,KT,0,T,67119,0,1,0,1, ,0,3,18,4,4,1,0,0,0,0,0,0,0,0,0,0,2,13,13,106, L   W  L  W   L W      L S W   L L    S  W   W SW ,4,350,19.0,5.0,76.0,468,1,1786,406,1,7,3532296,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0005599104143337066,7911.317469204927,7911.316909294513,0,0,0,0,0,0
20190406LGKT0,20190406,KT,LG,0,B,75258,1,0,0,0,W,0,18,101,25,20,4,1,0,0,0,0,0,0,4,0,1,1,13,13,81,WS  L   L  L  L      L W  WS  L L  L        L  L ,4,335,20.0,18.0,111.0,494,5,1941,427,2,8,3318827,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.002575991756826378,6839.651210716126,6839.648634724369,0,0,0,0,0,0
20190406NCOB0,20190406,NC,OB,0,T,60263,1,0,0,0, ,0,18,103,29,27,9,2,0,0,0,0,0,0,2,0,0,1,12,13,97,  S W   L  W      L S  W L  L  S  W  SW      W L     W  ,10,342,15.0,10.0,122.0,515,2,2025,444,1,8,3844510,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0009876543209876543,7594.325925925926,7594.324938271605,0,0,0,0,0,0
20190406NCOB0,20190406,OB,NC,0,B,62242,0,1,0,0, ,1,2,9,2,2,0,0,0,0,0,0,0,0,0,0,0,1,12,12,82, L   WS   WS W    W      SW  S W  L   W    W L     W S ,7,329,14.0,9.0,102.0,465,1,1769,411,1,4,3712645,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0005652911249293386,8395.141322781232,8395.140757490108,0,0,0,0,0,0
20190406NCOB0,20190406,NC,OB,0,T,64995,0,1,0,0, ,1,2,12,4,3,1,0,0,0,0,0,0,0,1,0,0,1,12,13,98,   S W   L  W      L S  W L  L  S  W  SW      W L     W  ,11,344,15.0,10.0,123.0,519,2,2037,447,1,8,3909505,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0009818360333824251,7677.217967599411,7677.216985763378,0,0,0,0,0,0
20190406NCOB0,20190406,OB,NC,0,B,67266,0,1,0,0,L,0,3,21,6,5,3,1,0,0,0,0,0,1,0,0,0,0,12,12,82,L L   WS   WS W    W      SW  S W  L   W    W L     W S ,7,332,15.0,9.0,105.0,471,1,1790,416,1,4,3779911,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0005586592178770949,8446.968715083798,8446.96815642458,0,0,0,0,0,0
20190406NCOB0,20190406,OB,NC,0,B,68240,1,0,0,0, ,0,19,111,27,23,5,4,0,0,0,0,0,0,2,0,2,5,12,13,87, L L   WS   WS W    W      SW  S W  L   W    W L     W S ,7,351,19.0,9.0,110.0,498,1,1901,439,1,4,3848151,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0005260389268805891,8097.347185691741,8097.346659652814,0,0,0,0,0,0
20190406NCOB0,20190406,OB,NC,0,B,73248,0,1,0,1, ,0,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,13,87,  L L   WS   WS W    W      SW  S W  L   W    W L     W S ,7,354,19.0,9.0,110.0,501,1,1907,442,1,4,3921399,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0005243838489774515,8225.512323020452,8225.511798636602,0,0,0,0,0,0
20190406NCOB0,20190406,OB,NC,0,B,74513,0,1,0,0, ,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13,13,87,   L L   WS   WS W    W      SW  S W  L   W    W L     W S ,7,354,19.0,9.0,111.0,502,1,1913,443,1,4,3995912,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0005227391531625719,8355.51751176163,8355.516989022477,0,0,0,0,0,0
20190406NCOB0,20190406,NC,OB,0,T,76118,0,1,0,1,S,0,4,29,5,5,1,1,0,0,0,0,0,0,0,0,0,2,13,13,100,S   S W   L  W      L S  W L  L  S  W  SW      W L     W  ,11,348,16.0,10.0,124.0,524,2,2066,452,1,8,3985623,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.000968054211035818,7716.829622458858,7716.828654404647,0,0,0,0,0,0
20190406NCOB0,20190406,NC,OB,0,T,79358,0,1,0,0,W,0,3,19,5,3,0,0,0,0,0,0,0,0,1,0,1,1,13,13,101,WS   S W   L  W      L S  W L  L  S  W  SW      W L     W  ,11,351,16.0,10.0,124.0,529,2,2085,455,1,8,4064981,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0009592326139088729,7798.755395683454,7798.754436450839,0,0,0,0,0,0
20190406SSSK0,20190406,SK,SS,0,B,61895,0,1,0,0, ,0,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,1,12,12,109, SW     W   L       LS  W    L   W  SW  W      L SW   S W ,8,336,16.0,6.0,95.0,480,4,1915,421,0,12,4019104,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0020887728459530026,8395.233942558747,8395.231853785901,0,0,0,0,0,0
20190406SSSK0,20190406,SK,SS,0,B,65343,0,1,0,1,W,0,3,16,4,4,0,0,0,0,1,0,0,0,0,0,0,1,13,12,110,W SW     W   L       LS  W    L   W  SW  W      L SW   S W ,8,339,16.0,6.0,95.0,484,4,1931,425,0,13,4084447,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0020714655618850335,8461.03158984982,8461.029518384257,0,0,0,0,0,0
20190406SSSK0,20190406,SS,SK,0,T,69435,1,0,0,0, ,0,21,99,23,23,2,0,0,0,0,0,0,0,0,0,0,10,12,13,102,  L    W S W   L  L    L L        W   W  L  W  S  L    ,7,336,19.0,11.0,104.0,489,3,1970,434,2,7,3825021,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0015228426395939086,7766.773096446701,7766.771573604061,0,0,0,0,0,0
20190406SSSK0,20190406,SK,SS,0,B,69861,1,0,0,0, ,0,21,94,24,23,3,2,0,0,0,0,0,1,0,0,0,6,13,13,116, W SW     W   L       LS  W    L   W  SW  W      L SW   S W ,8,360,18.0,6.0,98.0,508,4,2025,448,0,13,4154308,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0019753086419753087,8206.280987654322,8206.27901234568,0,0,0,0,0,0
20190406SSSK0,20190406,SS,SK,0,T,73117,0,1,0,1,L,0,3,18,7,6,4,0,0,0,0,0,0,1,0,0,0,0,13,13,102,L  L    W S W   L  L    L L        W   W  L  W  S  L    ,7,339,19.0,11.0,108.0,496,3,1988,440,2,7,3898138,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0015090543259557343,7843.569919517103,7843.568410462777,0,0,0,0,0,0
20190406SSSK0,20190406,SS,SK,0,T,77927,0,1,0,0, ,0,1,15,4,2,2,0,0,0,0,0,1,0,1,0,0,0,13,13,102, L  L    W S W   L  L    L L        W   W  L  W  S  L    ,7,340,19.0,11.0,110.0,500,3,2003,442,2,7,3976065,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0014977533699450823,7940.452820768846,7940.451323015476,0,0,0,0,0,0
20190406WOHT0,20190406,HT,WO,0,B,60634,0,1,0,1, ,0,3,16,4,3,0,0,0,0,0,0,0,0,0,0,1,0,13,12,96,    WL   L   W  S W  SL   L   W SW      LL   L     ,4,315,30.0,14.0,118.0,476,3,1849,416,0,10,3399586,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0016224986479177934,7354.672796106003,7354.671173607356,0,0,0,0,0,0
20190406WOHT0,20190406,WO,HT,0,T,61456,0,1,0,0, ,0,6,24,7,7,1,0,0,1,0,0,0,0,0,0,0,2,12,12,87, L    WS  L  W    L     SW  L  SW    L L   L     WS ,5,319,23.0,9.0,114.0,464,2,1744,412,3,12,3543596,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0011467889908256881,8127.774082568807,8127.772935779816,0,0,0,0,0,0
20190406WOHT0,20190406,WO,HT,0,T,63348,0,1,0,1, ,0,6,22,6,6,0,0,0,0,0,0,0,0,0,0,0,2,13,12,89,  L    WS  L  W    L     SW  L  SW    L L   L     WS ,5,325,23.0,9.0,114.0,470,2,1766,418,3,12,3606944,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0011325028312570782,8170.00906002265,8170.0079275198195,0,0,0,0,0,0
20190406WOHT0,20190406,WO,HT,0,T,65320,1,0,0,0,W,0,15,93,25,21,7,0,0,0,1,0,0,1,3,0,0,4,13,13,93,W  L    WS  L  W    L     SW  L  SW    L L   L     WS ,5,340,23.0,9.0,121.0,495,2,1859,439,3,13,3672264,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0010758472296933835,7901.850457235073,7901.849381387843,0,0,0,0,0,0
20190406WOHT0,20190406,HT,WO,0,B,65616,0,1,0,0,L,0,1,25,5,3,2,0,0,0,0,0,0,0,2,0,0,0,13,12,96,L    WL   L   W  S W  SL   L   W SW      LL   L     ,4,316,30.0,14.0,120.0,481,3,1874,419,0,10,3465202,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0016008537886872999,7396.615261472785,7396.613660618997,0,0,0,0,0,0
20190406WOHT0,20190406,HT,WO,0,B,65618,1,0,0,0, ,0,11,83,21,15,5,3,0,0,1,0,0,1,5,1,0,3,13,13,99, L    WL   L   W  S W  SL   L   W SW      LL   L     ,4,327,33.0,14.0,125.0,502,3,1957,434,0,11,3530820,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0015329586101175269,7217.039856923863,7217.038323965253,0,0,0,0,0,0
20190406WOHT0,20190406,HT,WO,0,B,65643,0,1,0,0, ,0,12,51,18,16,4,1,0,0,0,0,0,1,1,0,0,3,13,13,102,  L    WL   L   W  S W  SL   L   W SW      LL   L     ,4,339,34.0,14.0,129.0,520,3,2008,450,0,11,3596463,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.00149402390438247,7164.5094621513945,7164.50796812749,0,0,0,0,0,0
20190406WOHT0,20190406,HT,WO,0,B,65665,0,1,0,0, ,0,0,25,6,3,3,0,0,0,0,0,0,0,3,0,0,0,13,13,102,   L    WL   L   W  S W  SL   L   W SW      LL   L     ,4,339,34.0,14.0,132.0,526,3,2033,453,0,11,3662128,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0014756517461878996,7205.606492867683,7205.605017215938,0,0,0,0,0,0
20190407HHLT0,20190407,LT,HH,0,B,72862,0,1,0,0, ,0,2,49,13,12,9,3,0,1,0,0,0,0,1,0,0,1,13,13,119, WS   S  W  L   SW   W       L     W  L   L   L     W W       L  ,9,355,24.0,20.0,136.0,547,4,2094,482,1,11,4608066,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0019102196752626551,8802.66523400191,8802.663323782235,0,0,0,0,0,0
20190407HHLT0,20190407,LT,HH,0,B,76225,0,1,0,1, ,0,10,46,14,14,5,0,0,0,0,0,0,0,0,0,0,4,14,13,123,  WS   S  W  L   SW   W       L     W  L   L   L     W W       L  ,9,365,24.0,20.0,141.0,561,4,2140,496,1,11,4684291,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.001869158878504673,8755.932242990653,8755.930373831774,0,0,0,0,0,0
20190407HHLT0,20190407,LT,HH,0,B,77318,1,0,0,0,L,0,6,42,12,10,5,0,0,1,0,0,0,0,2,0,0,2,14,14,125,L  WS   S  W  L   SW   W       L     W  L   L   L     W W       L  ,9,371,24.0,21.0,146.0,573,4,2182,506,1,11,4761609,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0018331805682859762,8729.137030247479,8729.135197066911,0,0,0,0,0,0
20190407HHLT0,20190407,HH,LT,0,T,79764,1,0,1,1,W,0,18,87,23,23,5,0,0,1,1,0,0,0,0,0,0,8,14,14,95,WL     L  W   L  W      L    W W      L L    W     W   L ,1,354,18.0,12.0,113.0,514,3,2002,444,2,10,3935720,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0014985014985014985,7863.815184815185,7863.813686313686,0,0,0,0,0,0
20190407LGKT0,20190407,LG,KT,0,T,61145,0,1,0,0, ,0,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,13,106,  L   W  L  W   L W      L S W   L L    S  W   W SW ,4,352,19.0,5.0,76.0,470,1,1792,408,1,7,3593441,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0005580357142857143,8021.314174107143,8021.313616071428,0,0,0,0,0,0
20190407LGKT0,20190407,LG,KT,0,T,63145,1,0,0,0,L,0,14,65,20,19,5,0,0,1,1,0,0,0,1,0,0,2,13,14,108,L  L   W  L  W   L W      L S W   L L    S  W   W SW ,4,366,19.0,6.0,81.0,490,1,1857,427,1,8,3656586,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0005385029617662897,7876.573505654281,7876.572967151319,0,0,0,0,0,0
20190407LGKT0,20190407,KT,LG,0,B,65058,0,1,0,0, ,1,3,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,13,81, WS  L   L  L  L      L W  WS  L L  L        L  L ,5,338,20.0,18.0,111.0,497,5,1951,430,2,8,3383885,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0025627883136852894,6937.979497693491,6937.976934905178,0,0,0,0,0,0
20190407LGKT0,20190407,KT,LG,0,B,65060,0,1,0,0, ,1,3,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,13,81,  WS  L   L  L  L      L W  WS  L L  L        L  L ,6,341,20.0,18.0,111.0,500,5,1965,433,2,8,3448945,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.002544529262086514,7020.987786259542,7020.98524173028,0,0,0,0,0,0
20190407LGKT0,20190407,KT,LG,0,B,65062,0,1,0,1,S,0,3,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,14,13,81,S  WS  L   L  L  L      L W  WS  L L  L        L  L ,6,344,20.0,18.0,111.0,503,5,1980,436,2,8,3514007,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0025252525252525255,7099.238383838384,7099.235858585858,0,0,0,0,0,0
20190407LGKT0,20190407,KT,LG,0,B,67008,1,0,0,0, ,0,12,69,18,16,4,0,0,2,0,0,0,0,2,0,0,3,14,14,84, S  WS  L   L  L  L      L W  WS  L L  L        L  L ,6,356,20.0,20.0,115.0,521,5,2049,452,2,8,3581015,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.002440214738897023,6990.990727183992,6990.988286969253,0,0,0,0,0,0
20190407LGKT0,20190407,KT,LG,0,B,69041,0,1,0,0,W,0,6,23,9,5,1,0,0,0,0,0,1,0,3,1,0,0,14,14,84,W S  WS  L   L  L  L      L W  WS  L L  L        L  L ,6,362,20.0,20.0,116.0,530,5,2072,457,2,8,3650056,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.002413127413127413,7046.674227799228,7046.671814671815,0,0,0,0,0,0
20190407LGKT0,20190407,LG,KT,0,T,69159,0,1,0,0, ,0,4,21,7,6,2,1,0,0,0,0,0,0,1,0,0,1,13,14,109, L  L   W  L  W   L W      L S W   L L    S  W   W SW ,4,370,20.0,6.0,83.0,497,1,1878,433,1,8,3725745,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0005324813631522897,7935.803514376997,7935.802981895634,0,0,0,0,0,0
20190407LGKT0,20190407,LG,KT,0,T,76650,0,1,0,0, ,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,14,109,  L  L   W  L  W   L W      L S W   L L    S  W   W SW ,4,371,20.0,6.0,83.0,498,1,1882,434,1,8,3802395,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0005313496280552603,8081.849096705632,8081.848565356005,0,0,0,0,0,0
20190407LGKT0,20190407,LG,KT,0,T,78148,0,1,0,1, ,0,3,19,4,4,1,0,0,0,1,0,0,0,0,0,0,2,14,14,111,   L  L   W  L  W   L W      L S W   L L    S  W   W SW ,4,374,20.0,6.0,84.0,502,1,1901,438,1,9,3880543,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0005260389268805891,8165.512361914782,8165.511835875855,0,0,0,0,0,0
20190407NCOB0,20190407,OB,NC,0,B,62242,0,1,0,0, ,0,4,24,6,6,2,1,0,0,0,0,0,0,0,0,0,1,13,13,88,    L L   WS   WS W    W      SW  S W  L   W    W L     W S ,7,358,20.0,9.0,113.0,508,1,1937,449,1,4,4058154,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0005162622612287042,8380.526071244192,8380.52555498193,0,0,0,0,0,0
20190407NCOB0,20190407,OB,NC,0,B,62951,0,1,0,0, ,0,5,22,6,6,2,0,0,0,0,0,0,0,0,0,0,0,13,13,88,     L L   WS   WS W    W      SW  S W  L   W    W L     W S ,7,363,20.0,9.0,115.0,514,1,1959,455,1,4,4121105,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0005104645227156713,8414.95099540582,8414.950484941297,0,0,0,0,0,0
20190407NCOB0,20190407,NC,OB,0,T,64995,0,1,0,0, ,1,5,33,8,8,3,0,0,1,0,0,0,0,0,0,0,3,13,13,104, WS   S W   L  W      L S  W L  L  S  W  SW      W L     W  ,12,356,16.0,11.0,127.0,537,2,2118,463,1,8,4129976,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0009442870632672333,7799.996694995279,7799.995750708215,0,0,0,0,0,0
20190407NCOB0,20190407,NC,OB,0,T,68900,1,0,0,0,W,0,15,89,20,17,4,1,1,0,0,1,0,0,3,0,0,2,13,14,106,W WS   S W   L  W      L S  W L  L  S  W  SW      W L     W  ,12,371,17.0,11.0,131.0,557,3,2207,480,2,8,4198876,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.001359311282283643,7610.336202990485,7610.334843679202,0,0,0,0,0,0
20190407NCOB0,20190407,OB,NC,0,B,73248,0,1,0,1, ,0,3,34,6,3,1,0,0,0,0,0,1,0,2,0,0,1,14,13,89,      L L   WS   WS W    W      SW  S W  L   W    W L     W S ,7,366,20.0,9.0,116.0,520,1,1993,458,1,4,4194353,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0005017561465127947,8418.406422478676,8418.40592072253,0,0,0,0,0,0
20190407NCOB0,20190407,NC,OB,0,T,75867,0,1,0,0, ,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,14,106, W WS   S W   L  W      L S  W L  L  S  W  SW      W L     W  ,13,372,17.0,11.0,131.0,558,3,2213,481,2,8,4274743,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0013556258472661546,7726.832806145504,7726.831450519657,0,0,0,0,0,0
20190407NCOB0,20190407,NC,OB,0,T,76118,0,1,0,1,S,0,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,1,14,14,107,S W WS   S W   L  W      L S  W L  L  S  W  SW      W L     W  ,13,375,17.0,11.0,131.0,561,3,2226,484,2,8,4350861,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0013477088948787063,7818.4887690925425,7818.487421383647,0,0,0,0,0,0
20190407NCOB0,20190407,OB,NC,0,B,79229,1,0,0,0,L,0,15,81,23,21,7,2,0,0,0,1,0,1,1,0,0,3,14,14,92,L      L L   WS   WS W    W      SW  S W  L   W    W L     W S ,7,381,22.0,9.0,123.0,543,2,2074,479,1,4,4273582,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0009643201542912247,8242.440212150434,8242.43924783028,0,0,0,0,0,0
20190407NCOB0,20190407,NC,OB,0,T,79358,0,1,0,0, ,1,3,14,5,4,1,0,0,0,0,0,0,0,1,0,0,1,14,14,108, S W WS   S W   L  W      L S  W L  L  S  W  SW      W L     W  ,14,378,17.0,11.0,132.0,566,3,2240,488,2,8,4430219,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.0013392857142857143,7911.335714285714,7911.334374999999,0,0,0,0,0,0
20190407SSSK0,20190407,SS,SK,0,T,60146,0,1,0,0, ,0,3,14,4,4,1,0,0,1,0,0,0,0,0,0,0,1,13,13,103,  L  L    W S W   L  L    L L        W   W  L  W  S  L    ,7,343,19.0,12.0,111.0,504,3,2017,446,2,7,4036211,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.001487357461576599,8004.618244918195,8004.616757560733,0,0,0,0,0,0
20190407SSSK0,20190407,SK,SS,0,B,60841,1,0,0,0, ,0,12,91,21,17,6,2,0,0,1,0,1,0,3,0,0,2,13,14,118,  W SW     W   L       LS  W    L   W  SW  W      L SW   S W ,8,372,20.0,6.0,104.0,529,4,2116,465,0,14,4215149,0,0,0,0,0,0,0,0,0,0,0.721,0.752,0.945,1.317,1.653,2.074,0.001890359168241966,7968.385160680529,7968.383270321361,0,0,0,0,0,0
