,G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,P_ID,START_CK,RELIEF_CK,CG_CK,QUIT_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT,CUM_ER,CUM_INN2,CUM_KK,CUM_BB,CUM_HIT,CUM_HR,CUM_AB,CUM_SF,ERA,K/9,BB/9,K/BB,WHIP,BABIP
1748,20160521SSNC0,20160521,SS,NC,0,T,79791,0,1,0,0, ,0,1,15,6,3,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,3,3,6.0,0.0,0.0,3,1,0,1,2,0,3,0,81.0,0.0,27.0,0.0,9.0,0.6666666666666666
1749,20160521WOLG0,20160521,LG,WO,0,B,60146,0,1,0,1, ,0,5,25,7,5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.0,1.2,1.5,0,5,0,1,1,0,5,0,0.0,0.0,5.3999999999999995,0.0,1.2,0.2
1750,20160521WOLG0,20160521,LG,WO,0,B,61329,0,1,0,0, ,0,2,9,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.5,1.5,1,2,0,0,1,0,3,0,13.5,0.0,0.0,0.0,1.5,0.3333333333333333
1751,20160521WOLG0,20160521,WO,LG,0,T,64350,0,1,0,0,W,0,9,53,14,10,3,0,0,0,0,1,0,0,3,0,1,2,0,0,0,0,1,1,1.0,2.0,1.2,1,9,2,3,3,0,10,0,3.0,6.0,9.0,0.6666666666666666,2.0,0.375
1752,20160521WOLG0,20160521,WO,LG,0,T,65343,0,1,0,0, ,1,1,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,3.0,0,1,0,0,1,0,2,0,0.0,0.0,0.0,0.0,3.0,0.5
1753,20160521WOLG0,20160521,LG,WO,0,B,70839,0,1,0,0, ,0,2,28,6,5,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,6.0,0.0,0,2,0,1,3,0,5,0,0.0,0.0,13.5,0.0,6.0,0.6
1754,20160521WOLG0,20160521,LG,WO,0,B,73117,1,0,0,0,L,0,11,69,19,16,7,0,0,2,2,1,1,0,2,0,0,3,0,0,0,0,5,5,4.5,3.0,3.0,5,11,3,2,7,2,16,0,12.272727272727273,7.363636363636364,4.909090909090909,1.5,2.4545454545454546,0.45454545454545453
1755,20160521WOLG0,20160521,WO,LG,0,T,75750,1,0,0,0, ,0,10,69,20,17,7,1,0,0,1,0,0,0,3,0,0,1,0,0,0,0,4,1,1.8,2.1,6.0,1,10,1,3,7,0,17,0,2.6999999999999997,2.6999999999999997,8.1,0.3333333333333333,3.0,0.4375
1756,20160521WOLG0,20160521,WO,LG,0,T,76350,0,1,0,1,S,0,3,17,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0,3,1,0,1,0,4,0,0.0,9.0,0.0,0.0,1.0,0.3333333333333333
1757,20160521WOLG0,20160521,WO,LG,0,T,76430,0,1,0,0, ,1,4,16,5,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.75,0.0,0,4,0,1,0,0,3,1,0.0,0.0,6.75,0.0,0.75,0.0
1758,20160521WOLG0,20160521,LG,WO,0,B,76650,0,1,0,0, ,0,2,20,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,1.5,0,2,0,1,1,0,3,0,0.0,0.0,13.5,0.0,3.0,0.3333333333333333
1759,20160521WOLG0,20160521,LG,WO,0,B,79140,0,1,0,0, ,0,5,27,6,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.6,0.0,0,5,1,1,0,0,5,0,0.0,5.3999999999999995,5.3999999999999995,1.0,0.6,0.0
1760,20160522KTHH0,20160522,HH,KT,0,B,60764,0,1,0,0, ,0,7,34,9,8,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1.5,0.0,0.0,0,7,1,1,1,0,8,0,0.0,3.8571428571428568,3.8571428571428568,1.0,0.8571428571428571,0.14285714285714285
1761,20160522KTHH0,20160522,HH,KT,0,B,60768,1,0,0,0,L,0,3,33,9,9,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0,5.0,6.0,6,3,0,0,6,3,9,0,54.0,0.0,0.0,0.0,6.0,0.5
1762,20160522KTHH0,20160522,KT,HH,0,T,65067,0,1,0,0, ,1,7,28,8,8,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,1.5,0,7,3,0,1,0,8,0,0.0,11.571428571428571,0.0,0.0,0.42857142857142855,0.2
1763,20160522KTHH0,20160522,HH,KT,0,B,65769,0,1,0,1, ,0,4,31,9,8,4,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,4,3.0,0.0,6.0,4,4,1,1,4,0,8,0,27.0,6.75,6.75,1.0,3.75,0.5714285714285714
1764,20160522KTHH0,20160522,KT,HH,0,T,67845,1,0,0,0,W,0,17,85,29,28,9,2,0,3,1,0,0,0,1,0,0,2,1,0,0,0,7,4,1.5,0.0,1.5,4,17,2,1,9,3,28,0,6.352941176470588,3.176470588235294,1.588235294117647,2.0,1.7647058823529411,0.2608695652173913
1765,20160522KTHH0,20160522,HH,KT,0,B,74167,0,1,0,0, ,0,8,58,14,13,6,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,4,4,0.0,0.0,4.0,4,8,0,1,6,2,13,0,13.5,0.0,3.375,0.0,2.625,0.36363636363636365
1766,20160522KTHH0,20160522,HH,KT,0,B,74731,0,1,0,0, ,0,1,11,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,2,1,0,1,1,0,1,0,54.0,0.0,27.0,0.0,6.0,1.0
1767,20160522KTHH0,20160522,HH,KT,0,B,99314,0,1,0,0, ,0,3,23,4,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3.0,0.0,0.0,0,3,2,1,0,0,3,0,0.0,18.0,9.0,2.0,1.0,0.0
1768,20160522KTHH0,20160522,KT,HH,0,T,99563,0,1,0,1, ,0,3,18,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,1,0,4,0,0.0,0.0,0.0,0.0,1.0,0.25
1769,20160522KTHH0,20160522,HH,KT,0,B,99737,0,1,0,0, ,0,1,17,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12.0,0.0,0.0,2,1,0,0,4,0,5,0,54.0,0.0,0.0,0.0,12.0,0.8
1770,20160522OBLT0,20160522,OB,LT,0,T,61214,0,1,0,0, ,0,3,25,5,4,1,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1.5,0.0,3.0,0,3,2,1,1,0,4,0,0.0,18.0,9.0,2.0,2.0,0.5
1771,20160522OBLT0,20160522,OB,LT,0,T,61240,1,0,0,0,L,0,11,93,22,17,6,1,0,2,3,0,0,0,4,0,1,6,0,0,0,0,7,7,2.5714285709999998,2.1,3.0,7,11,6,4,6,2,17,0,17.181818181818183,14.727272727272728,9.818181818181818,1.5,2.7272727272727275,0.4444444444444444
1772,20160522OBLT0,20160522,OB,LT,0,T,61295,0,1,0,1, ,0,3,21,5,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0.0,3.0,1,3,1,0,2,1,5,0,9.0,9.0,0.0,0.0,2.0,0.3333333333333333
1773,20160522OBLT0,20160522,LT,OB,0,B,62655,0,1,0,0, ,0,3,19,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,3,1,0,0,0,3,0,0.0,9.0,0.0,0.0,0.0,0.0
1774,20160522OBLT0,20160522,LT,OB,0,B,63512,1,0,0,0,W,0,15,80,21,16,2,2,0,0,0,0,1,0,3,0,1,2,0,0,0,0,0,0,1.0,1.25,1.5,0,15,2,3,2,0,16,0,0.0,3.6,5.4,0.6666666666666666,1.0,0.14285714285714285
1775,20160522OBLT0,20160522,OB,LT,0,T,64204,0,1,0,0, ,0,4,30,8,8,5,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,2,1.5,0.0,1.5,2,4,1,0,5,0,8,0,13.5,6.75,0.0,0.0,3.75,0.7142857142857143
1776,20160522OBLT0,20160522,LT,OB,0,B,64596,0,1,0,0, ,0,3,22,5,5,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1.0,0.0,1.5,1,3,2,0,2,0,5,0,9.0,18.0,0.0,0.0,2.0,0.6666666666666666
1777,20160522OBLT0,20160522,LT,OB,0,B,72551,0,1,0,0, ,0,3,20,5,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,2,3,0,0,2,1,5,0,18.0,0.0,0.0,0.0,2.0,0.25
1778,20160522OBLT0,20160522,LT,OB,0,B,72862,0,1,0,0, ,0,1,20,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1,1,0,0,3,0,4,0,27.0,0.0,0.0,0.0,9.0,0.75
1779,20160522OBLT0,20160522,LT,OB,0,B,75321,0,1,0,1, ,0,2,10,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,2,1,0,0,0,2,0,0.0,13.5,0.0,0.0,0.0,0.0
1780,20160522OBLT0,20160522,OB,LT,0,T,79293,0,1,0,0, ,0,3,11,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,1,0,4,0,0.0,0.0,0.0,0.0,1.0,0.25
1781,20160522SKHT0,20160522,SK,HT,0,T,60845,0,1,0,1, ,0,3,21,4,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,3,1,0,1,0,4,0,0.0,9.0,0.0,0.0,1.0,0.3333333333333333
1782,20160522SKHT0,20160522,SK,HT,0,T,63810,1,0,0,0,L,0,16,101,24,20,5,2,0,0,3,0,2,0,2,0,0,1,0,0,0,0,5,2,0.5,1.3125,3.0,2,16,1,2,5,0,20,0,3.375,1.6875,3.375,0.5,1.3125,0.2631578947368421
1783,20160522SKHT0,20160522,HT,SK,0,B,66628,1,0,0,0,W,0,21,109,30,26,7,1,0,1,0,0,1,1,2,0,0,8,1,0,0,0,3,1,0.0,1.166666667,0.75,1,21,8,2,7,1,26,1,1.2857142857142858,10.285714285714286,2.5714285714285716,4.0,1.2857142857142858,0.3333333333333333
1784,20160522SKHT0,20160522,HT,SK,0,B,70142,0,1,0,1,S,0,3,17,4,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,3,2,0,1,0,4,0,0.0,18.0,0.0,0.0,1.0,0.5
1785,20160522SKHT0,20160522,SK,HT,0,T,73248,0,1,0,0, ,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1786,20160522SKHT0,20160522,SK,HT,0,T,75340,0,1,0,0, ,0,4,24,7,7,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,1,0.0,0.0,3.0,1,4,1,0,4,0,7,0,6.75,6.75,0.0,0.0,3.0,0.6666666666666666
1787,20160522SKHT0,20160522,HT,SK,0,B,75668,0,1,0,0, ,0,2,13,3,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0.0,0.0,1,2,1,0,1,1,3,0,13.5,13.5,0.0,0.0,1.5,0.0
1788,20160522SKHT0,20160522,HT,SK,0,B,97336,0,1,0,0, ,0,1,11,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,1,0,1,0,2,0,0.0,27.0,0.0,0.0,3.0,1.0
1789,20160522SSNC0,20160522,SS,NC,0,T,61411,0,1,0,1, ,0,6,36,8,8,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2.0,0.75,0.0,0,6,3,0,3,0,8,0,0.0,13.5,0.0,0.0,1.5,0.6
1790,20160522SSNC0,20160522,NC,SS,0,B,62966,0,1,0,0,W,0,3,18,5,5,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,2.0,0.0,0,3,2,0,2,0,5,0,0.0,18.0,0.0,0.0,2.0,0.6666666666666666
1791,20160522SSNC0,20160522,NC,SS,0,B,63959,0,1,0,0, ,1,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
1792,20160522SSNC0,20160522,NC,SS,0,B,65931,1,0,0,0, ,0,15,99,23,19,4,0,0,2,1,0,0,0,4,0,0,5,0,0,0,0,4,4,1.0,1.8,2.4,4,15,5,4,4,2,19,0,7.2,9.0,7.2,1.25,1.6,0.16666666666666666
1793,20160522SSNC0,20160522,NC,SS,0,B,65933,0,1,0,0, ,0,0,8,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,0.0,0.0,1,0,0,0,2,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0
1794,20160522SSNC0,20160522,NC,SS,0,B,66928,0,1,0,0, ,1,1,9,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,2,1,0,0,2,2,3,0,54.0,0.0,0.0,0.0,6.0,0.0
1795,20160522SSNC0,20160522,SS,NC,0,T,74630,0,1,0,0, ,0,0,14,3,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,3,0,0,1,2,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0
1796,20160522SSNC0,20160522,SS,NC,0,T,76355,1,0,0,0,L,0,17,97,26,25,8,1,0,2,0,0,0,0,1,0,0,2,0,0,0,0,6,6,3.0,1.5,2.4,6,17,2,1,8,2,25,0,9.529411764705882,3.176470588235294,1.588235294117647,2.0,1.588235294117647,0.2857142857142857
1797,20160522SSNC0,20160522,SS,NC,0,T,77927,0,1,0,0, ,0,1,6,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,0.0,0,1,1,0,1,0,2,0,0.0,27.0,0.0,0.0,3.0,1.0
1798,20160522SSNC0,20160522,NC,SS,0,B,78352,0,1,0,1,S,0,6,40,8,7,1,0,0,1,1,0,0,0,1,0,0,3,0,0,0,0,1,1,0.0,1.0,1.5,1,6,3,1,1,1,7,0,4.5,13.5,4.5,3.0,1.0,0.0
1799,20160522WOLG0,20160522,LG,WO,0,B,61329,0,1,0,0, ,1,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
1800,20160522WOLG0,20160522,LG,WO,0,B,61891,0,1,0,1,S,0,4,29,7,6,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,3.0,2.25,0.0,1,4,1,1,2,0,6,0,6.75,6.75,6.75,1.0,2.25,0.4
1801,20160522WOLG0,20160522,LG,WO,0,B,62698,1,0,0,0,W,0,21,96,28,27,8,2,0,1,0,1,0,1,0,0,0,5,0,0,0,0,3,3,0.75,1.142857143,0.857142857,3,21,5,0,8,1,27,1,3.857142857142857,6.428571428571429,0.0,0.0,1.1428571428571428,0.3181818181818182
1802,20160522WOLG0,20160522,WO,LG,0,T,62937,1,0,0,0, ,0,17,96,22,21,5,1,0,0,0,1,0,0,1,0,0,5,0,0,0,0,3,3,3.0,1.058823529,1.0,3,17,5,1,5,0,21,0,4.764705882352941,7.941176470588235,1.588235294117647,5.0,1.0588235294117647,0.3125
1803,20160522WOLG0,20160522,WO,LG,0,T,65343,0,1,0,0,L,0,1,10,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,3.0,0.0,1,1,1,0,1,0,2,0,27.0,27.0,0.0,0.0,3.0,1.0
1804,20160522WOLG0,20160522,WO,LG,0,T,75342,0,1,0,1, ,0,6,29,8,6,1,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,1.5,0.5,0.0,0,6,3,0,1,0,6,0,0.0,13.5,0.0,0.0,0.5,0.3333333333333333
1805,20160524HHWO0,20160524,HH,WO,0,T,65742,1,0,0,0,L,0,22,107,29,24,4,1,0,0,2,1,1,0,4,0,0,6,0,0,1,1,2,1,1.2,1.0909090909999999,0.666666667,1,22,6,4,4,0,24,0,1.2272727272727273,7.363636363636364,4.909090909090909,1.5,1.090909090909091,0.2222222222222222
1806,20160524HHWO0,20160524,WO,HH,0,B,66323,1,0,0,0,W,0,15,89,22,19,5,1,0,0,0,1,0,0,3,0,0,5,0,0,0,0,1,1,0.6,1.6,2.4,1,15,5,3,5,0,19,0,1.8,9.0,5.4,1.6666666666666667,1.6,0.35714285714285715
1807,20160524HHWO0,20160524,HH,WO,0,T,72447,0,1,0,1, ,0,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1808,20160524HHWO0,20160524,WO,HH,0,B,75342,0,1,0,0, ,1,3,16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
1809,20160524HHWO0,20160524,WO,HH,0,B,76350,0,1,0,1,S,0,3,15,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0,3,1,0,0,0,4,0,0.0,9.0,0.0,0.0,0.0,0.0
1810,20160524HHWO0,20160524,WO,HH,0,B,76430,0,1,0,0, ,1,6,34,7,6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.0,0.5,0.0,0,6,2,1,0,0,6,0,0.0,9.0,4.5,2.0,0.5,0.0
1811,20160524HTSS0,20160524,HT,SS,0,T,60636,0,1,0,0,W,0,6,45,9,7,2,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,1,3.0,2.0,1.5,1,6,1,2,2,0,7,0,4.5,4.5,9.0,0.5,2.0,0.3333333333333333
1812,20160524HTSS0,20160524,HT,SS,0,T,61643,0,1,0,0, ,1,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,3,1,0,0,0,3,0,0.0,9.0,0.0,0.0,0.0,0.0
1813,20160524HTSS0,20160524,HT,SS,0,T,70142,0,1,0,1,S,0,3,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0,3,0,0,1,0,3,0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333
1814,20160524HTSS0,20160524,SS,HT,0,B,72463,0,1,0,0,L,0,3,22,5,3,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,2,3.0,3.0,3.0,2,3,1,2,1,0,3,0,18.0,9.0,18.0,0.5,3.0,0.5
1815,20160524HTSS0,20160524,SS,HT,0,B,74454,1,0,0,0, ,0,21,102,28,26,6,1,0,2,0,0,0,0,2,0,0,4,0,0,0,0,2,2,0.0,1.142857143,2.0,2,21,4,2,6,2,26,0,2.5714285714285716,5.142857142857143,2.5714285714285716,2.0,1.1428571428571428,0.2
1816,20160524HTSS0,20160524,SS,HT,0,B,77927,0,1,0,1, ,0,3,19,4,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0,3,1,0,1,0,3,0,0.0,9.0,0.0,0.0,1.0,0.5
1817,20160524HTSS0,20160524,HT,SS,0,T,79617,1,0,0,0, ,0,9,75,15,9,1,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,1,1,2.0,2.333333333,4.0,1,9,0,6,1,0,9,0,3.0,0.0,18.0,0.0,2.3333333333333335,0.1111111111111111
1818,20160524HTSS0,20160524,HT,SS,0,T,97336,0,1,0,0, ,1,6,28,6,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,6,2,0,0,0,6,0,0.0,9.0,0.0,0.0,0.0,0.0
1819,20160524KTOB0,20160524,KT,OB,0,T,60264,1,0,0,0, ,0,15,105,21,17,4,0,1,1,1,0,0,0,4,0,0,3,2,0,0,0,3,3,3.0,1.6,1.8,3,15,3,4,4,1,17,0,5.4,5.4,7.2,0.75,1.6,0.23076923076923078
1820,20160524KTOB0,20160524,OB,KT,0,B,62242,0,1,0,0,W,0,4,13,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,4,1,0,0,0,4,0,0.0,6.75,0.0,0.0,0.0,0.0
1821,20160524KTOB0,20160524,KT,OB,0,T,64001,0,1,0,0,L,0,0,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,2,0,0,0,2,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0
1822,20160524KTOB0,20160524,KT,OB,0,T,65056,0,1,0,0, ,0,3,10,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0,3,1,0,0,0,3,0,0.0,9.0,0.0,0.0,0.0,0.0
1823,20160524KTOB0,20160524,KT,OB,0,T,65067,0,1,0,0, ,0,3,22,6,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0.0,3.0,3.0,2,3,0,2,1,0,4,0,18.0,0.0,18.0,0.0,3.0,0.25
1824,20160524KTOB0,20160524,OB,KT,0,B,66226,1,0,0,0, ,0,17,113,28,27,9,2,0,0,1,0,0,0,1,0,0,7,0,1,0,0,5,5,4.2,1.764705882,1.5,5,17,7,1,9,0,27,0,7.941176470588235,11.117647058823529,1.588235294117647,7.0,1.7647058823529411,0.45
1825,20160524KTOB0,20160524,OB,KT,0,B,73241,0,1,0,0, ,1,3,20,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,3,1,0,1,0,4,0,0.0,9.0,0.0,0.0,1.0,0.3333333333333333
1826,20160524KTOB0,20160524,KT,OB,0,T,75149,0,1,0,0, ,0,0,8,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,0,0,2,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0
1827,20160524KTOB0,20160524,OB,KT,0,B,76329,0,1,0,1,S,0,3,13,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,1,0,4,0,0.0,0.0,0.0,0.0,1.0,0.25
1828,20160524KTOB0,20160524,KT,OB,0,T,99563,0,1,0,1, ,0,3,16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
1829,20160525HHWO0,20160525,HH,WO,0,T,63791,0,1,0,0, ,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1830,20160525HHWO0,20160525,WO,HH,0,B,64350,0,1,0,0, ,0,3,26,5,4,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.0,3.0,3.0,1,3,0,1,2,1,4,0,9.0,0.0,9.0,0.0,3.0,0.3333333333333333
1831,20160525HHWO0,20160525,WO,HH,0,B,65331,1,0,0,0, ,0,16,91,26,23,10,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,7,7,1.2,2.357142857,2.4,7,16,1,1,10,1,23,1,11.8125,1.6875,1.6875,1.0,2.0625,0.4090909090909091
1832,20160525HHWO0,20160525,WO,HH,0,B,65343,0,1,0,0, ,0,5,27,6,6,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.6,0.0,0,5,3,0,1,0,6,0,0.0,16.2,0.0,0.0,0.6,0.3333333333333333
1833,20160525HHWO0,20160525,HH,WO,0,T,72447,0,1,0,0, ,0,7,41,11,10,4,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,1,3.0,2.142857143,6.0,1,7,3,1,4,0,10,0,3.8571428571428568,11.571428571428571,3.8571428571428568,3.0,2.142857142857143,0.5714285714285714
1834,20160525HHWO0,20160525,WO,HH,0,B,72749,0,1,0,1,W,0,3,20,5,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,2.0,6.0,0,3,1,1,1,0,4,0,0.0,9.0,9.0,1.0,2.0,0.3333333333333333
1835,20160525HHWO0,20160525,HH,WO,0,T,74167,0,1,0,0, ,1,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
1836,20160525HHWO0,20160525,HH,WO,0,T,74731,0,1,0,0, ,0,3,14,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,1.0,0.0,1,3,0,0,1,0,4,0,9.0,0.0,0.0,0.0,1.0,0.25
1837,20160525HHWO0,20160525,HH,WO,0,T,74857,0,1,0,1,L,0,5,35,11,7,3,0,0,0,0,0,1,0,2,1,1,1,0,1,0,0,2,2,2.0,3.0,1.5,2,5,1,2,3,0,7,0,10.799999999999999,5.3999999999999995,10.799999999999999,0.5,3.0,0.5
1838,20160525HHWO0,20160525,HH,WO,0,T,79764,1,0,0,0, ,0,7,57,13,11,4,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,2,2,6.0,1.5,3.0,2,7,1,1,4,0,11,1,7.7142857142857135,3.8571428571428568,3.8571428571428568,1.0,2.142857142857143,0.36363636363636365
1839,20160525HHWO0,20160525,HH,WO,0,T,99737,0,1,0,0, ,0,2,23,5,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3.0,4.5,6.0,2,2,0,0,3,1,5,0,27.0,0.0,0.0,0.0,4.5,0.5
1840,20160525HTSS0,20160525,SS,HT,0,B,61411,0,1,0,1,S,0,5,35,8,6,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,5,2,2,1,0,6,0,0.0,10.799999999999999,10.799999999999999,1.0,1.7999999999999998,0.25
1841,20160525HTSS0,20160525,HT,SS,0,T,63638,0,1,0,1, ,0,2,15,4,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,2,1,0,1,0,3,0,0.0,13.5,0.0,0.0,1.5,0.5
1842,20160525HTSS0,20160525,HT,SS,0,T,65665,0,1,0,0, ,0,4,28,5,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,4,2,1,0,0,4,0,0.0,13.5,6.75,2.0,0.75,0.0
1843,20160525HTSS0,20160525,SS,HT,0,B,66402,1,0,0,0,W,0,21,94,28,24,6,1,1,0,0,0,1,0,3,0,0,6,1,0,0,0,2,2,1.2,1.4,1.285714286,2,21,6,3,6,0,24,0,2.5714285714285716,7.714285714285714,3.857142857142857,2.0,1.2857142857142858,0.3333333333333333
