,G_ID,GDAY_DS,VISIT_KEY,HOME_KEY,HEADER_NO,GWEEK,STADIUM
492,20160807OBLT0,20160807,OB,LT,0,일,사직
493,20160807SKWO0,20160807,SK,WO,0,일,고척
494,20160809HTOB0,20160809,HT,OB,0,화,잠실
495,20160809LGSK0,20160809,LG,SK,0,화,문학
496,20160809LTNC0,20160809,LT,NC,0,화,마산
497,20160809SSHH0,20160809,SS,HH,0,화,대전
498,20160809WOKT0,20160809,WO,KT,0,화,수원
499,20160810HTOB0,20160810,HT,OB,0,수,잠실
500,20160810LGSK0,20160810,LG,SK,0,수,문학
501,20160810LTNC0,20160810,LT,NC,0,수,마산
502,20160810SSHH0,20160810,SS,HH,0,수,대전
503,20160810WOKT0,20160810,WO,KT,0,수,수원
504,20160811HHLT0,20160811,HH,LT,0,목,울산
505,20160811HTWO0,20160811,HT,WO,0,목,고척
506,20160811KTSK0,20160811,KT,SK,0,목,문학
507,20160811NCLG0,20160811,NC,LG,0,목,잠실
508,20160811OBSS0,20160811,OB,SS,0,목,대구
509,20160812HHLT0,20160812,HH,LT,0,금,울산
510,20160812HTWO0,20160812,HT,WO,0,금,고척
511,20160812KTSK0,20160812,KT,SK,0,금,문학
512,20160812NCLG0,20160812,NC,LG,0,금,잠실
513,20160812OBSS0,20160812,OB,SS,0,금,대구
514,20160813HHHT0,20160813,HH,HT,0,토,광주
515,20160813KTNC0,20160813,KT,NC,0,토,마산
516,20160813LGSS0,20160813,LG,SS,0,토,대구
517,20160813LTSK0,20160813,LT,SK,0,토,문학
518,20160813WOOB0,20160813,WO,OB,0,토,잠실
519,20160814HHHT0,20160814,HH,HT,0,일,광주
520,20160814KTNC0,20160814,KT,NC,0,일,마산
521,20160814LGSS0,20160814,LG,SS,0,일,대구
522,20160814LTSK0,20160814,LT,SK,0,일,문학
523,20160814WOOB0,20160814,WO,OB,0,일,잠실
524,20160816KTHT0,20160816,KT,HT,0,화,광주
525,20160816LTWO0,20160816,LT,WO,0,화,고척
526,20160816OBHH0,20160816,OB,HH,0,화,청주
527,20160816SKLG0,20160816,SK,LG,0,화,잠실
528,20160816SSNC0,20160816,SS,NC,0,화,마산
529,20160817LTWO0,20160817,LT,WO,0,수,고척
530,20160817OBHH0,20160817,OB,HH,0,수,청주
531,20160817SKLG0,20160817,SK,LG,0,수,잠실
532,20160817SSNC0,20160817,SS,NC,0,수,마산
533,20160818HHLG0,20160818,HH,LG,0,목,잠실
534,20160818HTLT0,20160818,HT,LT,0,목,사직
535,20160818NCWO0,20160818,NC,WO,0,목,고척
536,20160818OBSK0,20160818,OB,SK,0,목,문학
537,20160818SSKT0,20160818,SS,KT,0,목,수원
538,20160819HHLG0,20160819,HH,LG,0,금,잠실
539,20160819HTLT0,20160819,HT,LT,0,금,사직
540,20160819NCWO0,20160819,NC,WO,0,금,고척
541,20160819OBSK0,20160819,OB,SK,0,금,문학
542,20160819SSKT0,20160819,SS,KT,0,금,수원
543,20160820HHKT0,20160820,HH,KT,0,토,수원
544,20160820LGHT0,20160820,LG,HT,0,토,광주
545,20160820NCOB0,20160820,NC,OB,0,토,잠실
546,20160820SKLT0,20160820,SK,LT,0,토,사직
547,20160820SSWO0,20160820,SS,WO,0,토,고척
548,20160821HHKT0,20160821,HH,KT,0,일,수원
549,20160821LGHT0,20160821,LG,HT,0,일,광주
550,20160821NCOB0,20160821,NC,OB,0,일,잠실
551,20160821SKLT0,20160821,SK,LT,0,일,사직
552,20160821SSWO0,20160821,SS,WO,0,일,고척
553,20160823HTNC0,20160823,HT,NC,0,화,마산
554,20160823KTLT0,20160823,KT,LT,0,화,울산
555,20160823LGOB0,20160823,LG,OB,0,화,잠실
556,20160823SKSS0,20160823,SK,SS,0,화,대구
557,20160824HTNC0,20160824,HT,NC,0,수,마산
558,20160824KTLT0,20160824,KT,LT,0,수,울산
559,20160824LGOB0,20160824,LG,OB,0,수,잠실
560,20160824SKSS0,20160824,SK,SS,0,수,대구
561,20160824WOHH0,20160824,WO,HH,0,수,대전
562,20160825LGWO0,20160825,LG,WO,0,목,고척
563,20160825NCHH0,20160825,NC,HH,0,목,대전
564,20160825SKKT0,20160825,SK,KT,0,목,수원
565,20160825SSHT0,20160825,SS,HT,0,목,광주
566,20160826LGWO0,20160826,LG,WO,0,금,고척
567,20160826LTOB0,20160826,LT,OB,0,금,잠실
568,20160826NCHH0,20160826,NC,HH,0,금,대전
569,20160826SKKT0,20160826,SK,KT,0,금,수원
570,20160827HHSK0,20160827,HH,SK,0,토,문학
571,20160827KTLG0,20160827,KT,LG,0,토,잠실
572,20160827LTSS0,20160827,LT,SS,0,토,대구
573,20160827OBHT0,20160827,OB,HT,0,토,광주
574,20160827WONC0,20160827,WO,NC,0,토,마산
575,20160828HHSK0,20160828,HH,SK,0,일,문학
576,20160828KTLG0,20160828,KT,LG,0,일,잠실
577,20160828OBHT0,20160828,OB,HT,0,일,광주
578,20160830HHOB0,20160830,HH,OB,0,화,잠실
579,20160830LGLT0,20160830,LG,LT,0,화,사직
580,20160830NCKT0,20160830,NC,KT,0,화,수원
581,20160830SKHT0,20160830,SK,HT,0,화,광주
582,20160830WOSS0,20160830,WO,SS,0,화,대구
583,20160831LGLT0,20160831,LG,LT,0,수,사직
584,20160831NCKT0,20160831,NC,KT,0,수,수원
585,20160831SKHT0,20160831,SK,HT,0,수,광주
586,20160831WOSS0,20160831,WO,SS,0,수,대구
587,20160901HTSS0,20160901,HT,SS,0,목,대구
588,20160901KTOB0,20160901,KT,OB,0,목,잠실
589,20160901LGHH0,20160901,LG,HH,0,목,대전
590,20160901NCLT0,20160901,NC,LT,0,목,사직
591,20160901SKWO0,20160901,SK,WO,0,목,고척
592,20160902KTOB0,20160902,KT,OB,0,금,잠실
593,20160902LGHH0,20160902,LG,HH,0,금,대전
594,20160902SKWO0,20160902,SK,WO,0,금,고척
595,20160903HHWO0,20160903,HH,WO,0,토,고척
596,20160903LGKT0,20160903,LG,KT,0,토,수원
597,20160903LTHT0,20160903,LT,HT,0,토,광주
598,20160903SKNC0,20160903,SK,NC,0,토,마산
599,20160903SSOB0,20160903,SS,OB,0,토,잠실
600,20160904HHWO0,20160904,HH,WO,0,일,고척
601,20160904LGKT0,20160904,LG,KT,0,일,수원
602,20160904LTHT0,20160904,LT,HT,0,일,광주
603,20160904SKNC0,20160904,SK,NC,0,일,마산
604,20160904SSOB0,20160904,SS,OB,0,일,잠실
605,20160906HHNC0,20160906,HH,NC,0,화,마산
606,20160906HTSK0,20160906,HT,SK,0,화,문학
607,20160906KTSS0,20160906,KT,SS,0,화,대구
608,20160906OBLT0,20160906,OB,LT,0,화,사직
609,20160906WOLG0,20160906,WO,LG,0,화,잠실
610,20160907HHNC0,20160907,HH,NC,0,수,마산
611,20160907HTSK0,20160907,HT,SK,0,수,문학
612,20160907KTSS0,20160907,KT,SS,0,수,대구
613,20160907OBLT0,20160907,OB,LT,0,수,사직
614,20160907WOLG0,20160907,WO,LG,0,수,잠실
615,20160908KTHH0,20160908,KT,HH,0,목,대전
616,20160908NCHT0,20160908,NC,HT,0,목,광주
617,20160908OBLG0,20160908,OB,LG,0,목,잠실
618,20160908SSLT0,20160908,SS,LT,0,목,사직
619,20160908WOSK0,20160908,WO,SK,0,목,문학
620,20160909KTHH0,20160909,KT,HH,0,금,대전
621,20160909NCHT0,20160909,NC,HT,0,금,광주
622,20160909OBLG0,20160909,OB,LG,0,금,잠실
623,20160909SSLT0,20160909,SS,LT,0,금,사직
624,20160909WOSK0,20160909,WO,SK,0,금,문학
625,20160910HTKT0,20160910,HT,KT,0,토,수원
626,20160910LTLG0,20160910,LT,LG,0,토,잠실
627,20160910NCSS0,20160910,NC,SS,0,토,대구
628,20160910OBWO0,20160910,OB,WO,0,토,고척
629,20160910SKHH0,20160910,SK,HH,0,토,대전
630,20160911HTKT0,20160911,HT,KT,0,일,수원
631,20160911LTLG0,20160911,LT,LG,0,일,잠실
632,20160911NCSS0,20160911,NC,SS,0,일,대구
633,20160911OBWO0,20160911,OB,WO,0,일,고척
634,20160911SKHH0,20160911,SK,HH,0,일,대전
635,20160913HHSS0,20160913,HH,SS,0,화,대구
636,20160913LGNC0,20160913,LG,NC,0,화,마산
637,20160913LTKT0,20160913,LT,KT,0,화,수원
638,20160913SKOB0,20160913,SK,OB,0,화,잠실
639,20160913WOHT0,20160913,WO,HT,0,화,광주
640,20160914HHSS0,20160914,HH,SS,0,수,대구
641,20160914LGNC0,20160914,LG,NC,0,수,마산
642,20160914LTKT0,20160914,LT,KT,0,수,수원
643,20160914SKOB0,20160914,SK,OB,0,수,잠실
644,20160914WOHT0,20160914,WO,HT,0,수,광주
645,20160915HTLG0,20160915,HT,LG,0,목,잠실
646,20160915KTWO0,20160915,KT,WO,0,목,고척
647,20160915LTHH0,20160915,LT,HH,0,목,대전
648,20160915OBNC0,20160915,OB,NC,0,목,마산
649,20160915SSSK0,20160915,SS,SK,0,목,문학
650,20160916HTLG0,20160916,HT,LG,0,금,잠실
651,20160916KTWO0,20160916,KT,WO,0,금,고척
652,20160916LTHH0,20160916,LT,HH,0,금,대전
653,20160916OBNC0,20160916,OB,NC,0,금,마산
654,20160916SSSK0,20160916,SS,SK,0,금,문학
655,20160917NCSK0,20160917,NC,SK,0,토,문학
656,20160917OBKT0,20160917,OB,KT,0,토,수원
657,20160917SSLG0,20160917,SS,LG,0,토,잠실
658,20160918HTHH0,20160918,HT,HH,0,일,대전
659,20160918NCSK0,20160918,NC,SK,0,일,문학
660,20160918OBKT0,20160918,OB,KT,0,일,수원
661,20160918SSLG0,20160918,SS,LG,0,일,잠실
662,20160918WOLT0,20160918,WO,LT,0,일,사직
663,20160919HTHH0,20160919,HT,HH,0,월,대전
664,20160919WOLT0,20160919,WO,LT,0,월,사직
665,20160920LGHH0,20160920,LG,HH,0,화,대전
666,20160920NCKT0,20160920,NC,KT,0,화,수원
667,20160920SSOB0,20160920,SS,OB,0,화,잠실
668,20160920WOHT0,20160920,WO,HT,0,화,광주
669,20160921LTSS0,20160921,LT,SS,0,수,대구
670,20160921NCLG0,20160921,NC,LG,0,수,잠실
671,20160921WOHT0,20160921,WO,HT,0,수,광주
672,20160922KTOB0,20160922,KT,OB,0,목,잠실
673,20160922NCHH0,20160922,NC,HH,0,목,대전
674,20160923HTNC0,20160923,HT,NC,0,금,마산
675,20160923OBSS0,20160923,OB,SS,0,금,대구
676,20160923SKKT0,20160923,SK,KT,0,금,수원
677,20160924HHLG0,20160924,HH,LG,0,토,잠실
678,20160924LTNC0,20160924,LT,NC,0,토,마산
679,20160924WOSS0,20160924,WO,SS,0,토,대구
680,20160925HHSK0,20160925,HH,SK,0,일,문학
681,20160925HTKT0,20160925,HT,KT,0,일,수원
682,20160925LTNC0,20160925,LT,NC,0,일,마산
683,20160925WOSS0,20160925,WO,SS,0,일,대구
684,20160927KTLT0,20160927,KT,LT,0,화,사직
685,20160927LGHT0,20160927,LG,HT,0,화,광주
686,20160927OBHH0,20160927,OB,HH,0,화,대전
687,20160927SSNC0,20160927,SS,NC,0,화,마산
688,20160928OBHH0,20160928,OB,HH,0,수,대전
689,20160929KTLT0,20160929,KT,LT,0,목,사직
690,20160929SSNC1,20160929,SS,NC,1,목,마산
691,20160929SSNC2,20160929,SS,NC,2,목,마산
692,20160929WOOB0,20160929,WO,OB,0,목,잠실
693,20160930HHNC0,20160930,HH,NC,0,금,마산
694,20160930KTLT0,20160930,KT,LT,0,금,사직
695,20160930SKLG0,20160930,SK,LG,0,금,잠실
696,20161001NCLT0,20161001,NC,LT,0,토,사직
697,20161001SKLG0,20161001,SK,LG,0,토,잠실
698,20161002KTHT0,20161002,KT,HT,0,일,광주
699,20161002NCLT0,20161002,NC,LT,0,일,사직
700,20161002WOHH0,20161002,WO,HH,0,일,대전
701,20161003HHOB0,20161003,HH,OB,0,월,잠실
702,20161003KTHT0,20161003,KT,HT,0,월,광주
703,20161003LGSS0,20161003,LG,SS,0,월,대구
704,20161004LGSS0,20161004,LG,SS,0,화,대구
705,20161004LTOB0,20161004,LT,OB,0,화,잠실
706,20161004WONC0,20161004,WO,NC,0,화,마산
707,20161005HHKT0,20161005,HH,KT,0,수,수원
708,20161005HTSS0,20161005,HT,SS,0,수,대구
709,20161005WONC0,20161005,WO,NC,0,수,마산
710,20161006LGLT0,20161006,LG,LT,0,목,사직
711,20161006SKNC0,20161006,SK,NC,0,목,마산
712,20161006SSHT0,20161006,SS,HT,0,목,광주
713,20161007KTNC0,20161007,KT,NC,0,금,마산
714,20161007WOLT0,20161007,WO,LT,0,금,사직
715,20161008HTHH0,20161008,HT,HH,0,토,대전
716,20161008OBLG0,20161008,OB,LG,0,토,잠실
717,20161008SSSK0,20161008,SS,SK,0,토,문학
718,20161009KTNC0,20161009,KT,NC,0,일,마산
719,20161009WOLT0,20161009,WO,LT,0,일,사직
720,20170331HHOB0,20170331,HH,OB,0,금,잠실
721,20170331HTSS0,20170331,HT,SS,0,금,대구
722,20170331KTSK0,20170331,KT,SK,0,금,문학
723,20170331LGWO0,20170331,LG,WO,0,금,고척
724,20170331LTNC0,20170331,LT,NC,0,금,마산
725,20170401HHOB0,20170401,HH,OB,0,토,잠실
726,20170401HTSS0,20170401,HT,SS,0,토,대구
727,20170401KTSK0,20170401,KT,SK,0,토,문학
728,20170401LGWO0,20170401,LG,WO,0,토,고척
729,20170401LTNC0,20170401,LT,NC,0,토,마산
730,20170402HHOB0,20170402,HH,OB,0,일,잠실
731,20170402HTSS0,20170402,HT,SS,0,일,대구
732,20170402KTSK0,20170402,KT,SK,0,일,문학
733,20170402LGWO0,20170402,LG,WO,0,일,고척
734,20170402LTNC0,20170402,LT,NC,0,일,마산
735,20170404NCHH0,20170404,NC,HH,0,화,대전
736,20170404OBKT0,20170404,OB,KT,0,화,수원
737,20170404SKHT0,20170404,SK,HT,0,화,광주
738,20170404SSLG0,20170404,SS,LG,0,화,잠실
739,20170404WOLT0,20170404,WO,LT,0,화,사직
740,20170406NCHH0,20170406,NC,HH,0,목,대전
741,20170406OBKT0,20170406,OB,KT,0,목,수원
742,20170406SKHT0,20170406,SK,HT,0,목,광주
743,20170406SSLG0,20170406,SS,LG,0,목,잠실
744,20170406WOLT0,20170406,WO,LT,0,목,사직
745,20170407HHHT0,20170407,HH,HT,0,금,광주
746,20170407LGLT0,20170407,LG,LT,0,금,사직
747,20170407NCSK0,20170407,NC,SK,0,금,문학
748,20170407SSKT0,20170407,SS,KT,0,금,수원
749,20170407WOOB0,20170407,WO,OB,0,금,잠실
750,20170408HHHT0,20170408,HH,HT,0,토,광주
751,20170408LGLT0,20170408,LG,LT,0,토,사직
752,20170408NCSK0,20170408,NC,SK,0,토,문학
753,20170408SSKT0,20170408,SS,KT,0,토,수원
754,20170408WOOB0,20170408,WO,OB,0,토,잠실
755,20170409HHHT0,20170409,HH,HT,0,일,광주
756,20170409LGLT0,20170409,LG,LT,0,일,사직
757,20170409NCSK0,20170409,NC,SK,0,일,문학
758,20170409SSKT0,20170409,SS,KT,0,일,수원
759,20170409WOOB0,20170409,WO,OB,0,일,잠실
760,20170411HHSS0,20170411,HH,SS,0,화,대구
761,20170411HTOB0,20170411,HT,OB,0,화,잠실
762,20170411KTWO0,20170411,KT,WO,0,화,고척
763,20170411LGNC0,20170411,LG,NC,0,화,마산
764,20170411LTSK0,20170411,LT,SK,0,화,문학
765,20170412HHSS0,20170412,HH,SS,0,수,대구
766,20170412HTOB0,20170412,HT,OB,0,수,잠실
767,20170412KTWO0,20170412,KT,WO,0,수,고척
768,20170412LGNC0,20170412,LG,NC,0,수,마산
769,20170412LTSK0,20170412,LT,SK,0,수,문학
770,20170413HHSS0,20170413,HH,SS,0,목,대구
771,20170413HTOB0,20170413,HT,OB,0,목,잠실
772,20170413KTWO0,20170413,KT,WO,0,목,고척
773,20170413LGNC0,20170413,LG,NC,0,목,마산
774,20170413LTSK0,20170413,LT,SK,0,목,문학
775,20170414KTLG0,20170414,KT,LG,0,금,잠실
776,20170414OBNC0,20170414,OB,NC,0,금,마산
777,20170414SKHH0,20170414,SK,HH,0,금,대전
778,20170414SSLT0,20170414,SS,LT,0,금,사직
779,20170414WOHT0,20170414,WO,HT,0,금,광주
780,20170415KTLG0,20170415,KT,LG,0,토,잠실
781,20170415OBNC0,20170415,OB,NC,0,토,마산
782,20170415SKHH0,20170415,SK,HH,0,토,대전
783,20170415SSLT0,20170415,SS,LT,0,토,사직
784,20170415WOHT0,20170415,WO,HT,0,토,광주
785,20170416KTLG0,20170416,KT,LG,0,일,잠실
786,20170416OBNC0,20170416,OB,NC,0,일,마산
787,20170416SKHH0,20170416,SK,HH,0,일,대전
788,20170416SSLT0,20170416,SS,LT,0,일,사직
789,20170416WOHT0,20170416,WO,HT,0,일,광주
790,20170418HTKT0,20170418,HT,KT,0,화,수원
791,20170418LGHH0,20170418,LG,HH,0,화,대전
792,20170418NCLT0,20170418,NC,LT,0,화,사직
793,20170418SSOB0,20170418,SS,OB,0,화,잠실
794,20170418WOSK0,20170418,WO,SK,0,화,문학
795,20170419HTKT0,20170419,HT,KT,0,수,수원
796,20170419LGHH0,20170419,LG,HH,0,수,대전
797,20170419NCLT0,20170419,NC,LT,0,수,사직
798,20170419SSOB0,20170419,SS,OB,0,수,잠실
799,20170419WOSK0,20170419,WO,SK,0,수,문학
800,20170420HTKT0,20170420,HT,KT,0,목,수원
801,20170420LGHH0,20170420,LG,HH,0,목,대전
802,20170420NCLT0,20170420,NC,LT,0,목,사직
803,20170420SSOB0,20170420,SS,OB,0,목,잠실
804,20170420WOSK0,20170420,WO,SK,0,목,문학
805,20170421HHKT0,20170421,HH,KT,0,금,수원
806,20170421HTLG0,20170421,HT,LG,0,금,잠실
807,20170421LTWO0,20170421,LT,WO,0,금,고척
808,20170421NCSS0,20170421,NC,SS,0,금,대구
809,20170421OBSK0,20170421,OB,SK,0,금,문학
810,20170422HHKT0,20170422,HH,KT,0,토,수원
811,20170422HTLG0,20170422,HT,LG,0,토,잠실
812,20170422LTWO0,20170422,LT,WO,0,토,고척
813,20170422NCSS0,20170422,NC,SS,0,토,대구
814,20170422OBSK0,20170422,OB,SK,0,토,문학
815,20170423HHKT0,20170423,HH,KT,0,일,수원
816,20170423HTLG0,20170423,HT,LG,0,일,잠실
817,20170423LTWO0,20170423,LT,WO,0,일,고척
818,20170423NCSS0,20170423,NC,SS,0,일,대구
819,20170423OBSK0,20170423,OB,SK,0,일,문학
820,20170425HHLT0,20170425,HH,LT,0,화,사직
821,20170425KTNC0,20170425,KT,NC,0,화,마산
822,20170425OBWO0,20170425,OB,WO,0,화,고척
823,20170425SKLG0,20170425,SK,LG,0,화,잠실
824,20170425SSHT0,20170425,SS,HT,0,화,광주
825,20170426HHLT0,20170426,HH,LT,0,수,사직
826,20170426KTNC0,20170426,KT,NC,0,수,마산
827,20170426OBWO0,20170426,OB,WO,0,수,고척
828,20170426SKLG0,20170426,SK,LG,0,수,잠실
829,20170426SSHT0,20170426,SS,HT,0,수,광주
830,20170427HHLT0,20170427,HH,LT,0,목,사직
831,20170427KTNC0,20170427,KT,NC,0,목,마산
832,20170427OBWO0,20170427,OB,WO,0,목,고척
833,20170427SKLG0,20170427,SK,LG,0,목,잠실
834,20170427SSHT0,20170427,SS,HT,0,목,광주
835,20170428LGKT0,20170428,LG,KT,0,금,수원
836,20170428LTOB0,20170428,LT,OB,0,금,잠실
837,20170428NCHT0,20170428,NC,HT,0,금,광주
838,20170428SKSS0,20170428,SK,SS,0,금,대구
839,20170428WOHH0,20170428,WO,HH,0,금,대전
840,20170429LGKT0,20170429,LG,KT,0,토,수원
841,20170429LTOB0,20170429,LT,OB,0,토,잠실
842,20170429NCHT0,20170429,NC,HT,0,토,광주
843,20170429SKSS0,20170429,SK,SS,0,토,대구
844,20170429WOHH0,20170429,WO,HH,0,토,대전
845,20170430LGKT0,20170430,LG,KT,0,일,수원
846,20170430LTOB0,20170430,LT,OB,0,일,잠실
847,20170430NCHT0,20170430,NC,HT,0,일,광주
848,20170430SKSS0,20170430,SK,SS,0,일,대구
849,20170430WOHH0,20170430,WO,HH,0,일,대전
850,20170502HHSK0,20170502,HH,SK,0,화,문학
851,20170502HTWO0,20170502,HT,WO,0,화,고척
852,20170502LTKT0,20170502,LT,KT,0,화,수원
853,20170502NCLG0,20170502,NC,LG,0,화,잠실
854,20170502OBSS0,20170502,OB,SS,0,화,대구
855,20170503HHSK0,20170503,HH,SK,0,수,문학
856,20170503HTWO0,20170503,HT,WO,0,수,고척
857,20170503LTKT0,20170503,LT,KT,0,수,수원
858,20170503NCLG0,20170503,NC,LG,0,수,잠실
859,20170503OBSS0,20170503,OB,SS,0,수,대구
860,20170504HHSK0,20170504,HH,SK,0,목,문학
861,20170504HTWO0,20170504,HT,WO,0,목,고척
862,20170504LTKT0,20170504,LT,KT,0,목,수원
863,20170504NCLG0,20170504,NC,LG,0,목,잠실
864,20170504OBSS0,20170504,OB,SS,0,목,대구
865,20170505HTLT0,20170505,HT,LT,0,금,사직
866,20170505KTHH0,20170505,KT,HH,0,금,대전
867,20170505LGOB0,20170505,LG,OB,0,금,잠실
868,20170505SKWO0,20170505,SK,WO,0,금,고척
869,20170505SSNC0,20170505,SS,NC,0,금,마산
870,20170506HTLT0,20170506,HT,LT,0,토,사직
871,20170506KTHH0,20170506,KT,HH,0,토,대전
872,20170506LGOB0,20170506,LG,OB,0,토,잠실
873,20170506SKWO0,20170506,SK,WO,0,토,고척
874,20170506SSNC0,20170506,SS,NC,0,토,마산
875,20170507HTLT0,20170507,HT,LT,0,일,사직
876,20170507KTHH0,20170507,KT,HH,0,일,대전
877,20170507LGOB0,20170507,LG,OB,0,일,잠실
878,20170507SKWO0,20170507,SK,WO,0,일,고척
879,20170507SSNC0,20170507,SS,NC,0,일,마산
880,20170509KTHT0,20170509,KT,HT,0,화,광주
881,20170510KTHT0,20170510,KT,HT,0,수,광주
882,20170510LGSS0,20170510,LG,SS,0,수,대구
883,20170510LTHH0,20170510,LT,HH,0,수,대전
884,20170510SKOB0,20170510,SK,OB,0,수,잠실
885,20170510WONC0,20170510,WO,NC,0,수,마산
886,20170511KTHT0,20170511,KT,HT,0,목,광주
887,20170511LGSS0,20170511,LG,SS,0,목,대구
888,20170511LTHH0,20170511,LT,HH,0,목,대전
889,20170511SKOB0,20170511,SK,OB,0,목,잠실
890,20170511WONC0,20170511,WO,NC,0,목,마산
891,20170512HHLG0,20170512,HH,LG,0,금,잠실
892,20170512HTSK0,20170512,HT,SK,0,금,문학
893,20170512NCKT0,20170512,NC,KT,0,금,수원
894,20170512WOSS0,20170512,WO,SS,0,금,대구
895,20170513HHLG0,20170513,HH,LG,0,토,잠실
896,20170513HTSK0,20170513,HT,SK,0,토,문학
897,20170513NCKT0,20170513,NC,KT,0,토,수원
898,20170513OBLT0,20170513,OB,LT,0,토,사직
899,20170513WOSS0,20170513,WO,SS,0,토,대구
900,20170514HHLG0,20170514,HH,LG,0,일,잠실
901,20170514HTSK0,20170514,HT,SK,0,일,문학
902,20170514NCKT0,20170514,NC,KT,0,일,수원
903,20170514OBLT0,20170514,OB,LT,0,일,사직
904,20170514WOSS0,20170514,WO,SS,0,일,대구
905,20170516HHWO0,20170516,HH,WO,0,화,고척
906,20170516KTLT0,20170516,KT,LT,0,화,사직
907,20170516LGHT0,20170516,LG,HT,0,화,광주
908,20170516NCOB0,20170516,NC,OB,0,화,잠실
909,20170516SSSK0,20170516,SS,SK,0,화,문학
910,20170517HHWO0,20170517,HH,WO,0,수,고척
911,20170517KTLT0,20170517,KT,LT,0,수,사직
912,20170517LGHT0,20170517,LG,HT,0,수,광주
913,20170517NCOB0,20170517,NC,OB,0,수,잠실
914,20170517SSSK0,20170517,SS,SK,0,수,문학
915,20170518HHWO0,20170518,HH,WO,0,목,고척
916,20170518KTLT0,20170518,KT,LT,0,목,사직
917,20170518LGHT0,20170518,LG,HT,0,목,광주
918,20170518NCOB0,20170518,NC,OB,0,목,잠실
919,20170518SSSK0,20170518,SS,SK,0,목,문학
920,20170519LTLG0,20170519,LT,LG,0,금,잠실
921,20170519OBHT0,20170519,OB,HT,0,금,광주
922,20170519SKNC0,20170519,SK,NC,0,금,마산
923,20170519SSHH0,20170519,SS,HH,0,금,대전
924,20170519WOKT0,20170519,WO,KT,0,금,수원
925,20170520LTLG0,20170520,LT,LG,0,토,잠실
926,20170520OBHT0,20170520,OB,HT,0,토,광주
927,20170520SKNC0,20170520,SK,NC,0,토,마산
928,20170520SSHH0,20170520,SS,HH,0,토,대전
929,20170520WOKT0,20170520,WO,KT,0,토,수원
930,20170521LTLG0,20170521,LT,LG,0,일,잠실
931,20170521OBHT0,20170521,OB,HT,0,일,광주
932,20170521SKNC0,20170521,SK,NC,0,일,마산
933,20170521SSHH0,20170521,SS,HH,0,일,대전
934,20170521WOKT0,20170521,WO,KT,0,일,수원
935,20170523HTHH0,20170523,HT,HH,0,화,대전
936,20170523KTSS0,20170523,KT,SS,0,화,대구
937,20170523NCWO0,20170523,NC,WO,0,화,고척
938,20170523SKLT0,20170523,SK,LT,0,화,사직
939,20170524HTHH0,20170524,HT,HH,0,수,대전
940,20170524KTSS0,20170524,KT,SS,0,수,대구
941,20170524NCWO0,20170524,NC,WO,0,수,고척
942,20170524OBLG0,20170524,OB,LG,0,수,잠실
943,20170524SKLT0,20170524,SK,LT,0,수,사직
944,20170525HTHH0,20170525,HT,HH,0,목,대전
945,20170525KTSS0,20170525,KT,SS,0,목,대구
946,20170525NCWO0,20170525,NC,WO,0,목,고척
947,20170525OBLG0,20170525,OB,LG,0,목,잠실
948,20170525SKLT0,20170525,SK,LT,0,목,사직
949,20170526HHNC0,20170526,HH,NC,0,금,마산
950,20170526KTOB0,20170526,KT,OB,0,금,잠실
951,20170526LGSK0,20170526,LG,SK,0,금,문학
952,20170526LTHT0,20170526,LT,HT,0,금,광주
953,20170526SSWO0,20170526,SS,WO,0,금,고척
954,20170527HHNC0,20170527,HH,NC,0,토,마산
955,20170527KTOB0,20170527,KT,OB,0,토,잠실
956,20170527LGSK0,20170527,LG,SK,0,토,문학
957,20170527LTHT0,20170527,LT,HT,0,토,광주
958,20170527SSWO0,20170527,SS,WO,0,토,고척
959,20170528HHNC0,20170528,HH,NC,0,일,마산
960,20170528KTOB0,20170528,KT,OB,0,일,잠실
961,20170528LGSK0,20170528,LG,SK,0,일,문학
962,20170528LTHT0,20170528,LT,HT,0,일,광주
963,20170528SSWO0,20170528,SS,WO,0,일,고척
964,20170530HTNC0,20170530,HT,NC,0,화,마산
965,20170530LTSS0,20170530,LT,SS,0,화,대구
966,20170530OBHH0,20170530,OB,HH,0,화,대전
967,20170530SKKT0,20170530,SK,KT,0,화,수원
968,20170530WOLG0,20170530,WO,LG,0,화,잠실
969,20170531HTNC0,20170531,HT,NC,0,수,마산
970,20170531LTSS0,20170531,LT,SS,0,수,대구
971,20170531OBHH0,20170531,OB,HH,0,수,대전
972,20170531SKKT0,20170531,SK,KT,0,수,수원
973,20170531WOLG0,20170531,WO,LG,0,수,잠실
974,20170601HTNC0,20170601,HT,NC,0,목,마산
975,20170601LTSS0,20170601,LT,SS,0,목,대구
976,20170601OBHH0,20170601,OB,HH,0,목,대전
977,20170601SKKT0,20170601,SK,KT,0,목,수원
978,20170601WOLG0,20170601,WO,LG,0,목,잠실
979,20170602HTSS0,20170602,HT,SS,0,금,대구
980,20170602KTLT0,20170602,KT,LT,0,금,사직
981,20170602NCLG0,20170602,NC,LG,0,금,잠실
982,20170602OBWO0,20170602,OB,WO,0,금,고척
983,20170602SKHH0,20170602,SK,HH,0,금,대전
984,20170603HTSS0,20170603,HT,SS,0,토,대구
985,20170603KTLT0,20170603,KT,LT,0,토,사직
