,G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT
617,20160617OBSS0,20160617,OB,SS,0,T,0,L,0,24,140,37,31,8,2,0,3,2,0,2,0,4,0,0,4,0,0,0,0,5,2,1.125,1.5,2.142857143
618,20160617SKLT0,20160617,LT,SK,0,B,0,L,0,27,186,48,44,19,5,1,1,3,1,1,0,3,0,0,10,0,0,0,0,12,12,1.8,2.1,1.363636364
619,20160617SKLT0,20160617,SK,LT,0,T,0,W,0,27,137,35,34,7,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,1,1,0.0,0.666666667,0.6
620,20160617WOHH0,20160617,HH,WO,0,B,0,W,1,27,183,39,32,6,0,0,2,1,0,0,0,7,0,0,9,1,0,1,1,5,4,1.714285714,1.625,2.5714285709999998
621,20160617WOHH0,20160617,WO,HH,0,T,0,L,0,24,138,37,30,11,1,0,3,1,2,2,1,4,0,0,7,0,1,0,1,8,8,1.125,1.956521739,3.0
622,20160618HTLG0,20160618,LG,HT,0,B,0,W,0,27,133,34,33,4,0,0,0,2,0,0,0,0,0,1,8,0,0,0,0,1,0,0.0,0.666666667,0.666666667
623,20160618HTLG0,20160618,HT,LG,0,T,0,L,0,24,143,39,33,12,1,1,0,4,0,2,1,3,0,0,7,0,4,0,0,7,7,1.5,1.941176471,3.5
624,20160618NCKT0,20160618,KT,NC,0,B,0,L,0,27,175,44,41,16,3,0,0,3,0,0,1,2,0,0,10,2,0,0,1,7,4,1.5,9.0,6.0
625,20160618NCKT0,20160618,NC,KT,0,T,0,W,1,27,168,39,36,8,1,0,1,0,0,0,0,2,0,1,6,0,0,0,0,3,2,0.545454545,3.0,1.333333333
626,20160618OBSS0,20160618,SS,OB,0,B,0,L,0,27,177,43,36,11,2,0,1,1,1,1,0,6,0,0,5,0,0,0,0,6,6,3.0,3.428571429,3.0
627,20160618OBSS0,20160618,OB,SS,0,T,0,W,0,27,166,40,36,9,2,0,1,0,0,0,0,3,0,1,5,1,0,0,0,5,1,1.2,1.714285714,1.2
628,20160618SKLT0,20160618,LT,SK,0,B,0,L,0,27,133,39,38,10,2,1,3,1,0,0,0,0,0,1,11,0,0,0,0,4,4,0.375,1.2,1.5
629,20160618SKLT0,20160618,SK,LT,0,T,0,W,0,27,135,33,33,8,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0.0,1.0,1.714285714
630,20160618WOHH0,20160618,HH,WO,0,B,0,L,0,27,187,47,41,13,3,0,1,2,0,1,1,4,0,0,10,0,3,0,0,11,10,1.0,2.285714286,3.5
631,20160618WOHH0,20160618,WO,HH,0,T,0,W,1,27,143,41,37,11,2,1,1,0,0,0,1,3,0,0,6,1,0,0,0,6,5,1.333333333,1.65,2.625
632,20160619HTLG0,20160619,LG,HT,0,B,0,L,0,27,158,46,39,13,0,0,2,1,0,1,0,5,0,1,5,1,0,0,0,9,7,1.363636364,2.769230769,1.6666666669999999
633,20160619HTLG0,20160619,HT,LG,0,T,0,W,0,27,147,42,39,13,3,0,0,0,0,0,0,3,0,0,5,1,1,0,1,5,5,1.875,1.9090909090000001,3.0
634,20160619NCKT0,20160619,KT,NC,0,B,0,L,0,27,232,55,47,22,2,0,5,0,0,1,0,6,0,1,6,3,0,0,1,15,13,2.307692308,3.461538462,2.4
635,20160619NCKT0,20160619,NC,KT,0,T,0,W,0,27,145,42,37,14,2,0,2,0,1,0,1,3,0,1,5,1,0,0,0,7,7,1.0,1.714285714,6.0
636,20160619OBSS0,20160619,SS,OB,0,B,0,L,0,27,144,37,32,5,1,0,0,2,0,0,0,5,0,0,9,0,1,0,0,3,2,2.4,1.111111111,1.0
637,20160619OBSS0,20160619,OB,SS,0,T,0,W,1,27,132,38,35,9,2,0,1,0,0,0,0,3,0,0,6,1,1,0,0,1,1,0.857142857,1.333333333,1.5
638,20160619SKLT0,20160619,LT,SK,0,B,0,W,0,27,138,36,33,7,1,0,2,0,1,0,0,3,0,0,7,1,0,0,0,3,3,0.0,1.0,1.5
639,20160619SKLT0,20160619,SK,LT,0,T,0,L,0,24,150,41,34,11,7,0,1,1,0,0,0,5,0,2,5,1,1,0,0,10,10,2.7,2.25,2.625
640,20160619WOHH0,20160619,HH,WO,0,B,0,L,0,27,184,45,39,13,2,0,1,5,0,0,0,6,0,0,4,1,0,0,0,11,11,3.0,5.25,2.333333333
641,20160619WOHH0,20160619,WO,HH,0,T,0,W,0,27,132,38,35,9,3,1,1,1,0,0,0,3,0,0,2,0,0,0,0,6,6,1.5,0.0,1.5
642,20160621HHNC0,20160621,NC,HH,0,B,0,L,0,27,155,41,36,11,2,1,2,1,0,1,0,3,0,1,6,2,1,0,0,8,8,1.75,1.285714286,1.363636364
643,20160621HHNC0,20160621,HH,NC,0,T,0,W,1,27,140,35,30,4,0,0,1,1,0,0,1,4,0,0,8,0,0,0,0,2,2,0.0,1.0,0.272727273
644,20160621KTOB0,20160621,OB,KT,0,B,0,W,0,27,122,30,30,3,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0.0,0.0,0.0
645,20160621KTOB0,20160621,KT,OB,0,T,0,L,0,24,183,45,39,16,1,0,3,2,0,0,1,4,0,1,6,1,1,0,0,12,11,1.9090909090000001,3.666666667,3.428571429
646,20160621LGSK0,20160621,SK,LG,0,B,0,L,0,27,147,42,40,13,3,0,1,0,0,1,0,1,0,0,10,0,0,0,1,9,7,1.363636364,2.769230769,2.625
647,20160621LGSK0,20160621,LG,SK,0,T,0,W,2,27,151,41,35,8,0,0,2,2,1,0,0,4,0,2,7,0,0,0,0,5,4,1.125,1.9090909090000001,1.6666666669999999
648,20160621LTHT0,20160621,HT,LT,0,B,0,W,2,27,163,39,35,10,1,0,1,2,0,0,1,3,0,0,11,2,1,0,0,6,6,2.4,1.153846154,0.46153846200000004
649,20160621LTHT0,20160621,LT,HT,0,T,0,L,0,24,173,44,35,13,3,0,0,0,0,1,0,7,1,1,3,0,1,0,0,9,9,2.454545455,3.642857143,5.0
650,20160621SSWO0,20160621,WO,SS,0,B,0,W,2,27,144,38,36,10,1,0,2,0,1,0,0,1,0,1,4,0,0,0,1,8,7,1.8,0.692307692,2.5
651,20160621SSWO0,20160621,SS,WO,0,T,0,L,0,24,181,45,41,18,2,2,0,6,2,0,0,3,0,1,5,0,0,0,0,12,9,3.333333333,4.2,5.4
652,20160622LGSK0,20160622,SK,LG,0,B,0,W,0,27,139,35,33,6,0,0,0,0,0,0,0,2,0,0,4,1,1,0,0,2,0,0.857142857,0.75,2.5
653,20160622LGSK0,20160622,LG,SK,0,T,0,L,0,24,141,39,37,13,4,0,3,1,0,0,0,1,1,1,5,0,0,0,0,10,10,2.0,3.75,1.333333333
654,20160622LTHT0,20160622,HT,LT,0,B,0,L,0,27,224,60,52,26,9,0,0,0,0,2,0,6,0,0,5,0,0,0,0,18,18,2.833333333,5.4,3.3
655,20160622LTHT0,20160622,LT,HT,0,T,0,W,0,27,148,38,36,8,4,0,0,0,0,0,0,0,0,2,8,0,2,0,0,5,4,0.818181818,0.0,0.0
656,20160622SSWO0,20160622,WO,SS,0,B,0,W,0,27,140,34,32,6,3,0,0,1,0,0,0,2,0,0,8,1,0,0,0,1,1,0.428571429,0.4,2.142857143
657,20160622SSWO0,20160622,SS,WO,0,T,0,L,0,24,102,32,31,10,2,0,2,1,1,1,0,0,0,0,1,1,0,0,0,4,4,1.8,1.071428571,0.818181818
658,20160623HHNC0,20160623,NC,HH,0,B,0,D,0,36,174,47,43,10,2,0,0,1,1,1,0,2,0,1,11,1,0,0,0,3,3,1.5,0.771428571,0.75
659,20160623HHNC0,20160623,HH,NC,0,T,0,D,0,36,212,49,40,7,1,0,0,0,1,1,1,7,0,0,10,2,1,0,1,3,3,2.0,1.114285714,1.636363636
660,20160623KTOB0,20160623,OB,KT,0,B,0,L,0,27,173,44,35,10,3,1,0,0,0,1,0,6,0,2,7,0,2,0,0,9,9,3.0,2.0625,1.5
661,20160623KTOB0,20160623,KT,OB,0,T,0,W,3,27,136,39,38,15,4,0,0,0,0,0,0,1,0,0,2,2,0,0,0,4,4,0.75,1.5,2.25
662,20160623LGSK0,20160623,SK,LG,0,B,1,W,0,27,109,36,33,6,2,0,0,0,0,0,0,3,0,0,13,0,0,0,0,2,2,0.75,0.0,1.0
663,20160623LGSK0,20160623,LG,SK,0,T,0,L,0,24,159,46,37,11,2,0,2,0,0,0,0,7,0,2,2,1,3,0,0,10,4,3.0,3.0,3.5
664,20160623LTHT0,20160623,HT,LT,0,B,0,W,1,27,135,33,33,6,3,0,1,0,0,0,0,0,0,0,10,0,1,0,0,2,2,0.0,0.23076923100000002,1.0
665,20160623LTHT0,20160623,LT,HT,0,T,0,L,0,24,131,33,31,9,4,1,0,0,2,0,0,1,1,1,6,0,0,0,0,6,5,2.5714285709999998,1.9090909090000001,1.714285714
666,20160623SSWO0,20160623,WO,SS,0,B,0,L,0,27,160,43,37,11,3,0,0,2,0,2,0,4,0,0,8,1,2,0,0,4,4,0.2,1.714285714,2.625
667,20160623SSWO0,20160623,SS,WO,0,T,0,W,1,27,133,35,30,3,2,0,0,1,0,0,0,4,0,1,3,0,0,0,0,0,0,0.75,0.5,1.0
668,20160624HTNC0,20160624,NC,HT,0,B,0,L,0,27,167,42,33,8,2,0,1,1,0,1,0,6,0,2,8,1,2,0,0,6,5,1.363636364,1.56,3.0
669,20160624HTNC0,20160624,HT,NC,0,T,0,W,1,27,147,37,32,7,2,0,0,0,0,1,1,3,0,0,12,0,0,0,0,2,2,1.8,1.0,0.6
670,20160624KTSS0,20160624,SS,KT,0,B,0,L,0,27,169,38,33,8,0,0,1,1,0,0,1,4,0,0,8,1,1,0,0,5,5,1.0,1.333333333,1.875
671,20160624KTSS0,20160624,KT,SS,0,T,0,W,1,27,150,35,28,5,1,0,0,1,1,1,0,5,0,1,7,2,0,0,0,4,2,1.5,1.111111111,0.545454545
672,20160624LTHH0,20160624,HH,LT,0,B,0,L,0,30,167,43,40,13,1,0,1,0,0,1,0,2,0,0,5,1,0,0,0,4,4,1.0,1.5,1.0909090909999999
673,20160624LTHH0,20160624,LT,HH,0,T,0,W,0,30,159,36,34,7,1,0,1,0,1,0,0,1,0,1,11,1,0,0,0,2,2,3.0,0.8,1.0
674,20160624OBSK0,20160624,SK,OB,0,B,0,W,0,27,130,37,36,10,0,0,0,0,0,0,0,1,0,0,6,2,1,0,0,3,1,1.5,1.0,1.5
675,20160624OBSK0,20160624,OB,SK,0,T,0,L,0,24,122,34,31,9,1,1,1,1,0,1,0,1,0,1,6,0,0,0,0,5,5,1.5,1.25,1.5
676,20160624WOLG0,20160624,LG,WO,0,B,0,W,0,27,144,38,32,8,1,0,2,0,0,0,1,5,0,0,4,1,1,0,0,7,7,2.4,1.636363636,4.2
677,20160624WOLG0,20160624,WO,LG,0,T,0,L,2,24,155,41,40,16,0,1,2,1,0,0,0,1,0,0,4,0,0,0,0,9,9,3.6,1.5,4.5
678,20160625HTNC0,20160625,NC,HT,0,B,0,L,0,27,202,47,38,10,1,0,1,1,0,0,0,9,0,0,10,1,1,0,0,9,6,2.0,1.6875,2.333333333
679,20160625HTNC0,20160625,HT,NC,0,T,0,W,0,27,142,33,31,4,0,0,0,0,0,0,0,2,0,0,12,1,0,0,0,0,0,0.6,0.2,1.0
680,20160625KTSS0,20160625,SS,KT,0,B,0,L,2,30,223,58,51,20,1,0,3,3,0,0,0,6,1,1,6,0,1,0,0,13,12,2.5,2.842105263,1.285714286
681,20160625KTSS0,20160625,KT,SS,0,T,0,W,0,30,176,47,42,14,4,0,2,0,0,1,0,3,0,1,6,0,0,0,0,8,8,1.363636364,1.736842105,1.2
682,20160625LTHH0,20160625,HH,LT,0,B,0,W,0,27,139,35,31,5,0,0,1,1,0,0,0,4,0,0,4,1,0,0,0,1,1,0.75,1.333333333,0.9
683,20160625LTHH0,20160625,LT,HH,0,T,0,L,0,24,171,44,38,15,3,1,3,1,0,0,0,6,0,0,9,0,1,0,0,8,8,3.375,3.0,2.625
684,20160625OBSK0,20160625,SK,OB,0,B,0,L,0,27,156,42,35,8,0,0,2,3,0,2,0,4,0,1,9,0,0,0,0,8,3,1.125,1.588235294,1.0909090909999999
685,20160625OBSK0,20160625,OB,SK,0,T,0,W,0,27,167,42,37,10,2,0,2,0,0,0,0,5,1,0,8,0,1,1,0,6,5,1.8,1.764705882,3.0
686,20160625WOLG0,20160625,LG,WO,0,B,0,L,0,30,174,46,38,13,2,0,1,2,0,0,1,6,1,1,6,4,0,0,0,8,6,1.846153846,1.875,1.75
687,20160625WOLG0,20160625,WO,LG,0,T,0,W,2,30,162,44,40,12,1,0,1,1,1,1,0,3,0,0,10,0,1,0,0,6,6,3.0,1.8260869569999998,3.0
688,20160626HTNC0,20160626,NC,HT,0,B,0,L,0,27,225,52,41,16,7,1,2,1,0,1,0,9,0,1,9,1,2,0,0,15,15,3.25,2.785714286,2.4
689,20160626HTNC0,20160626,HT,NC,0,T,0,W,0,27,184,44,39,13,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,4,4,1.5,2.25,1.8
690,20160626KTSS0,20160626,SS,KT,0,B,0,W,0,27,168,43,39,11,1,0,4,1,0,0,0,4,0,0,7,0,0,0,0,8,8,2.4,1.0,3.0
691,20160626KTSS0,20160626,KT,SS,0,T,0,L,0,24,148,39,35,10,0,1,2,0,0,0,0,3,0,1,9,0,1,0,0,11,11,3.0,3.0,2.142857143
692,20160626LTHH0,20160626,HH,LT,0,B,0,L,0,27,174,46,42,15,4,0,1,1,0,0,0,3,0,1,9,0,0,0,0,12,10,3.857142857,4.5,6.0
693,20160626LTHH0,20160626,LT,HH,0,T,0,W,0,27,157,39,38,12,3,0,1,0,0,0,1,0,0,0,10,0,0,0,0,4,4,0.3,0.0,0.9
694,20160626OBSK0,20160626,SK,OB,0,B,0,W,0,27,176,43,38,12,0,0,2,1,0,0,0,4,0,1,11,1,1,0,0,5,5,4.5,2.0526315790000003,1.0
695,20160626OBSK0,20160626,OB,SK,0,T,0,L,2,25,185,44,39,17,3,0,1,0,2,0,0,3,0,2,8,1,1,0,0,6,6,2.25,2.368421053,3.0
696,20160626WOLG0,20160626,LG,WO,0,B,0,W,2,27,127,33,30,6,1,0,0,1,1,0,0,2,0,1,8,2,0,0,0,1,1,1.285714286,0.8888888890000001,0.6
697,20160626WOLG0,20160626,WO,LG,0,T,0,L,0,24,106,31,29,6,1,0,0,0,0,0,0,2,0,0,4,1,0,1,0,2,2,0.5,1.0,0.3
698,20160628HHWO0,20160628,WO,HH,0,B,0,L,0,27,141,42,38,14,4,0,5,0,1,1,1,1,0,1,7,0,0,0,0,13,13,4.5,3.0,1.363636364
699,20160628HHWO0,20160628,HH,WO,0,T,0,W,0,27,187,41,34,9,2,0,0,0,0,0,1,5,0,1,7,1,3,0,0,3,2,1.0,0.0,1.0
700,20160628LGHT0,20160628,HT,LG,0,B,0,W,0,27,148,38,34,9,1,0,0,0,0,0,0,3,0,1,5,1,1,0,0,2,2,0.857142857,1.333333333,1.5
701,20160628LGHT0,20160628,LG,HT,0,T,0,L,0,24,118,38,36,13,2,0,3,0,1,0,0,1,0,1,6,0,0,0,0,11,11,7.5,2.142857143,0.545454545
702,20160628NCOB0,20160628,OB,NC,0,B,0,W,0,27,183,41,34,10,2,0,2,0,1,0,0,7,0,0,5,2,1,0,0,3,2,1.0,2.2,2.1
703,20160628NCOB0,20160628,NC,OB,0,T,0,L,0,24,174,44,35,13,2,1,1,0,0,0,1,7,0,1,5,1,1,0,0,12,12,4.125,2.076923077,2.333333333
704,20160628SKKT0,20160628,KT,SK,0,B,0,L,0,27,176,48,46,19,7,0,3,0,0,0,0,2,0,0,3,1,0,0,0,11,10,1.5,4.5,3.375
705,20160628SKKT0,20160628,SK,KT,0,T,0,W,0,27,107,33,31,5,2,0,0,0,0,0,0,2,0,0,6,1,0,0,0,1,1,0.0,0.0,2.142857143
706,20160628SSLT0,20160628,LT,SS,0,B,0,W,0,30,158,38,33,6,0,0,1,2,0,0,0,4,0,1,9,0,0,0,0,4,4,0.428571429,0.8275862070000001,2.142857143
707,20160628SSLT0,20160628,SS,LT,0,T,0,L,0,28,183,45,37,13,2,0,2,2,2,1,0,5,1,2,7,1,0,0,0,7,7,1.25,2.0,1.363636364
708,20160629HHWO0,20160629,WO,HH,0,B,0,W,0,27,135,36,33,9,1,0,0,0,0,0,0,2,0,1,9,2,0,0,0,4,4,1.0,0.333333333,1.333333333
709,20160629HHWO0,20160629,HH,WO,0,T,0,L,0,24,119,37,36,16,2,1,3,0,1,0,0,1,0,0,3,3,0,0,0,7,7,1.2,2.25,1.333333333
710,20160629LGHT0,20160629,HT,LG,0,B,0,W,0,27,139,37,34,10,1,0,1,1,1,0,0,2,0,1,8,1,1,0,0,4,3,1.0,0.833333333,0.9
711,20160629LGHT0,20160629,LG,HT,0,T,0,L,0,25,155,38,31,8,3,0,0,0,1,1,1,5,0,0,5,0,2,0,1,5,3,1.125,1.8,0.9
712,20160629NCOB0,20160629,OB,NC,0,B,0,L,0,27,226,51,38,12,2,1,1,1,0,0,2,10,0,1,6,0,0,0,0,10,9,3.0,3.3,3.0
713,20160629NCOB0,20160629,NC,OB,0,T,0,W,1,27,130,34,32,6,1,0,1,0,0,1,0,1,0,0,9,1,0,0,0,4,3,3.0,0.333333333,1.333333333
714,20160629SKKT0,20160629,KT,SK,0,B,0,L,0,27,170,45,40,15,2,1,2,0,1,0,0,5,0,0,8,0,0,0,0,7,7,2.625,3.0,1.363636364
715,20160629SKKT0,20160629,SK,KT,0,T,0,W,0,27,163,41,38,12,3,0,1,0,0,0,1,2,0,0,7,0,0,0,0,4,4,2.4,0.0,1.5
716,20160629SSLT0,20160629,LT,SS,0,B,0,W,0,27,179,44,34,10,4,1,0,1,0,2,0,8,1,0,5,1,0,0,0,4,4,2.4,2.0,3.428571429
717,20160629SSLT0,20160629,SS,LT,0,T,0,L,2,25,166,36,34,12,2,0,0,5,3,0,0,2,0,0,7,0,1,0,0,5,4,1.714285714,1.68,1.875
718,20160630HHWO0,20160630,WO,HH,0,B,0,W,0,27,171,45,38,13,1,0,0,0,0,0,1,5,0,1,8,1,0,0,0,5,5,0.818181818,1.384615385,2.625
719,20160630HHWO0,20160630,HH,WO,0,T,0,L,0,24,138,40,36,14,3,0,0,0,1,0,0,3,0,1,5,1,1,0,0,11,11,6.0,3.666666667,2.25
720,20160630LGHT0,20160630,HT,LG,0,B,0,L,1,33,201,54,47,16,1,0,2,2,0,0,1,6,0,0,5,1,3,0,0,10,10,1.25,2.307692308,1.5
721,20160630LGHT0,20160630,LG,HT,0,T,0,W,0,33,195,48,42,9,1,1,2,0,0,0,0,5,0,1,11,0,0,0,0,9,9,3.6,1.615384615,1.363636364
722,20160630NCOB0,20160630,OB,NC,0,B,1,W,0,27,139,31,27,0,0,0,0,0,0,0,0,3,0,1,9,0,0,0,0,0,0,0.0,0.2,0.75
723,20160630NCOB0,20160630,NC,OB,0,T,0,L,0,24,173,38,31,9,2,0,0,0,0,1,0,6,0,0,7,0,1,0,0,4,4,3.0,2.357142857,1.333333333
724,20160630SKKT0,20160630,KT,SK,0,B,0,W,1,27,150,39,36,10,1,0,2,0,0,0,0,1,0,2,8,2,0,0,0,5,5,0.75,1.0,1.2
725,20160630SKKT0,20160630,SK,KT,0,T,0,L,0,24,140,37,31,12,1,0,2,1,0,2,0,4,0,0,6,1,1,1,0,10,10,2.333333333,2.333333333,2.5714285709999998
726,20160630SSLT0,20160630,LT,SS,0,B,0,W,0,30,195,48,40,11,3,1,0,0,1,1,0,6,0,1,12,1,0,0,1,6,6,2.0,1.5,1.5
727,20160630SSLT0,20160630,SS,LT,0,T,0,L,1,28,158,40,38,12,2,0,3,0,0,0,0,2,0,0,13,1,0,0,0,7,7,6.0,1.2272727270000001,1.5
728,20160701HTWO0,20160701,WO,HT,0,B,0,W,0,27,166,46,38,14,1,1,1,0,0,0,2,6,0,0,8,1,2,0,0,7,7,2.5714285709999998,1.333333333,3.0
729,20160701HTWO0,20160701,HT,WO,0,T,0,L,0,24,175,41,36,16,2,0,3,0,1,0,3,2,0,0,3,0,0,0,0,10,10,2.5,3.5,2.625
730,20160702HTWO0,20160702,WO,HT,0,B,0,W,1,27,136,37,37,10,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,5,5,0.0,0.833333333,1.5
731,20160702HTWO0,20160702,HT,WO,0,T,0,L,0,24,177,42,34,13,1,1,0,2,1,0,1,7,0,0,8,0,1,0,0,8,8,1.9090909090000001,2.25,3.428571429
732,20160702OBHH0,20160702,HH,OB,0,B,0,L,0,27,134,39,32,11,1,0,1,1,1,0,0,7,0,0,5,3,1,0,0,4,4,1.333333333,2.086956522,1.0
733,20160702OBHH0,20160702,OB,HH,0,T,0,W,0,27,141,36,29,6,1,0,0,1,0,1,1,5,0,0,5,1,0,0,0,1,1,0.545454545,1.142857143,4.8
734,20160702SKLG0,20160702,LG,SK,0,B,0,L,2,27,146,35,34,8,0,0,2,3,0,0,0,1,0,0,5,0,1,0,0,4,4,0.5,1.0,1.333333333
735,20160702SKLG0,20160702,SK,LG,0,T,0,W,0,27,171,38,35,8,1,0,0,1,0,0,0,3,0,0,5,1,1,1,0,2,1,0.9,1.222222222,1.125
736,20160703HTWO0,20160703,WO,HT,0,B,0,W,0,33,206,52,46,16,0,0,2,1,0,1,1,4,0,0,9,2,0,0,0,6,6,0.923076923,1.8181818180000002,2.7
737,20160703HTWO0,20160703,HT,WO,0,T,0,L,0,30,207,50,37,12,1,1,0,4,1,0,0,11,1,2,5,2,1,1,1,7,4,1.5,2.3,2.7
738,20160703SKLG0,20160703,LG,SK,0,B,0,L,0,27,152,48,41,17,2,1,1,1,0,1,2,4,0,0,6,0,2,0,0,9,8,1.058823529,3.0,2.1
739,20160703SKLG0,20160703,SK,LG,0,T,0,W,2,27,173,44,37,12,2,1,1,3,1,0,1,5,0,1,8,0,0,0,0,7,7,1.6666666669999999,1.071428571,2.0
740,20160705LGSS0,20160705,SS,LG,0,B,0,W,0,27,137,37,33,7,4,0,0,0,0,0,1,2,0,1,5,0,0,0,0,3,3,0.75,0.0,0.272727273
741,20160705LGSS0,20160705,LG,SS,0,T,0,L,0,24,136,39,34,9,1,0,2,1,0,0,0,4,0,1,4,1,0,0,1,7,7,1.5,15.0,2.5714285709999998
742,20160706HHSK0,20160706,SK,HH,0,B,0,L,0,27,213,51,42,16,3,1,1,3,0,0,0,8,0,1,6,0,1,0,0,13,13,3.3,3.230769231,4.125
743,20160706HHSK0,20160706,HH,SK,0,T,0,W,0,27,128,34,31,6,0,0,1,0,0,0,1,2,0,0,8,1,0,0,1,2,2,1.5,1.5,1.0
744,20160706HTKT0,20160706,KT,HT,0,B,0,L,0,27,187,42,33,10,1,0,1,3,1,1,0,7,0,1,9,2,0,0,0,7,7,3.0,2.4,1.8
745,20160706HTKT0,20160706,HT,KT,0,T,0,W,0,27,128,37,34,8,0,0,0,0,0,0,0,3,0,0,6,1,0,0,0,0,0,0.5,2.0,3.0
746,20160706LTNC0,20160706,NC,LT,0,B,0,W,0,27,152,39,35,9,1,1,0,0,0,0,1,2,0,1,6,1,1,0,0,3,3,1.0,1.333333333,0.6
747,20160706LTNC0,20160706,LT,NC,0,T,0,L,0,24,183,40,36,12,1,0,3,0,0,0,0,3,0,1,6,0,1,0,0,12,12,5.25,2.5714285709999998,1.2
748,20160706WOOB0,20160706,OB,WO,0,B,0,L,0,27,171,41,35,9,2,1,0,0,0,0,0,6,0,0,5,1,0,0,0,6,6,3.0,1.5,1.363636364
749,20160706WOOB0,20160706,WO,OB,0,T,0,W,0,27,190,44,38,10,3,0,1,1,0,0,0,5,0,1,10,0,0,0,0,5,5,0.9,1.9090909090000001,2.25
750,20160707HHSK0,20160707,SK,HH,0,B,0,L,0,27,157,46,44,18,2,1,4,0,1,0,0,2,0,0,8,1,0,1,0,14,6,10.5,1.636363636,2.625
751,20160707HHSK0,20160707,HH,SK,0,T,0,W,0,27,118,40,37,13,3,0,1,0,0,2,0,1,0,0,7,1,0,0,0,4,3,0.75,1.571428571,2.25
752,20160707HTKT0,20160707,KT,HT,0,B,0,L,0,27,153,42,32,10,3,0,0,0,0,3,1,5,0,1,5,1,1,0,0,5,2,1.5,2.727272727,1.2
753,20160707HTKT0,20160707,HT,KT,0,T,0,W,0,27,122,32,30,3,1,0,1,1,0,0,1,1,0,0,5,0,0,0,0,2,1,0.6,0.0,1.0
754,20160707LGSS0,20160707,SS,LG,0,B,0,W,3,27,196,45,39,14,5,0,3,2,1,0,0,5,0,1,3,1,0,0,0,11,11,3.0,2.347826087,2.25
755,20160707LGSS0,20160707,LG,SS,0,T,0,L,3,24,167,43,35,15,6,0,3,0,0,1,2,3,0,2,5,0,2,0,0,12,12,2.1818181819999998,1.772727273,3.428571429
756,20160707LTNC0,20160707,NC,LT,0,B,0,W,1,27,142,37,35,9,2,0,2,0,0,0,0,2,0,0,12,1,0,0,0,4,4,1.0,1.8,0.6
757,20160707LTNC0,20160707,LT,NC,0,T,0,L,0,24,132,36,30,8,3,0,1,1,0,1,1,2,0,2,5,0,0,0,0,8,8,4.2,1.125,0.666666667
758,20160707WOOB0,20160707,OB,WO,0,B,0,W,0,27,114,35,34,7,3,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,1,0.666666667,0.857142857,0.6
759,20160707WOOB0,20160707,WO,OB,0,T,0,L,0,24,131,33,29,10,2,2,0,1,2,1,2,0,0,1,4,0,0,0,0,4,4,0.333333333,1.263157895,1.0
760,20160708HTOB0,20160708,OB,HT,0,B,0,L,0,27,187,47,42,18,2,0,3,2,0,1,0,4,0,0,5,2,1,0,0,12,12,2.4,2.5714285709999998,2.625
761,20160708HTOB0,20160708,HT,OB,0,T,0,W,0,27,153,37,35,9,2,1,1,1,0,0,0,2,0,0,4,1,0,0,0,6,6,3.0,0.5,1.0
762,20160708KTSK0,20160708,SK,KT,0,B,0,W,0,27,119,35,32,9,1,0,0,1,0,0,1,2,0,0,4,2,0,0,0,3,3,0.75,0.666666667,0.25
763,20160708KTSK0,20160708,KT,SK,0,T,0,L,0,24,166,38,33,10,4,0,2,4,0,0,0,5,0,0,9,2,0,0,0,8,7,2.666666667,4.5,1.5
764,20160708LGLT0,20160708,LT,LG,0,B,0,W,0,27,155,38,35,9,4,0,1,3,0,0,1,2,0,0,4,0,0,0,0,5,5,2.142857143,1.263157895,1.0
765,20160708LGLT0,20160708,LG,LT,0,T,0,L,0,24,140,36,32,10,2,1,0,1,0,2,0,2,0,0,3,1,0,0,0,8,5,1.5,1.894736842,2.5
766,20160708NCWO0,20160708,WO,NC,0,B,0,L,0,27,161,42,39,11,2,0,2,0,0,0,0,3,0,0,8,0,1,0,0,11,7,3.0,4.8,2.625
767,20160708NCWO0,20160708,NC,WO,0,T,0,W,2,27,178,43,39,13,2,0,3,1,0,0,1,3,0,0,4,1,0,0,0,9,9,2.0,0.6,2.625
768,20160708SSHH0,20160708,HH,SS,0,B,0,W,0,27,174,42,33,8,1,0,0,0,0,1,0,7,0,1,6,1,0,0,0,3,3,1.363636364,1.857142857,2.625
769,20160708SSHH0,20160708,SS,HH,0,T,0,L,0,24,131,35,33,9,2,0,3,0,0,0,0,1,0,1,3,0,0,0,0,6,6,1.5,1.5789473680000001,0.666666667
770,20160709HTOB0,20160709,OB,HT,0,B,0,W,2,30,172,44,41,13,1,0,1,2,1,1,0,2,0,0,8,1,0,0,0,6,6,0.666666667,1.4482758619999998,1.0909090909999999
