,G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN
1877,20170523SKLT0,20170523,SK,LT,0,T,49,41,4,6,13,1,1,0,2,1,0,0,8,0,0,10,1,0,13,0.35714285700000004,14,5
1878,20170524HTHH0,20170524,HH,HT,0,B,37,33,3,3,6,0,0,1,0,0,0,0,2,0,2,3,0,0,7,0.111111111,9,1
1879,20170524HTHH0,20170524,HT,HH,0,T,48,39,9,9,15,5,0,2,0,0,1,1,6,0,1,4,0,0,12,0.545454545,11,6
1880,20170524KTSS0,20170524,SS,KT,0,B,51,40,8,8,13,1,1,1,1,0,1,1,9,3,0,7,1,0,13,0.41666666700000005,12,5
1881,20170524KTSS0,20170524,KT,SS,0,T,45,38,8,9,13,2,1,2,0,1,2,1,3,0,1,8,1,0,6,0.3,10,3
1882,20170524NCWO0,20170524,WO,NC,0,B,39,33,4,4,6,0,0,2,1,0,0,0,5,0,1,9,0,2,8,0.14285714300000002,7,1
1883,20170524NCWO0,20170524,NC,WO,0,T,41,37,4,5,14,1,1,0,0,0,1,0,1,0,2,5,2,0,9,0.272727273,11,3
1884,20170524OBLG0,20170524,LG,OB,0,B,38,31,1,1,6,0,0,0,2,0,1,1,4,0,1,8,0,0,10,0.111111111,9,1
1885,20170524OBLG0,20170524,OB,LG,0,T,37,32,2,2,6,0,0,1,0,2,0,0,4,0,1,6,0,0,8,0.25,4,1
1886,20170524SKLT0,20170524,LT,SK,0,B,37,35,7,7,12,3,1,1,0,0,0,0,1,0,1,7,1,0,6,0.5,8,4
1887,20170524SKLT0,20170524,SK,LT,0,T,37,33,5,5,8,1,0,3,0,0,0,0,4,0,0,8,2,0,5,0.25,4,1
1888,20170525HTHH0,20170525,HH,HT,0,B,38,33,3,4,6,0,0,1,1,0,0,0,4,0,0,10,0,1,7,0.25,4,1
1889,20170525HTHH0,20170525,HT,HH,0,T,47,36,5,6,8,0,0,0,2,0,0,0,10,0,1,10,1,1,14,0.14285714300000002,14,2
1890,20170525KTSS0,20170525,SS,KT,0,B,36,29,6,6,5,1,0,2,1,0,0,1,6,0,0,3,0,0,6,0.222222222,9,2
1891,20170525KTSS0,20170525,KT,SS,0,T,35,32,4,4,5,2,0,2,0,0,0,0,3,0,0,12,0,1,4,0.25,4,1
1892,20170525NCWO0,20170525,WO,NC,0,B,34,28,3,3,4,1,0,0,0,0,0,0,6,0,0,6,3,1,4,0.333333333,6,2
1893,20170525NCWO0,20170525,NC,WO,0,T,45,41,13,13,15,1,1,2,0,0,0,1,2,0,1,6,0,0,5,0.5,12,6
1894,20170525OBLG0,20170525,LG,OB,0,B,44,39,7,7,13,5,0,0,2,0,0,0,5,0,0,5,1,2,10,0.28571428600000004,14,4
1895,20170525OBLG0,20170525,OB,LG,0,T,43,39,7,9,11,1,1,2,0,0,0,1,3,0,0,8,0,2,7,0.1,10,1
1896,20170525SKLT0,20170525,LT,SK,0,B,46,42,17,17,18,4,0,4,0,0,0,0,4,0,0,6,1,1,5,0.5,14,7
1897,20170525SKLT0,20170525,SK,LT,0,T,41,39,6,6,12,2,0,4,0,0,0,0,2,0,0,8,1,0,8,0.14285714300000002,7,1
1898,20170526HHNC0,20170526,NC,HH,0,B,42,34,4,5,11,3,0,0,2,1,0,0,8,1,0,4,1,0,13,0.23076923100000002,13,3
1899,20170526HHNC0,20170526,HH,NC,0,T,43,41,2,3,15,0,0,0,0,0,1,0,1,0,0,10,0,2,13,0.272727273,11,3
1900,20170526KTOB0,20170526,OB,KT,0,B,37,34,3,3,7,0,0,1,1,0,1,0,1,0,1,8,2,0,4,0.333333333,6,2
1901,20170526KTOB0,20170526,KT,OB,0,T,46,40,5,5,18,1,1,0,1,2,2,1,3,1,0,11,2,0,11,0.25,12,3
1902,20170526LGSK0,20170526,SK,LG,0,B,35,31,6,6,8,3,0,2,1,0,0,1,3,1,0,5,0,0,5,0.28571428600000004,7,2
1903,20170526LGSK0,20170526,LG,SK,0,T,33,31,1,1,6,0,0,1,1,0,0,0,2,0,0,8,2,0,5,0.0,4,0
1904,20170526LTHT0,20170526,HT,LT,0,B,33,28,2,2,3,1,0,0,0,0,0,1,4,0,0,8,0,0,4,0.0,4,0
1905,20170526LTHT0,20170526,LT,HT,0,T,40,34,8,8,11,0,1,1,0,3,1,1,4,0,0,8,0,0,5,0.5555555560000001,9,5
1906,20170526SSWO0,20170526,WO,SS,0,B,54,43,18,18,20,5,0,1,2,0,0,1,9,0,1,3,1,2,12,0.434782609,23,10
1907,20170526SSWO0,20170526,SS,WO,0,T,40,32,3,3,7,1,0,0,1,1,0,1,6,0,1,5,1,1,10,0.111111111,9,1
1908,20170527HHNC0,20170527,NC,HH,0,B,37,34,1,1,10,2,0,0,0,0,0,1,2,0,0,6,2,0,9,0.14285714300000002,7,1
1909,20170527HHNC0,20170527,HH,NC,0,T,42,34,4,6,11,2,0,0,0,1,1,1,6,0,0,8,0,0,9,0.307692308,13,4
1910,20170527KTOB0,20170527,OB,KT,0,B,43,36,8,10,14,1,0,1,1,0,0,0,6,0,1,5,2,1,9,0.428571429,14,6
1911,20170527KTOB0,20170527,KT,OB,0,T,39,37,4,4,12,1,0,1,2,0,0,0,1,0,1,6,2,0,8,0.166666667,12,2
1912,20170527LGSK0,20170527,SK,LG,0,B,38,30,4,4,9,2,0,2,0,0,1,0,6,1,1,6,2,0,10,0.133333333,15,2
1913,20170527LGSK0,20170527,LG,SK,0,T,34,29,3,3,5,2,0,1,0,0,1,0,2,0,2,6,2,1,4,0.14285714300000002,7,1
1914,20170527LTHT0,20170527,HT,LT,0,B,51,42,15,15,17,8,0,2,0,0,0,0,7,0,2,6,0,1,12,0.35,20,7
1915,20170527LTHT0,20170527,LT,HT,0,T,45,36,6,7,10,2,0,0,0,0,0,0,9,0,0,2,2,2,11,0.26666666699999997,15,4
1916,20170527SSWO0,20170527,WO,SS,0,B,42,35,6,7,13,2,0,1,2,0,0,0,6,0,1,6,1,2,11,0.26666666699999997,15,4
1917,20170527SSWO0,20170527,SS,WO,0,T,36,35,4,4,7,1,1,1,0,0,0,0,1,0,0,5,0,0,5,0.25,8,2
1918,20170528HHNC0,20170528,NC,HH,0,B,37,33,1,1,8,0,0,0,0,1,0,1,2,0,1,10,1,0,9,0.0,7,0
1919,20170528HHNC0,20170528,HH,NC,0,T,44,39,8,8,12,2,0,1,2,0,1,0,3,0,1,8,0,0,9,0.454545455,11,5
1920,20170528KTOB0,20170528,OB,KT,0,B,42,34,8,9,12,5,0,1,2,0,0,2,5,0,1,3,0,0,9,0.181818182,22,4
1921,20170528KTOB0,20170528,KT,OB,0,T,35,32,5,5,8,1,1,0,0,1,0,0,3,0,0,5,2,0,3,1.0,4,4
1922,20170528LGSK0,20170528,SK,LG,0,B,35,31,4,5,7,1,0,4,0,0,0,0,4,0,0,11,1,0,6,0.0,5,0
1923,20170528LGSK0,20170528,LG,SK,0,T,36,33,1,2,10,1,0,1,1,1,1,0,1,0,1,9,2,1,7,0.14285714300000002,7,1
1924,20170528LTHT0,20170528,HT,LT,0,B,53,41,8,8,13,2,1,2,1,2,1,1,10,3,0,8,0,0,14,0.166666667,12,2
1925,20170528LTHT0,20170528,LT,HT,0,T,47,43,4,4,12,3,0,1,0,1,0,0,3,0,1,8,1,0,10,0.333333333,9,3
1926,20170528SSWO0,20170528,WO,SS,0,B,41,36,2,2,12,4,0,0,0,1,0,0,5,1,0,10,3,1,12,0.222222222,18,4
1927,20170528SSWO0,20170528,SS,WO,0,T,41,33,2,3,10,4,2,0,3,1,0,0,8,0,0,8,0,0,11,0.125,8,1
1928,20170530HTNC0,20170530,NC,HT,0,B,39,32,7,7,10,5,0,0,0,1,1,1,4,0,1,3,1,1,5,0.454545455,11,5
1929,20170530HTNC0,20170530,HT,NC,0,T,44,40,9,9,17,3,0,2,0,0,2,1,1,1,0,10,1,0,8,0.25,12,3
1930,20170530LTSS0,20170530,SS,LT,0,B,35,28,0,0,5,0,0,0,0,0,2,0,5,0,0,4,2,0,8,0.0,10,0
1931,20170530LTSS0,20170530,LT,SS,0,T,32,31,1,1,7,2,0,0,1,1,0,0,1,0,0,5,2,0,4,0.0,5,0
1932,20170530OBHH0,20170530,HH,OB,0,B,38,33,5,5,12,2,0,0,1,0,0,0,4,1,1,6,2,0,9,0.23076923100000002,13,3
1933,20170530OBHH0,20170530,OB,HH,0,T,38,34,2,2,9,2,0,0,0,0,0,0,3,0,1,5,2,2,9,0.2,10,2
1934,20170530SKKT0,20170530,KT,SK,0,B,36,34,3,3,8,1,0,1,0,0,0,0,2,0,0,14,1,0,6,0.166666667,6,1
1935,20170530SKKT0,20170530,SK,KT,0,T,43,35,8,8,9,2,0,1,2,0,0,2,6,0,0,8,0,0,8,0.23076923100000002,13,3
1936,20170530WOLG0,20170530,LG,WO,0,B,33,33,1,1,6,1,0,0,1,0,0,0,0,0,0,7,1,0,5,0.166666667,6,1
1937,20170530WOLG0,20170530,WO,LG,0,T,35,31,3,3,7,2,1,1,0,0,0,1,1,0,2,5,2,1,5,0.14285714300000002,7,1
1938,20170531HTNC0,20170531,NC,HT,0,B,39,36,2,2,10,3,0,0,0,0,0,1,2,0,0,7,0,0,10,0.111111111,9,1
1939,20170531HTNC0,20170531,HT,NC,0,T,43,37,10,10,13,2,1,3,0,0,0,0,5,0,1,4,3,1,6,0.625,8,5
1940,20170531LTSS0,20170531,SS,LT,0,B,37,33,8,11,11,4,0,1,0,2,0,1,1,0,2,6,1,0,2,0.545454545,11,6
1941,20170531LTSS0,20170531,LT,SS,0,T,43,33,4,4,7,1,0,2,0,1,0,0,9,0,1,6,0,2,12,0.1,10,1
1942,20170531OBHH0,20170531,HH,OB,0,B,35,29,3,3,7,1,0,1,0,1,2,0,3,0,1,8,0,0,8,0.25,8,2
1943,20170531OBHH0,20170531,OB,HH,0,T,36,31,1,1,5,1,0,0,0,0,0,0,4,0,1,7,1,1,8,0.166666667,6,1
1944,20170531SKKT0,20170531,KT,SK,0,B,36,33,2,2,8,3,0,0,1,0,0,0,3,0,0,6,2,1,7,0.222222222,9,2
1945,20170531SKKT0,20170531,SK,KT,0,T,41,35,8,8,10,4,0,2,0,0,1,0,5,0,0,7,1,0,6,0.222222222,9,2
1946,20170531WOLG0,20170531,LG,WO,0,B,38,31,5,5,13,4,0,0,2,0,3,1,3,0,0,4,1,2,9,0.5,14,7
1947,20170531WOLG0,20170531,WO,LG,0,T,39,34,1,2,8,2,1,0,0,0,0,0,4,0,1,6,1,0,10,0.0,9,0
1948,20170601HTNC0,20170601,NC,HT,0,B,40,33,7,8,10,1,0,2,1,1,0,1,5,0,1,6,0,2,8,0.333333333,9,3
1949,20170601HTNC0,20170601,HT,NC,0,T,40,36,6,7,11,3,0,1,0,1,1,0,3,0,0,7,2,1,6,0.428571429,7,3
1950,20170601LTSS0,20170601,SS,LT,0,B,40,37,12,13,13,1,2,1,1,0,0,0,3,0,0,7,0,0,3,0.6,15,9
1951,20170601LTSS0,20170601,LT,SS,0,T,34,31,2,2,6,2,0,0,0,0,1,0,2,0,0,2,1,2,5,0.25,8,2
1952,20170601OBHH0,20170601,HH,OB,0,B,37,35,6,6,11,2,0,2,0,1,1,1,0,0,0,2,0,0,4,0.222222222,9,2
1953,20170601OBHH0,20170601,OB,HH,0,T,46,37,7,8,13,3,0,3,1,0,0,1,8,0,0,4,2,1,11,0.181818182,11,2
1954,20170601SKKT0,20170601,KT,SK,0,B,35,33,2,4,8,1,0,1,0,0,0,0,2,0,0,6,1,0,4,0.4,5,2
1955,20170601SKKT0,20170601,SK,KT,0,T,40,38,10,10,13,5,0,3,1,2,0,0,2,0,0,8,0,1,3,0.583333333,12,7
1956,20170601WOLG0,20170601,LG,WO,0,B,37,33,6,6,11,3,0,1,0,1,1,0,3,0,0,5,1,0,7,0.444444444,9,4
1957,20170601WOLG0,20170601,WO,LG,0,T,35,34,1,1,8,0,0,0,0,0,0,1,0,0,0,7,0,1,7,0.25,4,1
1958,20170602HTSS0,20170602,SS,HT,0,B,42,35,5,5,14,1,0,1,3,0,1,1,4,0,1,8,0,0,13,0.133333333,15,2
1959,20170602HTSS0,20170602,HT,SS,0,T,31,29,1,1,4,0,0,1,0,1,0,0,2,0,0,7,1,1,3,0.0,1,0
1960,20170602KTLT0,20170602,LT,KT,0,B,44,39,7,8,13,3,0,1,0,1,0,0,3,0,2,7,1,0,9,0.307692308,13,4
1961,20170602KTLT0,20170602,KT,LT,0,T,45,41,11,11,16,3,0,1,0,0,0,0,3,0,1,6,1,0,7,0.5,18,9
1962,20170602NCLG0,20170602,LG,NC,0,B,34,29,1,1,5,0,0,1,0,1,0,0,5,0,0,12,1,1,6,0.0,1,0
1963,20170602NCLG0,20170602,NC,LG,0,T,40,32,4,4,9,0,0,0,0,0,2,0,4,0,2,7,2,0,9,0.333333333,12,4
1964,20170602OBWO0,20170602,WO,OB,0,B,36,31,4,4,7,0,1,2,0,0,0,1,3,0,1,2,2,1,5,0.25,4,1
1965,20170602OBWO0,20170602,OB,WO,0,T,52,40,15,15,16,4,0,1,0,0,0,1,11,0,0,5,3,0,10,0.5,16,8
1966,20170602SKHH0,20170602,HH,SK,0,B,45,38,4,5,13,3,0,0,1,0,2,0,5,0,0,4,0,0,14,0.2,15,3
1967,20170602SKHH0,20170602,SK,HH,0,T,36,33,4,4,6,2,0,2,0,0,0,0,2,0,1,5,0,2,5,0.25,4,1
1968,20170603HTSS0,20170603,SS,HT,0,B,47,39,6,6,13,6,0,3,1,0,1,1,4,1,2,9,1,2,13,0.166666667,12,2
1969,20170603HTSS0,20170603,HT,SS,0,T,47,38,3,5,10,0,0,1,2,0,0,0,8,0,1,8,1,0,12,0.272727273,11,3
1970,20170603KTLT0,20170603,LT,KT,0,B,35,34,1,1,8,2,0,0,0,0,0,0,1,0,0,6,1,1,7,0.166666667,6,1
1971,20170603KTLT0,20170603,KT,LT,0,T,48,40,8,10,16,3,0,0,1,0,2,1,5,0,0,8,1,1,11,0.363636364,22,8
1972,20170603NCLG0,20170603,LG,NC,0,B,37,34,3,3,7,2,0,0,0,0,0,0,2,0,1,7,0,0,7,0.25,8,2
1973,20170603NCLG0,20170603,NC,LG,0,T,40,35,4,4,11,2,0,0,2,0,2,0,3,0,0,7,1,1,9,0.25,12,3
1974,20170603OBWO0,20170603,WO,OB,0,B,43,37,7,8,16,3,0,1,1,1,0,0,5,0,1,4,2,0,11,0.375,16,6
1975,20170603OBWO0,20170603,OB,WO,0,T,42,36,5,5,10,3,0,2,0,1,0,0,5,0,1,5,0,0,10,0.222222222,9,2
1976,20170603SKHH0,20170603,HH,SK,0,B,40,35,2,2,10,2,0,1,1,1,0,0,5,0,0,5,1,0,11,0.2,10,2
1977,20170603SKHH0,20170603,SK,HH,0,T,37,31,5,5,6,1,0,2,0,1,0,0,5,0,1,8,1,2,5,0.5,4,2
1978,20170604HTSS0,20170604,SS,HT,0,B,42,34,3,3,7,1,1,0,0,0,0,1,6,0,1,3,1,1,12,0.153846154,13,2
1979,20170604HTSS0,20170604,HT,SS,0,T,49,43,13,13,18,5,1,1,0,0,0,1,4,0,1,5,1,2,9,0.5,18,9
1980,20170604KTLT0,20170604,LT,KT,0,B,44,35,14,14,14,2,0,4,0,0,3,0,6,1,0,6,1,0,6,0.5,14,7
1981,20170604KTLT0,20170604,KT,LT,0,T,43,36,8,8,12,4,0,1,0,0,1,1,5,0,0,9,1,2,8,0.384615385,13,5
1982,20170604NCLG0,20170604,LG,NC,0,B,38,34,5,5,10,0,1,1,0,1,1,0,2,1,1,7,1,1,6,0.333333333,6,2
1983,20170604NCLG0,20170604,NC,LG,0,T,45,36,5,6,9,4,0,0,0,1,0,1,5,0,3,7,0,0,12,0.214285714,14,3
1984,20170604OBWO0,20170604,WO,OB,0,B,43,34,1,1,10,0,0,0,2,0,0,1,7,0,1,7,1,0,15,0.166666667,12,2
1985,20170604OBWO0,20170604,OB,WO,0,T,43,40,6,6,16,2,0,2,0,0,0,0,2,0,1,6,2,0,10,0.333333333,12,4
1986,20170604SKHH0,20170604,HH,SK,0,B,37,35,3,4,8,3,0,0,0,0,1,0,1,0,0,4,1,0,6,0.363636364,11,4
1987,20170604SKHH0,20170604,SK,HH,0,T,45,36,7,7,11,0,0,6,0,0,1,0,8,0,0,4,0,2,11,0.111111111,9,1
1988,20170606LTNC0,20170606,NC,LT,0,B,37,34,4,4,8,1,0,2,1,0,0,0,3,0,0,11,1,2,6,0.166666667,6,1
1989,20170606LTNC0,20170606,LT,NC,0,T,43,35,5,5,7,1,1,1,1,0,0,0,7,0,1,9,0,0,11,0.25,12,3
1990,20170606SSOB0,20170606,OB,SS,0,B,48,37,10,10,9,2,0,3,1,0,0,1,9,0,1,10,1,2,8,0.428571429,7,3
1991,20170606SSOB0,20170606,SS,OB,0,T,53,48,10,12,18,6,0,1,0,0,1,0,3,0,1,8,0,1,11,0.4375,16,7
1992,20170606WOSK0,20170606,SK,WO,0,B,35,27,6,6,7,1,0,1,1,1,0,1,7,0,0,5,1,0,4,0.571428571,7,4
1993,20170606WOSK0,20170606,WO,SK,0,T,36,33,5,5,9,1,0,3,0,1,0,0,3,0,0,3,2,1,4,0.25,4,1
1994,20170607HHHT0,20170607,HT,HH,0,B,41,36,7,7,12,2,0,2,0,0,0,0,4,0,1,4,0,0,10,0.5555555560000001,9,5
1995,20170607HHHT0,20170607,HH,HT,0,T,33,31,0,0,5,0,0,0,1,0,0,0,2,0,0,7,1,1,6,0.333333333,3,1
1996,20170607LGKT0,20170607,KT,LG,0,B,44,37,7,7,12,2,1,0,3,0,0,0,7,0,0,7,1,1,10,0.41176470600000004,17,7
1997,20170607LGKT0,20170607,LG,KT,0,T,43,39,10,11,12,0,1,0,1,0,0,1,3,0,0,9,0,0,5,0.4375,16,7
1998,20170607LTNC0,20170607,NC,LT,0,B,46,39,12,12,16,1,0,3,2,0,0,1,3,0,3,7,0,1,10,0.583333333,12,7
1999,20170607LTNC0,20170607,LT,NC,0,T,39,38,3,4,11,0,0,1,0,0,0,0,0,0,1,6,1,0,8,0.333333333,9,3
2000,20170607SSOB0,20170607,OB,SS,0,B,44,38,7,9,13,2,1,2,2,0,0,0,4,0,2,8,0,1,11,0.272727273,11,3
2001,20170607SSOB0,20170607,SS,OB,0,T,40,37,6,7,10,5,0,1,0,0,0,0,3,0,0,9,0,1,6,0.272727273,11,3
2002,20170607WOSK0,20170607,SK,WO,0,B,40,36,2,2,9,0,0,2,0,0,0,0,2,0,2,8,1,1,11,0.2,5,1
2003,20170607WOSK0,20170607,WO,SK,0,T,39,38,5,6,12,4,0,0,2,0,0,0,1,0,0,9,2,1,6,0.272727273,11,3
2004,20170608HHHT0,20170608,HT,HH,0,B,36,36,7,8,13,4,0,2,0,1,0,0,0,0,0,7,0,0,4,0.444444444,9,4
2005,20170608HHHT0,20170608,HH,HT,0,T,36,33,4,4,11,2,1,0,0,0,0,2,1,0,0,4,2,0,5,0.6,5,3
2006,20170608LGKT0,20170608,KT,LG,0,B,39,37,4,4,10,2,0,1,0,0,0,0,2,0,0,14,0,0,8,0.2,10,2
2007,20170608LGKT0,20170608,LG,KT,0,T,36,30,5,5,8,1,0,0,0,0,2,0,1,0,3,4,1,0,4,0.666666667,6,4
2008,20170608LTNC0,20170608,NC,LT,0,B,45,43,16,16,20,7,0,4,1,0,0,1,0,0,1,8,0,0,5,0.38888888899999996,18,7
2009,20170608LTNC0,20170608,LT,NC,0,T,33,31,0,0,5,2,0,0,0,0,0,0,1,0,1,5,1,1,6,0.0,4,0
2010,20170608SSOB0,20170608,OB,SS,0,B,40,29,4,4,6,1,0,1,0,1,2,1,7,1,1,4,1,0,7,0.166666667,6,1
2011,20170608SSOB0,20170608,SS,OB,0,T,38,33,3,3,6,0,0,1,2,0,1,0,4,0,0,10,1,0,5,0.14285714300000002,7,1
2012,20170608WOSK0,20170608,SK,WO,0,B,34,31,2,2,6,2,0,0,1,2,0,0,1,0,2,12,0,1,5,0.28571428600000004,7,2
2013,20170608WOSK0,20170608,WO,SK,0,T,43,39,5,6,12,2,0,0,0,0,0,1,3,0,0,5,0,0,10,0.28571428600000004,14,4
2014,20170609KTNC0,20170609,NC,KT,0,B,48,41,6,6,12,4,0,0,2,1,1,0,5,0,1,9,0,0,11,0.375,16,6
2015,20170609KTNC0,20170609,KT,NC,0,T,41,38,5,5,7,0,1,2,2,1,0,0,3,0,0,12,1,1,3,0.375,8,3
2016,20170609OBLT0,20170609,LT,OB,0,B,34,32,0,0,5,0,0,0,1,0,0,0,2,0,0,11,0,1,7,0.25,4,1
2017,20170609OBLT0,20170609,OB,LT,0,T,40,34,4,4,7,2,0,0,0,0,0,1,5,0,0,7,0,0,9,0.375,8,3
2018,20170609SKLG0,20170609,LG,SK,0,B,32,29,3,3,6,2,0,0,0,0,1,0,2,0,0,9,0,0,5,0.4,5,2
2019,20170609SKLG0,20170609,SK,LG,0,T,34,34,1,1,8,3,0,0,0,0,0,0,0,0,0,10,1,0,6,0.166666667,6,1
2020,20170609SSHH0,20170609,HH,SS,0,B,38,37,5,5,10,4,0,1,3,0,0,0,1,0,0,4,0,0,6,0.5,8,4
2021,20170609SSHH0,20170609,SS,HH,0,T,44,37,7,8,13,4,0,1,0,1,0,1,4,0,2,6,0,0,9,0.375,8,3
2022,20170609WOHT0,20170609,HT,WO,0,B,41,41,4,5,14,1,1,1,0,0,0,0,0,0,0,5,0,0,9,0.428571429,7,3
2023,20170609WOHT0,20170609,WO,HT,0,T,41,36,7,7,11,2,0,2,0,1,0,0,5,0,0,8,2,0,7,0.4,10,4
2024,20170610KTNC0,20170610,NC,KT,0,B,38,30,3,4,6,2,0,0,2,0,1,0,6,0,1,4,0,0,10,0.14285714300000002,7,1
2025,20170610KTNC0,20170610,KT,NC,0,T,37,30,1,1,4,1,0,0,0,0,1,0,5,0,1,6,0,2,9,0.0,7,0
2026,20170610OBLT0,20170610,LT,OB,0,B,48,41,6,7,15,2,0,1,1,1,2,0,4,1,1,8,1,0,12,0.235294118,17,4
2027,20170610OBLT0,20170610,OB,LT,0,T,39,37,6,6,9,1,0,4,0,0,0,0,2,0,0,5,2,2,3,0.333333333,3,1
2028,20170610SKLG0,20170610,LG,SK,0,B,38,36,3,3,9,3,0,0,1,0,0,0,1,0,1,8,0,1,8,0.23076923100000002,13,3
2029,20170610SKLG0,20170610,SK,LG,0,T,39,33,4,4,7,2,0,2,1,0,1,0,5,1,0,3,1,1,8,0.0,4,0
2030,20170610SSHH0,20170610,HH,SS,0,B,42,33,9,10,11,2,1,0,1,0,1,1,5,0,2,4,1,0,8,0.28571428600000004,14,4
2031,20170610SSHH0,20170610,SS,HH,0,T,33,33,2,2,9,2,0,0,0,0,0,0,0,0,0,5,2,1,4,0.5,4,2
2032,20170610WOHT0,20170610,HT,WO,0,B,41,38,3,4,12,1,1,1,0,0,0,0,3,0,0,3,1,0,10,0.125,8,1
2033,20170610WOHT0,20170610,WO,HT,0,T,45,39,8,8,13,3,0,1,0,0,0,1,5,0,0,6,0,0,10,0.454545455,11,5
2034,20170611KTNC0,20170611,NC,KT,0,B,34,28,4,5,7,2,0,1,0,1,1,0,3,0,2,4,1,1,5,0.333333333,6,2
2035,20170611KTNC0,20170611,KT,NC,0,T,34,33,0,0,8,0,0,0,0,0,0,0,1,0,0,8,2,0,7,0.25,4,1
2036,20170611OBLT0,20170611,LT,OB,0,B,41,35,7,7,12,2,1,1,0,0,0,2,4,0,0,5,0,2,10,0.2,15,3
2037,20170611OBLT0,20170611,OB,LT,0,T,38,37,3,4,9,1,0,1,0,0,0,0,0,0,1,8,0,2,7,0.2,10,2
2038,20170611SKLG0,20170611,LG,SK,0,B,50,39,19,19,18,5,1,0,0,0,0,3,6,0,2,6,0,0,7,0.6190476189999999,21,13
2039,20170611SKLG0,20170611,SK,LG,0,T,31,31,1,1,4,1,0,1,0,0,0,0,0,0,0,9,0,1,3,0.0,2,0
2040,20170611SSHH0,20170611,HH,SS,0,B,40,34,4,4,8,2,0,1,0,0,0,0,6,0,0,4,2,0,9,0.181818182,11,2
2041,20170611SSHH0,20170611,SS,HH,0,T,43,37,7,7,11,1,1,1,0,0,0,1,3,0,2,9,0,1,9,0.3,10,3
2042,20170611WOHT0,20170611,HT,WO,0,B,45,35,6,6,13,1,0,1,1,0,1,0,9,1,0,5,1,2,15,0.3125,16,5
2043,20170611WOHT0,20170611,WO,HT,0,T,34,31,2,2,3,0,0,0,0,0,0,0,3,0,0,6,1,1,5,0.5,2,1
2044,20170613HHSK0,20170613,SK,HH,0,B,43,36,8,8,12,2,0,3,0,0,1,1,2,0,3,7,1,0,8,0.375,8,3
2045,20170613HHSK0,20170613,HH,SK,0,T,48,40,11,11,17,5,0,0,0,0,2,0,4,2,2,7,1,0,10,0.41176470600000004,17,7
2046,20170613HTLT0,20170613,LT,HT,0,B,44,38,7,7,12,3,1,1,0,0,1,0,4,0,1,8,1,1,10,0.214285714,14,3
2047,20170613HTLT0,20170613,HT,LT,0,T,44,34,10,10,10,2,0,1,0,0,1,1,7,1,1,6,2,1,7,0.5,12,6
2048,20170613KTSS0,20170613,SS,KT,0,B,35,31,4,4,9,2,0,0,3,1,0,1,3,0,0,6,1,1,7,0.375,8,3
2049,20170613KTSS0,20170613,KT,SS,0,T,36,33,0,0,6,0,0,0,0,0,0,0,3,0,0,8,0,1,9,0.0,6,0
2050,20170613LGOB0,20170613,OB,LG,0,B,36,34,7,7,10,3,0,2,0,0,0,0,2,0,0,6,0,0,5,0.5,6,3
2051,20170613LGOB0,20170613,LG,OB,0,T,37,34,4,4,11,0,0,1,0,1,0,0,3,0,0,5,2,0,6,0.333333333,6,2
2052,20170613NCWO0,20170613,WO,NC,0,B,39,33,5,5,5,1,0,0,1,0,0,0,6,0,0,10,0,1,7,0.428571429,7,3
2053,20170613NCWO0,20170613,NC,WO,0,T,51,42,14,14,17,3,0,0,0,0,0,0,7,0,2,4,2,1,10,0.5,20,10
2054,20170614HHSK0,20170614,SK,HH,0,B,35,30,5,6,6,1,0,2,0,0,0,0,4,0,1,13,1,1,5,0.2,5,1
2055,20170614HHSK0,20170614,HH,SK,0,T,37,32,3,3,6,1,0,2,1,1,0,0,4,0,1,7,1,1,7,0.125,8,1
2056,20170614HTLT0,20170614,LT,HT,0,B,35,32,3,3,6,2,0,1,0,1,0,0,3,0,0,10,0,1,5,0.166666667,6,1
2057,20170614HTLT0,20170614,HT,LT,0,T,44,36,4,6,11,2,0,1,1,1,0,0,8,0,0,6,1,0,11,0.222222222,9,2
2058,20170614KTSS0,20170614,SS,KT,0,B,36,35,4,5,9,3,0,1,4,1,0,0,1,0,0,8,0,2,4,0.5,6,3
2059,20170614KTSS0,20170614,KT,SS,0,T,41,36,6,7,10,2,0,0,1,0,0,2,2,0,1,7,0,0,7,0.384615385,13,5
2060,20170614LGOB0,20170614,OB,LG,0,B,35,33,1,1,7,4,0,0,0,0,0,0,2,0,0,7,1,0,7,0.111111111,9,1
2061,20170614LGOB0,20170614,LG,OB,0,T,42,32,5,5,9,3,0,1,1,0,2,0,8,0,0,8,2,0,10,0.25,12,3
2062,20170614NCWO0,20170614,WO,NC,0,B,39,38,8,8,15,0,1,4,0,0,0,0,1,0,0,9,0,0,7,0.4,5,2
2063,20170614NCWO0,20170614,NC,WO,0,T,43,39,4,4,15,0,0,1,2,0,0,1,1,0,2,6,2,0,12,0.333333333,12,4
2064,20170615HHSK0,20170615,SK,HH,0,B,35,33,4,4,11,1,0,2,0,1,0,0,2,0,0,7,1,1,7,0.166666667,6,1
