,GYEAR,P_ID,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,BA,SLG,IsoP,RC,wOBA,wRAA,wRC,wRC+
457,2017,65103,198,181,30,29,50,6,1,7,3,5,0,1,13,0,3,19,8,5,0.27624309392265195,0.43646408839779005,0.1602209944751381,22.81676767676767,0.3410252525252525,-1.784101174345076,26.72098938800836,93.32547259878385
458,2017,65399,266,228,39,35,54,9,0,9,1,2,1,1,24,1,12,73,2,1,0.23684210526315788,0.39473684210526316,0.15789473684210528,32.54421052631579,0.33192424242424245,-4.583696038980579,35.89276806000384,87.23560000283882
459,2017,66306,57,50,2,5,7,2,0,1,0,0,0,0,7,0,0,16,3,0,0.14,0.24,0.09999999999999998,2.6670175438596493,0.23198245614035085,-6.128274616079495,7.58748641024422,20.360303884606957
460,2017,67341,622,552,47,111,179,29,8,2,12,4,2,2,60,2,6,67,9,3,0.3242753623188406,0.4166666666666667,0.09239130434782611,95.09762057877812,0.3710631067961165,11.273037422930862,83.9881238543777,113.42507731681654
461,2017,71842,150,137,17,16,36,3,0,3,0,0,4,0,4,0,5,32,8,3,0.26277372262773724,0.35036496350364965,0.08759124087591241,12.930266666666666,0.3012465753424658,-6.741656457660459,20.205055623615596,66.70786934488662
462,2017,72133,596,509,90,83,175,23,2,14,4,2,0,9,72,6,6,88,13,0,0.343811394891945,0.4793713163064833,0.13555992141453826,107.61114093959732,0.4022762711864407,27.60673679053178,80.50632002817204,134.31113197928383
463,2017,72456,334,294,33,48,82,13,0,5,4,0,9,6,20,0,5,41,10,7,0.2789115646258503,0.3741496598639456,0.09523809523809529,36.70317365269461,0.31858461538461536,-9.780251546105207,45.0607178097422,78.30948869792591
464,2017,73342,269,241,29,27,67,15,1,3,0,0,1,1,25,1,1,58,9,0,0.27800829875518673,0.38589211618257263,0.1078838174273859,31.395390334572493,0.33284644194756563,-4.41129820786345,36.29860112190386,87.85268289174321
465,2017,74215,586,538,105,90,168,30,1,20,0,1,0,7,33,0,8,85,24,3,0.31226765799256506,0.483271375464684,0.17100371747211895,86.1283276450512,0.3683941979522184,9.207768744354102,79.125712915946,111.63919699703465
466,2017,74823,85,82,7,8,24,1,0,0,1,2,0,0,2,0,1,16,3,0,0.2926829268292683,0.3048780487804878,0.012195121951219523,6.807058823529412,0.2916705882352941,-4.555555555555554,11.421405228758172,60.30016945049628
467,2017,77463,384,342,62,46,110,23,1,12,0,1,0,3,34,2,5,94,9,6,0.3216374269005848,0.5,0.17836257309941522,65.94536458333333,0.39005497382198956,13.547524794619694,51.875280012485995,126.13334258221391
468,2017,77564,530,472,78,59,133,26,1,15,0,1,0,8,43,2,7,93,15,6,0.2817796610169492,0.4364406779661017,0.15466101694915252,70.1526037735849,0.34527272727272723,-2.742054693274215,71.5448263118995,96.1676384440612
469,2017,78135,434,377,44,57,100,18,0,9,11,6,4,2,40,0,11,73,7,2,0.26525198938992045,0.38461538461538464,0.11936339522546419,53.1331797235023,0.3369255813953489,-5.517884078065556,58.57728598138695,90.58220843477461
470,2017,78168,615,539,76,87,179,28,3,6,15,6,2,6,67,1,1,68,11,12,0.3320964749536178,0.42857142857142855,0.09647495361781072,97.37788617886179,0.3787091503267974,15.393972403776354,83.05003084943704,118.54136995335904
471,2017,79109,390,334,39,47,91,13,4,8,10,5,1,5,45,2,5,105,8,11,0.27245508982035926,0.40718562874251496,0.1347305389221557,51.462564102564095,0.3464418604651162,-1.6058486166257167,52.645882439444556,96.9499551441107
472,2017,79113,107,92,14,17,24,6,1,2,0,3,2,2,10,0,1,24,0,3,0.2608695652173913,0.41304347826086957,0.15217391304347827,12.841869158878504,0.331952380952381,-1.8410977760571192,14.427793478728438,87.25442868773196
473,2017,79192,372,333,35,28,89,12,3,2,5,6,10,1,17,1,11,66,8,3,0.2672672672672673,0.33933933933933935,0.07207207207207206,35.535000000000004,0.3055180055401662,-15.283922257505111,50.17891418747983,69.56606479987035
474,2017,79300,40,35,5,7,6,0,0,1,0,1,1,2,2,0,0,8,0,0,0.17142857142857143,0.2571428571428571,0.08571428571428569,1.939,0.2049230769230769,-5.278298936835522,5.268042526579112,2.253723391934781
475,2017,79365,284,256,39,33,69,9,0,11,2,1,6,2,17,0,3,56,9,8,0.26953125,0.43359375,0.1640625,33.76971830985916,0.33204676258992805,-4.8624385044809655,38.32287873766028,87.317583452058
476,2017,99606,321,276,30,32,86,14,0,6,4,3,1,2,36,2,6,49,4,5,0.3115942028985507,0.427536231884058,0.11594202898550726,49.772087227414325,0.3757924528301887,7.189139438564208,43.357396073017334,116.5896837165437
477,2017,60558,410,374,42,53,106,29,1,9,15,9,8,6,16,0,6,93,7,10,0.28342245989304815,0.4385026737967914,0.15508021390374327,50.4819512195122,0.3320174129353234,-7.030587801732072,55.332852224873825,87.2979443509809
478,2017,60566,241,227,15,33,76,8,0,0,12,2,5,0,7,0,2,15,7,8,0.33480176211453744,0.3700440528634361,0.035242290748898675,30.01526970954357,0.3377796610169492,-2.878140645813229,32.52305750769372,91.15370940275633
479,2017,61204,205,178,14,26,42,19,0,3,4,3,13,0,14,0,0,25,2,7,0.23595505617977527,0.39325842696629215,0.15730337078651688,20.519414634146344,0.3039375,-8.715277777777768,27.632486449864498,68.50848138111014
480,2017,62556,381,325,47,49,77,11,0,5,5,2,13,5,25,1,13,76,8,10,0.23692307692307693,0.3169230769230769,0.07999999999999999,34.33307086614174,0.2921008174386921,-20.27153437746911,51.38179387302502,60.58805409260405
481,2017,62934,347,308,31,60,76,18,4,6,10,4,1,5,24,1,9,59,4,0,0.24675324675324675,0.38961038961038963,0.14285714285714288,39.77129682997118,0.314040579710145,-11.585292538915702,46.811612989801404,75.26888133436717
482,2017,62947,561,498,99,103,173,42,2,24,17,7,0,3,48,10,12,116,8,8,0.3473895582329317,0.5843373493975904,0.2369477911646587,122.17326203208556,0.42774773139745914,38.89383677865817,75.8043294773238,151.35516838800842
483,2017,63963,554,472,86,72,135,20,2,19,3,3,7,7,51,1,17,90,12,3,0.2860169491525424,0.4576271186440678,0.1716101694915254,82.21097472924187,0.36777472527472527,8.394939297378329,74.80515332003138,111.22468150471765
484,2017,66508,129,117,11,37,30,5,2,1,20,3,2,1,7,0,2,37,1,0,0.2564102564102564,0.358974358974359,0.10256410256410259,15.275193798449612,0.3016850393700788,-5.746729829503011,17.370451706748042,67.00126425780644
485,2017,66965,51,47,4,3,9,1,0,1,0,0,0,0,4,0,0,7,2,3,0.19148936170212766,0.2765957446808511,0.08510638297872342,3.028235294117647,0.24629411764705883,-4.823848238482384,6.790414740421915,29.936844756973368
486,2017,66968,27,24,1,16,4,0,0,0,9,1,1,0,0,0,2,9,0,0,0.16666666666666666,0.16666666666666666,0.0,1.7999999999999998,0.20076923076923078,-3.664165103189493,3.509290181363353,-0.5257915827021398
487,2017,67598,468,423,57,71,128,38,0,15,10,7,2,3,29,0,11,100,18,8,0.30260047281323876,0.4988179669030733,0.19621749408983452,70.03333333333335,0.3762017167381974,10.654384312083467,63.20276577844463,116.86353958860947
488,2017,67935,518,437,111,91,131,24,0,35,4,0,0,4,65,2,12,134,9,9,0.2997711670480549,0.5949656750572082,0.2951945080091533,108.97362934362936,0.4233158914728682,33.83887243265197,69.99532600855726,148.3896359683283
489,2017,71552,464,409,82,43,119,15,0,14,0,0,0,5,49,0,1,89,24,1,0.29095354523227385,0.43031784841075793,0.13936430317848408,59.875,0.3563728448275862,2.2520325203252045,62.64485351836277,103.59519878723691
490,2017,71564,608,540,111,73,173,13,0,34,1,1,0,3,50,8,15,84,22,8,0.32037037037037036,0.5333333333333333,0.21296296296296297,107.81825657894737,0.3995316666666667,26.65515206263175,82.12384071062934,132.47460046616928
491,2017,71565,215,185,21,35,47,5,1,4,2,4,5,0,15,2,10,38,6,2,0.25405405405405407,0.3567567567567568,0.10270270270270271,21.806697674418608,0.3210576923076923,-5.815353345841144,28.997951844903067,79.96432955782552
492,2017,72546,337,304,42,38,82,15,2,6,2,1,18,3,10,1,2,42,10,7,0.26973684210526316,0.39144736842105265,0.12171052631578949,32.9586350148368,0.3024025157232704,-14.794356098697254,45.451099833535025,67.48135817409111
493,2017,73213,391,349,45,32,122,17,1,5,1,0,13,5,16,1,8,44,5,10,0.3495702005730659,0.4469914040114613,0.09742120343839539,61.97508951406649,0.37455437665782493,8.31956754580809,52.806277666357566,115.76123433893737
494,2017,73306,304,268,24,29,64,16,0,6,1,0,2,2,22,0,10,67,8,11,0.23880597014925373,0.3656716417910448,0.12686567164179105,31.529473684210522,0.3114569536423841,-10.859156361983034,41.00427909091454,73.54006734409593
495,2017,74358,52,44,4,4,10,3,0,1,0,1,1,0,6,0,1,13,2,2,0.22727272727272727,0.36363636363636365,0.13636363636363638,4.937692307692307,0.32086274509803925,-1.4156614768762044,6.9927757408293045,79.83388209578057
496,2017,74465,382,319,56,43,78,15,0,14,1,2,0,0,50,0,13,92,17,9,0.2445141065830721,0.4231974921630094,0.1786833855799373,48.512565445026176,0.35903141361256546,2.771454381210493,51.57725511618118,105.37416013420689
497,2017,74540,515,456,68,62,130,22,1,22,0,2,0,3,41,6,15,104,15,11,0.2850877192982456,0.4824561403508772,0.19736842105263158,76.97211650485437,0.36678388998035366,7.343002113714676,69.5392582565315,110.56167150480356
498,2017,76509,448,390,35,49,114,17,1,2,9,4,7,1,37,4,13,73,5,4,0.2923076923076923,0.3564102564102564,0.0641025641025641,55.28794642857143,0.33810755148741417,-5.217540138788114,60.46835370504735,91.37311484988739
499,2017,77532,667,576,80,113,193,35,4,20,25,8,1,3,83,8,4,96,7,2,0.3350694444444444,0.5138888888888888,0.17881944444444442,131.75307346326838,0.41057598784194527,35.89628174397245,90.09881751385903,139.86482508076236
500,2017,78122,420,362,34,33,96,19,0,3,0,1,18,2,16,0,22,43,11,9,0.26519337016574585,0.3425414364640884,0.07734806629834257,41.90990476190476,0.314681592039801,-13.779341773517226,56.66719204339639,75.69780992325005
501,2017,78513,496,455,69,76,146,27,1,18,2,4,2,2,30,2,7,70,11,0,0.3208791208791209,0.5032967032967033,0.18241758241758238,81.70354838709677,0.38240853658536583,14.072840240597529,66.9883726617754,121.016786500295
502,2017,78536,22,20,4,1,4,2,0,0,0,0,1,0,1,0,0,10,0,0,0.2,0.3,0.09999999999999998,1.5409090909090908,0.24285714285714283,-2.149180539424442,2.8723099754807073,27.637018874597917
503,2017,78813,527,474,90,64,148,25,3,17,9,6,3,9,39,2,2,81,6,6,0.31223628691983124,0.48523206751054854,0.1729957805907173,84.3218595825427,0.36857279693486594,8.36573079013041,71.1608742519737,111.75870516569036
504,2017,61208,224,198,31,43,56,11,2,5,1,1,4,2,19,1,1,32,2,0,0.2828282828282828,0.43434343434343436,0.15151515151515155,30.82294642857143,0.34500456621004566,-1.2131681742996996,30.23458407065045,95.98820048181315
505,2017,62700,470,432,52,69,123,18,8,11,7,6,9,1,23,0,5,83,6,9,0.2847222222222222,0.4398148148148148,0.15509259259259262,60.958893617021275,0.3390086767895879,-5.091167036037647,63.43916772971056,91.97609608189497
506,2017,63257,44,43,4,5,8,1,0,2,0,0,0,0,1,0,0,11,0,1,0.18604651162790697,0.3488372093023256,0.16279069767441862,3.1213636363636366,0.2369090909090909,-4.534778681120144,5.836936848156361,23.656924560266944
507,2017,66749,43,34,3,3,9,2,0,0,0,0,0,0,8,0,1,15,0,2,0.2647058823529412,0.3235294117647059,0.05882352941176472,5.584186046511628,0.36248837209302326,0.4462511291779594,5.8153779332366975,107.68735795310869
508,2017,76267,452,399,57,65,120,16,6,7,3,2,1,5,38,1,9,58,10,7,0.3007518796992481,0.42355889724310775,0.12280701754385964,63.65973451327434,0.3575466666666667,2.6730743751882104,61.02591388136104,104.38065286002656
509,2017,79290,96,86,17,15,18,3,0,3,0,0,0,1,5,0,4,23,2,0,0.20930232558139536,0.3488372093023256,0.13953488372093023,8.557291666666666,0.2840416666666667,-5.806684733513998,12.899513700692564,55.195333846342606
510,2017,60636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3170731707317073,100.0
511,2017,60658,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,-0.6341463414634146,-0.0470731707317073,-134.8690153568202
512,2017,61197,22,20,4,4,4,0,2,1,1,0,1,0,1,0,0,4,0,1,0.2,0.55,0.35000000000000003,2.795454545454545,0.3177142857142857,-0.6615047102851974,2.939931604077946,77.72711413181153
513,2017,61666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3170731707317073,100.0
514,2017,62637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3170731707317073,100.0
515,2017,66606,174,156,27,27,48,15,0,3,3,2,3,3,10,0,2,20,2,6,0.3076923076923077,0.46153846153846156,0.15384615384615385,25.68275862068966,0.35783625730994156,1.0745336693133114,23.496175480858124,104.57443026527591
516,2017,70142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3170731707317073,100.0
517,2017,72523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3170731707317073,100.0
518,2017,73824,39,32,7,5,10,2,0,2,0,0,0,1,3,0,3,10,0,0,0.3125,0.5625,0.25,8.237948717948717,0.4188205128205128,2.3893405600722675,5.326265142565956,145.38158708589302
519,2017,78467,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,-1.2682926829268293,0.22292682926829271,-134.8690153568202
520,2017,95657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3170731707317073,100.0
521,2017,67827,11,9,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0.1111111111111111,0.1111111111111111,0.0,0.27636363636363637,0.21663636363636363,-1.3351400180668473,1.3636236347211959,10.091581274959783
522,2017,73209,452,419,65,69,122,24,1,19,0,3,8,1,19,3,5,85,15,7,0.2911694510739857,0.4892601431980907,0.19809069212410502,60.92460176991151,0.35289569160997736,0.7740312626104565,61.0217124585456,101.26848781155434
523,2017,61102,364,324,66,43,90,13,0,17,2,0,9,2,14,0,15,72,4,4,0.2777777777777778,0.47530864197530864,0.19753086419753085,53.171703296703285,0.35446760563380286,1.1402063691998643,49.14313243508022,102.32032228164401
524,2017,61186,266,232,27,35,66,14,0,2,8,3,4,0,24,2,6,45,10,4,0.28448275862068967,0.3706896551724138,0.08620689655172414,31.053233082706765,0.3397307692307692,-2.7078729761656555,35.89982002640539,92.45927881880908
525,2017,62164,17,13,2,4,1,0,0,1,1,0,0,0,3,1,1,8,0,0,0.07692307692307693,0.3076923076923077,0.23076923076923078,1.5588235294117647,0.25706249999999997,-1.4425813008130084,2.210142276422764,37.14242697982534
526,2017,76746,100,90,7,14,28,5,0,4,0,0,0,0,9,0,1,24,2,1,0.3111111111111111,0.5,0.18888888888888888,17.136000000000003,0.3882,3.3604336043360448,13.53360433604336,124.89210077285959
527,2017,78217,189,164,8,17,44,6,2,0,9,4,6,0,19,0,0,49,2,1,0.2682926829268293,0.32926829268292684,0.06097560975609756,20.127936507936507,0.3162513661202186,-5.9326935892309685,25.483610086829465,76.74821246627094
528,2017,63920,144,124,8,19,31,2,1,0,2,2,2,2,15,0,1,27,3,2,0.25,0.28225806451612906,0.03225806451612906,12.331666666666667,0.293718309859155,-7.45127676628878,19.388255022456327,61.67038700468734
529,2017,62244,237,201,26,41,57,8,0,5,2,1,8,4,19,0,5,44,1,2,0.2835820895522388,0.39800995024875624,0.11442786069651745,31.173333333333332,0.3405109170305677,-2.2456302292280523,31.985524766965284,92.9813088631722
530,2017,73738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3170731707317073,100.0
531,2017,78288,309,269,16,22,69,10,0,1,0,2,6,0,26,0,8,36,10,1,0.25650557620817843,0.3048327137546468,0.04832713754646839,27.67106796116505,0.3076996699669967,-12.086541987532076,41.67588497738663,71.0259091752797
532,2017,99314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3170731707317073,100.0
533,2017,62864,392,352,40,39,78,9,2,4,3,3,7,2,26,0,5,55,7,8,0.2215909090909091,0.29261363636363635,0.07102272727272727,29.624234693877547,0.267948051948052,-29.409542580274266,52.844975656682976,44.42641235775838
534,2017,63450,399,350,42,45,105,20,3,6,4,2,6,3,18,0,22,69,14,10,0.3,0.4257142857142857,0.12571428571428572,53.720902255639096,0.35991857506361324,3.214554155719686,53.873056526706065,105.96779756004769
535,2017,64868,225,191,10,34,52,7,1,0,11,2,6,0,25,0,3,39,4,1,0.27225130890052357,0.3193717277486911,0.04712041884816753,25.36391111111111,0.3270639269406393,-4.865055499870058,30.353377531111693,83.98335637902862
536,2017,77609,26,24,3,1,4,2,0,0,0,0,1,1,0,0,0,3,0,1,0.16666666666666666,0.25,0.08333333333333334,1.083076923076923,0.17488,-4.1365130984643175,3.3509033423667574,-17.84937602462442
537,2017,78361,145,130,8,20,36,8,0,1,2,1,3,1,11,0,0,25,2,1,0.27692307692307694,0.36153846153846153,0.08461538461538459,16.076689655172412,0.31697183098591547,-4.4571675763706,19.544260913266413,77.23030612326642
538,2017,78548,348,294,46,28,68,11,1,8,0,4,4,5,43,1,2,59,13,7,0.23129251700680273,0.35714285714285715,0.12585034013605442,33.41241379310345,0.31253352769679305,-12.092441157647709,46.94525160586883,74.26044879172476
539,2017,78753,52,51,3,5,11,2,0,0,2,0,1,0,0,0,0,11,0,0,0.21568627450980393,0.2549019607843137,0.039215686274509776,3.08,0.2129607843137255,-6.484226933772604,6.895303328196682,7.6320949605042205
540,2017,79453,213,195,16,24,69,13,0,2,0,1,3,1,9,0,5,24,5,1,0.35384615384615387,0.4512820512820513,0.09743589743589742,33.879999999999995,0.3836142857142858,6.275377468060415,28.784461866047234,121.8236044794311
541,2017,60523,136,109,6,16,27,8,2,1,3,1,3,1,18,0,5,28,4,3,0.24770642201834864,0.3853211009174312,0.13761467889908258,17.08014705882353,0.3519172932330827,0.1126936582649033,18.36082862984018,100.61379988161711
542,2017,62016,58,55,2,11,11,3,0,0,2,0,1,0,2,0,0,10,2,0,0.2,0.2545454545454545,0.05454545454545451,3.0496551724137935,0.22191228070175437,-6.763403540468153,7.713389594129859,13.621921577673646
543,2017,62559,114,101,7,7,23,3,1,0,0,3,0,0,11,1,2,22,4,0,0.22772277227722773,0.27722772277227725,0.04950495049504952,7.916491228070176,0.2808849557522124,-7.220519461831784,15.326662109983932,53.08304443254202
544,2017,64944,66,63,1,5,12,7,1,1,0,0,1,0,2,0,0,18,3,1,0.19047619047619047,0.38095238095238093,0.19047619047619047,4.173333333333333,0.25398461538461536,-5.78411507191995,8.822361892849697,35.08288359236869
545,2017,72860,124,105,4,18,29,5,1,0,3,0,7,0,10,0,2,20,1,5,0.2761904761904762,0.34285714285714286,0.06666666666666665,14.296774193548387,0.3244957264957265,-2.9688617114091342,16.716057566843478,82.2648643284998
546,2017,66145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3170731707317073,100.0
547,2017,61591,89,76,8,1,14,3,0,0,1,0,5,1,6,0,1,21,2,1,0.18421052631578946,0.2236842105263158,0.03947368421052633,4.794831460674158,0.2273571428571429,-9.940572977158338,11.903308168795974,17.265310219239804
548,2017,73211,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,-0.6341463414634146,-0.0470731707317073,-134.8690153568202
549,2017,79608,545,487,93,95,154,29,2,21,7,0,6,5,43,1,4,70,19,13,0.3162217659137577,0.5133470225872689,0.19712525667351122,90.60594495412843,0.3860631970260223,17.26236890621696,73.60667407138756,123.46227510189189
550,2017,62907,452,388,47,84,141,25,4,3,11,1,3,4,46,0,11,51,8,7,0.3634020618556701,0.47164948453608246,0.10824742268041238,86.63057522123894,0.41482628062360805,26.06095649672163,61.07765698339983,142.70887659246415
551,2017,62797,417,358,40,42,99,26,1,2,4,4,7,2,38,0,12,51,8,4,0.276536312849162,0.3715083798882682,0.09497206703910616,50.1873381294964,0.340780487804878,-3.849626545045942,56.285768281666556,93.16169012337518
552,2017,79705,103,85,13,10,20,4,0,3,0,0,1,2,13,0,2,24,3,1,0.23529411764705882,0.38823529411764707,0.15294117647058825,11.94873786407767,0.33103921568627453,-1.8572364808615365,13.886968577855715,86.64339100423203
553,2017,65514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3170731707317073,100.0
554,2017,65064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3170731707317073,100.0
555,2017,76849,512,464,63,79,154,24,4,9,8,7,14,3,28,0,3,57,2,5,0.33189655172413796,0.45905172413793105,0.1271551724137931,80.458125,0.37081927710843376,9.166639457559258,69.13790359269055,113.26192051151513
556,2017,62917,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,-0.3170731707317073,-0.1820731707317073,-134.8690153568202
557,2017,65412,112,99,11,11,21,3,0,6,0,0,4,0,8,0,1,31,4,1,0.21212121212121213,0.42424242424242425,0.21212121212121213,10.776071428571429,0.30450925925925926,-4.703670246579007,15.078002944226974,68.8910697977579
558,2017,65898,142,135,19,18,34,8,0,3,0,0,0,0,6,0,1,33,3,4,0.2518518518518518,0.37777777777777777,0.12592592592592594,14.134929577464789,0.29732394366197185,-6.885275519421857,19.121512144229424,64.083069799573
559,2017,73136,318,280,65,41,86,16,1,21,3,0,4,5,19,0,9,80,0,4,0.30714285714285716,0.5964285714285714,0.28928571428571426,64.91886435331232,0.40496805111821094,15.503017394391224,42.97875162702639,136.1123163158426
560,2017,62007,49,47,4,6,11,3,0,2,1,0,0,0,1,0,1,14,1,3,0.23404255319148937,0.425531914893617,0.19148936170212766,5.152653061224489,0.29846938775510207,-2.325203252032518,6.5675468724075,64.8495351166664
561,2017,78892,43,39,6,6,9,1,0,2,0,0,0,0,4,0,0,7,1,1,0.23076923076923078,0.41025641025641024,0.17948717948717946,4.7553488372093025,0.3147674418604651,-1.4074074074074063,5.772269595176573,75.7552556863496
562,2017,62648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3170731707317073,100.0
563,2017,62908,17,15,0,8,2,0,1,0,0,0,0,0,1,0,1,4,0,1,0.13333333333333333,0.26666666666666666,0.13333333333333333,1.0635294117647058,0.23347058823529412,-1.8048780487804874,2.1888307030129126,21.356076305861116
564,2017,65506,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.3170731707317073,-0.1820731707317073,-134.8690153568202
565,2017,65062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3170731707317073,100.0
566,2017,76100,48,44,5,5,9,0,1,0,0,0,0,0,4,0,0,14,0,1,0.20454545454545456,0.25,0.04545454545454544,3.260833333333333,0.24762499999999998,-4.482384823848238,6.386616982836496,30.82739469370003
567,2017,75441,46,40,3,1,6,2,0,1,0,0,1,0,5,0,0,11,2,1,0.15,0.275,0.12500000000000003,2.508260869565217,0.24088888888888887,-4.575529458998293,6.110531968282647,26.31997650566357
568,2017,60140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3170731707317073,100.0
569,2017,79140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3170731707317073,100.0
570,2017,63636,40,38,3,13,9,3,0,0,0,1,1,1,0,0,0,9,1,1,0.23684210526315788,0.3157894736842105,0.07894736842105263,2.282,0.23946153846153848,-4.030296713223541,5.299242582169412,25.36487568104553
571,2017,73339,355,318,34,52,98,15,0,5,9,2,2,2,28,0,5,30,5,0,0.3081761006289308,0.4025157232704403,0.09433962264150947,50.06805633802817,0.3537110481586402,0.8693966543064796,47.92744900466002,101.81407752593945
572,2017,71432,134,118,14,14,31,9,0,4,0,0,2,1,13,2,0,33,2,1,0.2627118644067797,0.4406779661016949,0.17796610169491522,17.683880597014923,0.3356076923076923,-1.8632061705232452,18.07609547633938,89.70035284398428
573,2017,77263,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0.927,0.5203252032520326,0.6553252032520326,485.42607648298707
574,2017,71610,118,105,17,17,26,7,0,5,1,0,0,0,12,0,1,27,1,0,0.24761904761904763,0.45714285714285713,0.2095238095238095,16.713559322033902,0.3456610169491526,-0.5691056910569046,15.925177070414774,96.42745956649777
575,2017,62929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3170731707317073,100.0
576,2017,67504,19,17,0,0,3,0,0,0,0,0,1,0,1,0,0,9,0,1,0.17647058823529413,0.17647058823529413,0.0,0.7957894736842106,0.19494444444444448,-2.6784603031215486,2.4240284050988663,-4.423403630469713
577,2017,66354,129,118,9,10,23,5,0,1,0,0,0,0,9,0,2,51,2,2,0.19491525423728814,0.2627118644067797,0.06779661016949154,8.39937984496124,0.24820930232558144,-11.978319783197826,17.32214480788219,31.21837620902771
578,2017,67644,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.08666666666666667,0.252,-0.26829268292682923,0.31556910569105695,33.75489310448662
579,2017,74163,200,179,12,31,47,8,1,0,10,3,1,1,17,0,2,20,4,0,0.26256983240223464,0.31843575418994413,0.055865921787709494,20.113100000000003,0.30524623115577887,-8.266263567158285,26.95866868216421,69.38420901052487
580,2017,63339,5,4,0,2,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0.0,0.0,0.0,0.0,0.0,-1.5853658536585367,0.3579268292682927,-134.8690153568202
581,2017,78756,209,184,21,23,57,11,0,2,3,5,4,2,15,0,4,22,5,4,0.30978260869565216,0.40217391304347827,0.09239130434782611,26.406315789473684,0.3530878048780488,0.3941745433714587,28.216886002599868,101.39703896286181
582,2017,62951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3170731707317073,100.0
583,2017,67454,23,23,0,2,5,1,0,0,0,0,0,0,0,0,0,12,0,0,0.21739130434782608,0.2608695652173913,0.043478260869565216,1.3043478260869565,0.21595652173913046,-2.805781391147244,2.983009504732729,9.636670172391515
584,2017,64266,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0.2,0.2,0.0,0.2,0.1854,-0.7479674796747966,0.5254065040650407,-10.809996988858739
585,2017,66710,14,14,1,8,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0.21428571428571427,0.2857142857142857,0.07142857142857142,0.8571428571428571,0.22235714285714286,-1.6269196025293584,1.7737914569621889,13.919597749769396
586,2017,77243,49,40,4,4,9,3,0,1,0,0,3,0,4,0,2,10,2,0,0.225,0.375,0.15,4.80734693877551,0.3203695652173913,-1.355818703114567,6.587330230548683,79.50387448050542
